"","prop_sampled","sim_num","method","(Intercept)","age","age_sq"
"1",0.037,1,"none",0.604299695846602,0.200518795056884,0.0579607357418075
"2",0.037,1,"rake",0.0118224148865245,0.000139372512613323,5.45874093660952e-07
"3",0.037,1,"strat",0.0679571646050059,0.00214939518746115,2.48779602100447e-05
"4",0.037,1,"calib",0.343628280823964,0.105459319118548,0.0279379325032367
"5",0.037,1,"lasso",0.389159299548389,0.106403524472864,0.0247011185261995
"6",0.037,1,"logit",0.686982864174182,0.567050716186654,0.124842188264818
"7",0.037,1,"bart",0.0186332679450966,0.000319052733390823,2.13125139741348e-06
"8",0.037,2,"none",0.34594782929223,0.904364783358742,0.557891329439264
"9",0.037,2,"rake",2.4031523047725e-05,0.000629731036436103,0.00850724807852333
"10",0.037,2,"strat",1.62798116463322e-07,9.26953960281243e-06,0.000235654961987311
"11",0.037,2,"calib",0.0203099850530288,0.00288914635394017,0.00034851279157673
"12",0.037,2,"lasso",0.199443775116352,0.67619300660265,0.721127782693334
"13",0.037,2,"logit",0.0100381446224468,0.0822895548987933,0.33553035385047
"14",0.037,2,"bart",1.42632530986487e-06,5.2307141179067e-05,0.000908059198540885
"15",0.037,3,"none",0.133148495409895,0.023570144966899,0.00412605817826997
"16",0.037,3,"rake",0.384220249349416,0.0603338823431353,0.00512029575463226
"17",0.037,3,"strat",0.7025550086574,0.500768073422201,0.103155944918963
"18",0.037,3,"calib",4.86880076622694e-08,7.88381190345283e-10,1.56525770919072e-11
"19",0.037,3,"lasso",0.0226597297990761,0.00128730648254075,6.03845285801814e-05
"20",0.037,3,"logit",0.396326923199902,0.0680749448473009,0.00654089122295876
"21",0.037,3,"bart",0.618886193092314,0.525167607963722,0.0991435841529732
"22",0.037,4,"none",0.0990474699261647,0.389686462711904,0.816125349547981
"23",0.037,4,"rake",0.00323468896067625,0.0311320448733757,0.139378355469875
"24",0.037,4,"strat",0.0166267985899975,0.140694149291278,0.497994916096368
"25",0.037,4,"calib",0.00866921691659506,0.0944441884453006,0.356419274300431
"26",0.037,4,"lasso",0.0287034596710047,0.197320388081584,0.571443596663954
"27",0.037,4,"logit",0.00865422668247083,0.0523715630701862,0.193667899630714
"28",0.037,4,"bart",0.120846752352949,0.393386470760278,0.76568766767621
"29",0.037,5,"none",0.0740052093271493,0.400485587524744,0.957579579905756
"30",0.037,5,"rake",0.00374152690658936,0.0430294402301892,0.219472546559818
"31",0.037,5,"strat",0.0194619798024367,0.19011488381648,0.700258815109508
"32",0.037,5,"calib",5.28998455895524e-05,5.94762449135103e-06,1.01196197233944e-06
"33",0.037,5,"lasso",0.0425926165112924,0.33504765165958,0.979265809526867
"34",0.037,5,"logit",1.46873222340194e-08,3.47487662831377e-07,4.08276675199321e-06
"35",0.037,5,"bart",0.00150847885099916,0.0266598556733743,0.172535226367986
"36",0.037,6,"none",0.357396071296967,0.0861219222520766,0.0172284775971471
"37",0.037,6,"rake",0.137663979813656,0.543064089850592,0.836168432409745
"38",0.037,6,"strat",0.961833356972573,0.379514288564258,0.108120168943945
"39",0.037,6,"calib",0.739319619361146,0.723643741263681,0.385405462823973
"40",0.037,6,"lasso",0.575787158006351,0.172139106104847,0.0395191986005335
"41",0.037,6,"logit",0.198761316985067,0.778064378761188,0.526925526332085
"42",0.037,6,"bart",0.588862921585765,0.205333941492321,0.059678768084488
"43",0.037,7,"none",0.593526208506299,0.156656455190566,0.0321281100709969
"44",0.037,7,"rake",0.58496742483531,0.0736301650561068,0.00297626494133424
"45",0.037,7,"strat",0.523952077178165,0.104068956906567,0.0132941313824892
"46",0.037,7,"calib",3.07463462449038e-27,2.24385917842315e-34,4.49080356446842e-41
"47",0.037,7,"lasso",0.0658418205086995,0.0041109273779824,0.000177681898626089
"48",0.037,7,"logit",0.461722154069583,0.0373645886040999,0.00060319864637926
"49",0.037,7,"bart",0.579392916934711,0.46209535118297,0.0536280206153741
"50",0.037,8,"none",0.624904618106363,0.213938920334591,0.0625361427197611
"51",0.037,8,"rake",0.19804498878906,0.745800967948222,0.564229603713621
"52",0.037,8,"strat",0.772405496240576,0.420508269095559,0.0701498574854227
"53",0.037,8,"calib",4.08534534536612e-13,1.05522664956825e-07,0.000138803952839816
"54",0.037,8,"lasso",0.803990739618861,0.288919290213085,0.0793673055991403
"55",0.037,8,"logit",0.000965301864377904,0.0147792039966371,0.101334939945897
"56",0.037,8,"bart",0.510601109703439,0.588232994828565,0.10077692893355
"57",0.037,9,"none",0.116029345117086,0.416263885592044,0.849654588663472
"58",0.037,9,"rake",2.21498639951965e-05,0.000392000990359171,0.00343724570087628
"59",0.037,9,"strat",1.12973986075238e-06,3.71487628833693e-05,0.000500310596310152
"60",0.037,9,"calib",0.0873052294884476,0.0120319121598296,0.00162810020536797
"61",0.037,9,"lasso",0.0362700612061725,0.161101240343012,0.416819127291984
"62",0.037,9,"logit",0.0134746326268663,0.000379564596261771,5.75936778326881e-06
"63",0.037,9,"bart",0.000259246628043924,0.00415223430775159,0.0286903713755334
"64",0.037,10,"none",0.00689205404404736,0.000546421904400841,5.25330447404045e-05
"65",0.037,10,"rake",0.000293967311132227,1.26664160017419e-06,2.80153196856442e-09
"66",0.037,10,"strat",0.00281041578747188,0.00012503011024807,5.83099776389273e-06
"67",0.037,10,"calib",0.567276186256049,0.234115417363215,0.076995568901841
"68",0.037,10,"lasso",0.00577423336685396,0.000457711703690315,3.93592373905624e-05
"69",0.037,10,"logit",0.000168834303558098,3.0262042549056e-07,2.16621632458187e-10
"70",0.037,10,"bart",0.0120870205503713,0.001804775837392,0.000332692854203695
"71",0.037,11,"none",0.0686897495416253,0.347722008839616,0.836480328571349
"72",0.037,11,"rake",0.0123452335807141,0.147437859800993,0.655046236558241
"73",0.037,11,"strat",0.0709966133195429,0.418866506904773,0.910959924337703
"74",0.037,11,"calib",0.0357924788891517,0.278088575262155,0.888919522901433
"75",0.037,11,"lasso",0.0280676635818978,0.178815078724138,0.552452543949991
"76",0.037,11,"logit",0.134319182139751,0.863180645936028,0.0660465472435548
"77",0.037,11,"bart",0.00546160249845847,0.0997956957738923,0.579208606481289
"78",0.037,12,"none",0.976747492004184,0.356178446240684,0.0992035927508055
"79",0.037,12,"rake",0.751753044834899,0.402804966940914,0.0543139883767149
"80",0.037,12,"strat",0.873731108219657,0.427325144404519,0.109105500509075
"81",0.037,12,"calib",0.000654528345392503,8.40404408020361e-06,1.33104157167928e-07
"82",0.037,12,"lasso",0.290939188510746,0.938702117986995,0.43985012964372
"83",0.037,12,"logit",5.77496114098291e-09,2.25904023721516e-08,3.81241287772789e-08
"84",0.037,12,"bart",0.865836188231067,0.58087317938978,0.257735408995539
"85",0.037,13,"none",0.876279011408234,0.5607234654746,0.239360403648146
"86",0.037,13,"rake",0.112019981309306,0.449471428403652,0.982556675835233
"87",0.037,13,"strat",0.291869040845121,0.736824917622004,0.793710253273434
"88",0.037,13,"calib",0.000685729993348399,9.36869134326724e-05,1.92687404025236e-05
"89",0.037,13,"lasso",0.843021289487006,0.355138757492329,0.133113080542886
"90",0.037,13,"logit",0.0149912328855215,0.152435888587507,0.575752414851621
