"","prop_sampled","sim_num","method","(Intercept)","age","age_sq","Error age","Error age squared","Error Intercept"
"1",0.037,1,"none",-1.35533569415855,0.11605067179983,-0.00148048730188351,0.109187578255499,-0.000833744303944324,-3.49524220810333
"2",0.037,1,"rake",-4.2483777561229,0.209238935302327,-0.00221902127089001,0.202375841757996,-0.00157227827295083,-6.38828427006768
"3",0.037,1,"strat",-3.32703088561886,0.182644509014567,-0.00203049872085197,0.175781415470236,-0.00138375572291279,-5.46693739956364
"4",0.037,1,"calib",-2.35324709602888,0.141903161819019,-0.00167492383004297,0.135040068274688,-0.00102818083210379,-4.49315360997366
"5",0.037,1,"lasso",-2.28289204550429,0.146636835089346,-0.00173612104579703,0.139773741545016,-0.00108937804785785,-4.42279855944907
"6",0.037,1,"logit",0.991481382190324,0.0461059298561946,-0.00100069486780095,0.0392428363118638,-0.000353951869861764,-1.14842513175445
"7",0.037,1,"bart",-4.29055959205693,0.213408100075616,-0.00226446434258045,0.206545006531285,-0.00161772134464126,-6.43046610600171
"8",0.037,2,"none",2.62264666493405,-0.0115591505545377,-0.000484220093839458,-0.0184222440988686,0.000162522904099727,0.482740150989268
"9",0.037,2,"rake",8.9196527717778,-0.23615154656332,0.00147252785766111,-0.243014640107651,0.0021192708556003,6.77974625783302
"10",0.037,2,"strat",11.2261385087477,-0.310578106607787,0.00208528835405189,-0.317441200152118,0.00273203135199107,9.08623199480291
"11",0.037,2,"calib",-7.27022331581708,0.329863827247872,-0.00345016559715442,0.323000733703541,-0.00280342259921524,-9.41012982976186
"12",0.037,2,"lasso",3.19260626556496,-0.0353898270061286,-0.000255193554145807,-0.0422529205504595,0.000391549443793377,1.05269975162018
"13",0.037,2,"logit",5.76273121729062,-0.127932196670399,0.000578520701927211,-0.13479529021473,0.0012252636998664,3.62282470334584
"14",0.037,2,"bart",10.6076439289159,-0.290371437582198,0.00192637378272803,-0.297234531126529,0.00257311678066722,8.46773741497114
"15",0.037,3,"none",-4.24971178250905,0.223746050095812,-0.00246002331108116,0.216882956551481,-0.00181328031314197,-6.38961829645382
"16",0.037,3,"rake",-1.96908541133664,0.141514289582399,-0.00173944032891978,0.134651196038068,-0.00109269733098059,-4.10899192528142
"17",0.037,3,"strat",0.822580400397136,0.0482169742294298,-0.000961516636421044,0.0413538806850989,-0.00031477363848186,-1.31732611354764
"18",0.037,3,"calib",-15.533687000704,0.616747775511955,-0.00587027571439346,0.609884681967624,-0.00522353271645427,-17.6735935146488
"19",0.037,3,"lasso",-5.68493931007567,0.2737181078957,-0.00288314564290197,0.266855014351369,-0.00223640264496278,-7.82484582402044
"20",0.037,3,"logit",-2.10732777698083,0.150983252038168,-0.00185838959115395,0.144120158493837,-0.00121164659321476,-4.24723429092561
"21",0.037,3,"bart",1.04623177645464,0.0446061588322856,-0.000957023326515972,0.0377430652879547,-0.000310280328576787,-1.09367473749014
"22",0.037,4,"none",4.65805901215526,-0.0850632734381175,0.000200087827936586,-0.0919263669824483,0.00084683082587577,2.51815249821048
"23",0.037,4,"rake",7.02641642306564,-0.171475495341168,0.00097157166855338,-0.178338588885499,0.00161831466649256,4.88650990912086
