"","prop_sampled","sim_num","method","(Intercept)","age","age_sq"
"1",0.088,1,"none",0.00155655955552614,0.0669365969018725,0.494487975583835
"2",0.088,1,"rake",8.99604643252989e-06,0.00587699023567905,0.259780262180322
"3",0.088,1,"strat",0.00011630420351092,0.0109902311531721,0.171160535472784
"4",0.088,1,"calib",1.95758500005007e-05,0.00335333118118954,0.0783693349652699
"5",0.088,1,"lasso",0.00287395585450287,0.118417680167922,0.741257334170564
"6",0.088,1,"logit",0.000155157727839203,0.212334239544256,0.177473388742148
"7",0.088,1,"bart",0.00512944139209753,0.0864873088052984,0.436638532583061
"8",0.088,2,"none",0.0433130832535982,0.467415512569786,0.730654572790189
"9",0.088,2,"rake",6.87896496039268e-09,2.00803228282423e-05,0.00484555396046596
"10",0.088,2,"strat",7.0800522128435e-07,0.000711558950071702,0.0540290995175995
"11",0.088,2,"calib",9.12486011258209e-05,0.00964271304100401,0.129843766644791
"12",0.088,2,"lasso",0.014283055508306,0.25096448915443,0.97226492905183
"13",0.088,2,"logit",2.72699220270987e-07,0.000299463700842524,0.0281163126423695
"14",0.088,2,"bart",8.72178354453844e-09,2.42768421829199e-05,0.00517890424173369
"15",0.088,3,"none",0.0506738712676574,0.00111774529339751,1.34223728897667e-05
"16",0.088,3,"rake",0.217344616899487,0.00411001195680074,1.08651686220369e-05
"17",0.088,3,"strat",0.179355915994623,0.00250741365105225,4.63966569965622e-06
"18",0.088,3,"calib",2.90917131462393e-05,8.35854775006084e-08,2.48486732014486e-10
"19",0.088,3,"lasso",0.0638832961481932,0.00128513937816017,1.08932496789467e-05
"20",0.088,3,"logit",0.00486600790620722,2.46218247472314e-06,7.34161711295503e-11
"21",0.088,3,"bart",0.201596506452947,0.00317117997633535,6.35454269649067e-06
"22",0.088,4,"none",0.47038377199214,0.603181353607866,0.121756810971707
"23",0.088,4,"rake",0.104837322479274,0.000437137313497678,1.15445758196676e-07
"24",0.088,4,"strat",0.619175116797692,0.459612156395172,0.0713905312226929
"25",0.088,4,"calib",0.88841378807731,0.46227823112397,0.147885361500149
"26",0.088,4,"lasso",0.952638067564744,0.235086102966549,0.0244387583603581
"27",0.088,4,"logit",0.626326239279387,0.00827571124365302,2.26533498220609e-06
"28",0.088,4,"bart",0.400667600436325,0.942935109492575,0.419721069329545
"29",0.088,5,"none",0.459957631576253,0.586301934374299,0.11072551833852
"30",0.088,5,"rake",0.123177626324922,0.000429052317742333,6.5936640849357e-08
"31",0.088,5,"strat",0.434925624498891,0.0359624081961205,0.00131641282775263
"32",0.088,5,"calib",0.00384291279802638,0.066262357285198,0.340874704898168
"33",0.088,5,"lasso",0.405062100369291,0.642178676846782,0.123389534714673
"34",0.088,5,"logit",0.897267852605172,0.01425787594011,2.25878654577496e-06
"35",0.088,5,"bart",0.298531085362652,0.00202419289593836,5.83731319614449e-07
"36",0.088,6,"none",0.624219357405226,0.0781488079884798,0.00522982239281602
"37",0.088,6,"rake",2.37506566027628e-05,7.6452584443673e-11,3.85806593975414e-18
"38",0.088,6,"strat",0.000724791623687876,1.94824864697602e-08,1.30060663269049e-14
"39",0.088,6,"calib",0.233657611138189,0.645818945639436,0.956199745959394
"40",0.088,6,"lasso",0.200680316029498,0.00845910316944545,0.000161327900316472
"41",0.088,6,"logit",5.09352442814908e-09,7.16506327542927e-20,7.20975447014505e-35
"42",0.088,6,"bart",0.0169701058219208,8.41762775401952e-06,2.02978081968572e-10
"43",0.088,7,"none",0.486689126136116,0.0629384421348194,0.00478760885166628
"44",0.088,7,"rake",0.475459397828222,0.508112153927522,0.0524662833419826
"45",0.088,7,"strat",0.334739271035789,0.0118404197480863,7.96013706573214e-05
"46",0.088,7,"calib",0.00381746956333707,0.000108136349205426,3.81137315425421e-06
"47",0.088,7,"lasso",0.394738956667392,0.0330884879127272,0.00134238364757647
"48",0.088,7,"logit",0.638473409968888,0.0342466920285546,0.000250868932572073
"49",0.088,7,"bart",0.161937928511081,0.0171492738706474,0.0014184074370668
"50",0.088,8,"none",0.0808667902822597,0.617215179398181,0.584282047334897
"51",0.088,8,"rake",0.262467310329818,0.675731618567335,0.0644502865443632
"52",0.088,8,"strat",0.515291514411981,0.315285249690192,0.0109480537402257
"53",0.088,8,"calib",0.0174602368178923,0.258357241684296,0.903945345923189
"54",0.088,8,"lasso",0.0154420777378724,0.251789414149405,0.944816137666331
"55",0.088,8,"logit",4.67402853128102e-07,3.38080522976873e-13,4.26357735924213e-21
"56",0.088,8,"bart",0.343475611037259,0.00725984568596977,1.60259482766281e-05
"57",0.088,9,"none",0.219990046276458,0.927106274123365,0.231479975386168
"58",0.088,9,"rake",1.03497066711546e-05,0.0041422566792106,0.157975627966224
"59",0.088,9,"strat",1.33350558036423e-08,3.50994443100322e-05,0.00703940854578738
"60",0.088,9,"calib",0.670987567778331,0.308609418264589,0.0232779150940943
"61",0.088,9,"lasso",0.0575725748113876,0.564436719293616,0.551996636409917
"62",0.088,9,"logit",1.47517251541386e-15,3.24522442825039e-10,2.85320433641945e-06
"63",0.088,9,"bart",2.51301091058972e-09,1.03843586065285e-05,0.0031754950525764
"64",0.088,10,"none",0.897770545981788,0.232267495807275,0.0225032329758911
"65",0.088,10,"rake",0.766452056289291,0.0421059997705267,0.000254573534493216
"66",0.088,10,"strat",0.703537965623465,0.0312932696503649,0.000142588443306534
"67",0.088,10,"calib",0.979513710472019,0.368473075760482,0.101666073136294
"68",0.088,10,"lasso",0.995372844651794,0.157520455668153,0.00932865401302661
"69",0.088,10,"logit",3.57906721798201e-29,4.78145461221113e-44,1.71452310334981e-61
"70",0.088,10,"bart",0.314281756131874,0.006283229203274,1.50286425224337e-05
"71",0.088,11,"none",0.520779646902655,0.568465653838125,0.120402193374155
"72",0.088,11,"rake",3.04428163812323e-12,6.84806274137115e-09,2.20484496170913e-06
"73",0.088,11,"strat",1.0073238995003e-05,0.00280179007871918,0.0869690360739155
"74",0.088,11,"calib",0.487276316336959,0.589892194220998,0.0819405095593573
"75",0.088,11,"lasso",0.22027840058928,0.986405306120266,0.318410669965057
"76",0.088,11,"logit",5.63730750943137e-57,6.85563718541795e-52,3.2623956860161e-48
"77",0.088,11,"bart",3.85598385993952e-08,2.61360530535148e-05,0.00220472807962537
"78",0.088,12,"none",0.475739470546277,0.610852839668539,0.129353434567599
"79",0.088,12,"rake",0.00164670786702474,0.0653347368837904,0.512945382217685
"80",0.088,12,"strat",0.000715258142646237,0.0502651129129543,0.506080971576387
"81",0.088,12,"calib",0.522736511638448,0.0450858525504691,0.00213052667062776
"82",0.088,12,"lasso",0.988607370599822,0.216565834452866,0.0216643777933765
"83",0.088,12,"logit",3.73454774788747e-17,2.46130120077170e-12,7.64100387610982e-09
"84",0.088,12,"bart",0.664205507359595,0.299126839915901,0.0183941394614117
"85",0.088,13,"none",0.592488978417215,0.0798869221555995,0.00611458368273783
"86",0.088,13,"rake",0.560450794359342,0.0438915985660262,0.000860086076868834
"87",0.088,13,"strat",0.119507829921476,0.0013519205286276,2.37860828184729e-06
"88",0.088,13,"calib",0.00806576026894989,0.000112363318817965,9.87866012014627e-07
"89",0.088,13,"lasso",0.497063435215467,0.0570355036593655,0.00362280576399368
"90",0.088,13,"logit",0.0574433497147686,0.816022007218177,0.191161363699262
"91",0.088,13,"bart",0.603671905652723,0.0316434453643087,0.000261285617716927
"92",0.088,14,"none",0.729729120979489,0.129952370570585,0.0139110724826894
"93",0.088,14,"rake",0.911994662713549,0.10799938640565,0.00292557670396277
"94",0.088,14,"strat",0.557832347508252,0.585882487944768,0.137726223821129
"95",0.088,14,"calib",0.0123881068010749,0.000247344585155536,4.77393008158496e-06
"96",0.088,14,"lasso",0.744634162497622,0.366019201349174,0.0567807783615402
"97",0.088,14,"logit",0.116457347002491,0.00146004073867347,3.10743292253944e-06
"98",0.088,14,"bart",0.985226073882423,0.314562070005626,0.0706913610023578
"99",0.088,15,"none",0.456837608085731,0.627990402573074,0.132251330587791
"100",0.088,15,"rake",0.126878445465482,0.00113316423323152,1.05858314436991e-06
"101",0.088,15,"strat",0.435054318957343,0.00984057753474503,1.95117688681453e-05
