"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.088,1,"none",4.5137760427211,-0.0720483297287686,0.00129945373543824,-0.0766946598833602
"2",0.088,1,"rake",4.2870857298915,-0.0685167234332087,0.0048310600309982,-0.303384972712961
"3",0.088,1,"strat",4.44379276443283,-0.0708535106250003,0.00249427283920654,-0.146677938171631
"4",0.088,1,"calib",5.38969429656241,-0.089166128578428,-0.0158183451142211,0.799223593957949
"5",0.088,1,"lasso",4.62000676838915,-0.0734458819575855,-9.80984933786622e-05,0.0295360657846944
"6",0.088,1,"logit",4.74019005764616,-0.0763362524486156,-0.00298846898440872,0.149719355041699
"7",0.088,1,"bart",4.66635068554634,-0.0749509528331846,-0.00160316936897775,0.0758799829418813
"8",0.088,2,"none",4.14492590324743,-0.0651193943065937,0.00822838915761315,-0.445544799357032
"9",0.088,2,"rake",3.94369619435546,-0.0622296707608554,0.0111181127033514,-0.646774508248999
"10",0.088,2,"strat",3.95081134472621,-0.0618362349519979,0.011511548512209,-0.639659357878248
"11",0.088,2,"calib",4.19429026007333,-0.066666521560334,0.00668126190387282,-0.396180442531135
"12",0.088,2,"lasso",4.41138195832225,-0.0695212921607027,0.00382649130350414,-0.179088744282213
"13",0.088,2,"logit",4.19809837339341,-0.0665227113087739,0.00682507215543295,-0.392372329211053
"14",0.088,2,"bart",3.84478979363831,-0.0601606443182842,0.0131871391459227,-0.745680908966153
"15",0.088,3,"none",4.49787348894247,-0.0716339472825237,0.00171383618168314,-0.0925972136619855
"16",0.088,3,"rake",4.88251799861287,-0.078896513020847,-0.00554872955664013,0.29204729600841
"17",0.088,3,"strat",5.02038431098549,-0.0808290460564763,-0.0074812625922694,0.429913608381028
"18",0.088,3,"calib",3.4219325754915,-0.055247748205459,0.0181000352587479,-1.16853812711296
"19",0.088,3,"lasso",4.56223397717159,-0.0732441462819798,0.000103637182227098,-0.0282367254328699
"20",0.088,3,"logit",5.22945190922391,-0.0852725119516958,-0.011924728487489,0.638981206619445
"21",0.088,3,"bart",5.01560769326145,-0.0808877202923987,-0.00753993682819189,0.425136990656988
"22",0.088,4,"none",4.02848238002672,-0.063407050067205,0.00994073339700184,-0.561988322577742
"23",0.088,4,"rake",4.53653582917175,-0.0723752124746257,0.000972570989581104,-0.0539348734327056
"24",0.088,4,"strat",4.08584659982365,-0.0645140591554584,0.00883372430874844,-0.504624102780805
"25",0.088,4,"calib",3.11552373846562,-0.0488936949168325,0.0244540885473743,-1.47494696413884
"26",0.088,4,"lasso",4.16293582113904,-0.0658792632698708,0.00746852019433603,-0.427534881465421
"27",0.088,4,"logit",4.80440264430293,-0.0771449039894412,-0.00379712052523432,0.213931941698467
"28",0.088,4,"bart",3.87309355483227,-0.0601736577741277,0.0131741256900792,-0.717377147772194
"29",0.088,5,"none",4.15528710282701,-0.065261578507051,0.00808620495715584,-0.43518359977745
"30",0.088,5,"rake",4.71967567885429,-0.0755936002949814,-0.00224581683077454,0.129204976249828
"31",0.088,5,"strat",4.29932106086696,-0.0676056437114065,0.00574213975280033,-0.291149641737499
"32",0.088,5,"calib",3.85853411538204,-0.0618777209743434,0.0114700624898634,-0.731936587222416
"33",0.088,5,"lasso",4.10307819052174,-0.0645375299890894,0.00881025347511744,-0.487392512082721
"34",0.088,5,"logit",4.84972250868101,-0.0771303983343878,-0.00378261487018096,0.259251806076548
"35",0.088,5,"bart",4.70948069139179,-0.0742130556321716,-0.000865272167964698,0.119009988787328
"36",0.088,6,"none",4.00637093638434,-0.0625773292912102,0.0107704541729967,-0.584099766220115
"37",0.088,6,"rake",4.97558926539475,-0.080031667633821,-0.00668388416961418,0.38511856279029
"38",0.088,6,"strat",4.94972769393099,-0.0789508943913166,-0.00560311092710974,0.359256991326528
"39",0.088,6,"calib",2.46110619713093,-0.036806850499476,0.0365409329647309,-2.12936450547353
"40",0.088,6,"lasso",4.07169920022757,-0.0643534971543751,0.00899428630983175,-0.518771502376888
"41",0.088,6,"logit",5.60440671545327,-0.0904028100137598,-0.0170550265495529,1.01393601284881
"42",0.088,6,"bart",4.65076384879425,-0.0735813094233687,-0.000233525959161845,0.0602931461897951
"43",0.088,7,"none",4.00166802693018,-0.0631290191054796,0.0102187643587273,-0.588802675674282
"44",0.088,7,"rake",4.13885793327649,-0.0661541165873094,0.00719366687689749,-0.451612769327969
"45",0.088,7,"strat",4.47053061318327,-0.0714553173728421,0.0018924660913648,-0.119940089421186
"46",0.088,7,"calib",3.01182819852962,-0.0467020086810092,0.0266457747831977,-1.57864250407484
"47",0.088,7,"lasso",4.07283491095527,-0.0646615984617188,0.00868618500248806,-0.51763579164919
"48",0.088,7,"logit",4.61385430777982,-0.0740297671264272,-0.000681983662220317,0.0233836051753586
"49",0.088,7,"bart",4.22674066301421,-0.0665041655543663,0.00684361790984055,-0.363730039590248
"50",0.088,8,"none",4.52487908201347,-0.0719568399599273,0.0013909435042796,-0.0655916205909941
"51",0.088,8,"rake",4.74382934952757,-0.0758430283956804,-0.00249524493147356,0.153358646923107
"52",0.088,8,"strat",5.00267403138804,-0.0802664811160697,-0.00691869765186282,0.412203328783575
"53",0.088,8,"calib",3.81157399298618,-0.0614205792179359,0.0119272042462709,-0.778896709618279
"54",0.088,8,"lasso",4.55195216825342,-0.0723402281686832,0.00100755529552363,-0.0385185343510424
"55",0.088,8,"logit",6.03418447614259,-0.0977635942021335,-0.0244158107379267,1.44371377353813
"56",0.088,8,"bart",5.26891945902555,-0.0852215663362282,-0.0118737828720214,0.678448756421091
"57",0.088,9,"none",4.27073946716957,-0.0677473690241141,0.00560041444009279,-0.31973123543489
"58",0.088,9,"rake",4.19610249366164,-0.066964200726772,0.00638358273743482,-0.39436820894282
"59",0.088,9,"strat",3.99088462998081,-0.0628396377585494,0.0105081457056574,-0.599586072623654
"60",0.088,9,"calib",4.59153819457489,-0.0751150374134516,-0.00176725394924478,0.00106749197042877
"61",0.088,9,"lasso",4.31738540681993,-0.069274518889538,0.00407326457466888,-0.273085295784528
"62",0.088,9,"logit",3.90895189895438,-0.061484198136046,0.0118635853281609,-0.681518803650079
"63",0.088,9,"bart",4.03190171155476,-0.0637705568398979,0.00957722662430897,-0.558568991049695
"64",0.088,10,"none",4.22339793153992,-0.06631576796275,0.00703201550145681,-0.367072771064538
"65",0.088,10,"rake",4.61913834175757,-0.0732589402560654,8.8843208141412e-05,0.0286676391531131
"66",0.088,10,"strat",4.68647080031396,-0.0742534726193409,-0.000905689155134087,0.0960000977095028
"67",0.088,10,"calib",3.32312282606157,-0.052106327954205,0.0212414555100019,-1.26734787654289
"68",0.088,10,"lasso",4.4464253440825,-0.0699423814048191,0.0034054020593877,-0.144045358521958
"69",0.088,10,"logit",6.5578998209339,-0.106180485353886,-0.0328327018896795,1.96742911832944
"70",0.088,10,"bart",4.69786533004382,-0.0740939728132796,-0.000746189349072765,0.107394627439363
"71",0.088,11,"none",4.18018269059879,-0.0654344904348814,0.00791329302932542,-0.410288012005668
"72",0.088,11,"rake",3.36012437761667,-0.0521016508022544,0.0212461326619525,-1.23034632498779
"73",0.088,11,"strat",4.0031757191926,-0.0625926138101295,0.0107551696540773,-0.587294983411864
"74",0.088,11,"calib",5.75987631646348,-0.101384024715982,-0.028036241251775,1.16940561385902
"75",0.088,11,"lasso",4.37022489228958,-0.0689816368939031,0.00436614657030376,-0.220245810314885
"76",0.088,11,"logit",1.79429117725677,-0.0242113809021676,0.0491364025620393,-2.79617952534769
"77",0.088,11,"bart",3.63418960977394,-0.0561501370941925,0.0171976463700143,-0.956281092830517
"78",0.088,12,"none",4.13049366404926,-0.0650372786684135,0.00831050479579333,-0.459977038555195
"79",0.088,12,"rake",3.92998929803828,-0.0622394735268551,0.0111083099373517,-0.660481404566178
"80",0.088,12,"strat",4.18795789666632,-0.0662341133439998,0.0071136701202071,-0.402512805938136
"81",0.088,12,"calib",4.64971653649535,-0.0741976229139269,-0.000849839449720072,0.0592458338908877
"82",0.088,12,"lasso",4.20194946256534,-0.0663059576714813,0.00704182579272558,-0.38852124003912
"83",0.088,12,"logit",3.43641938160114,-0.0529595955222068,0.020388187942,-1.15405132100332
"84",0.088,12,"bart",4.39729218591994,-0.0696207677625982,0.00372701570160863,-0.193178516684515
"85",0.088,13,"none",4.13723363757371,-0.0649827269058848,0.00836505655832204,-0.453237065030752
"86",0.088,13,"rake",4.20479394796512,-0.067115307518827,0.00623247594537989,-0.385676754639341
"87",0.088,13,"strat",4.77243938530492,-0.0763079966904882,-0.00296021322628133,0.181968682700459
"88",0.088,13,"calib",4.09810694244028,-0.0665942499137147,0.00675353355049216,-0.492363760164181
"89",0.088,13,"lasso",4.11580005565422,-0.064889151125372,0.00845863233883487,-0.474670646950241
"90",0.088,13,"logit",4.08946212229266,-0.0648615704695425,0.00848621299466436,-0.501008580311799
"91",0.088,13,"bart",4.60604088364294,-0.0734077185152369,-5.99350510300384e-05,0.0155701810384805
"92",0.088,14,"none",3.93930522637841,-0.0616837768034968,0.0116640066607101,-0.651165476226045
"93",0.088,14,"rake",3.94017469421621,-0.0624437054585786,0.0109040780056283,-0.650296008388253
"94",0.088,14,"strat",3.85678788518508,-0.0598987330034005,0.0134490504608063,-0.733682817419378
"95",0.088,14,"calib",3.66569326427174,-0.0572151906899752,0.0161325927742317,-0.924777438332724
"96",0.088,14,"lasso",3.81323629034247,-0.0592747131523064,0.0140730703119004,-0.777234412261987
"97",0.088,14,"logit",3.86278204730964,-0.0611938386469677,0.0121539448172391,-0.727688655294817
"98",0.088,14,"bart",3.96249448224605,-0.062103113460261,0.0112446700039458,-0.627976220358413
"99",0.088,15,"none",4.15716009029573,-0.0655920376387877,0.00775574582541917,-0.43331061230873
"100",0.088,15,"rake",4.4061651256134,-0.070324936582179,0.00302284688202784,-0.184305576991055
"101",0.088,15,"strat",4.6134280396252,-0.0735322843108919,-0.00018450084668506,0.0229573370207401
"102",0.088,15,"calib",4.49171722655317,-0.0700988366368583,0.00324894682734854,-0.0987534760512894
"103",0.088,15,"lasso",4.19852655698917,-0.0666743711491499,0.006673412315057,-0.391944145615288
"104",0.088,15,"logit",5.13092894941131,-0.082431507566134,-0.00908372410192719,0.540458246806853
"105",0.088,15,"bart",4.31073727801433,-0.0684638861669414,0.00488389729726549,-0.279733424590126
"106",0.088,16,"none",4.41440101223518,-0.0694017892919608,0.00394599417224606,-0.176069690369281
"107",0.088,16,"rake",4.22097753857695,-0.0664835633912398,0.00686422007296708,-0.369493164027507
"108",0.088,16,"strat",4.53141461651626,-0.0713811096611336,0.00196667380307324,-0.0590560860882015
"109",0.088,16,"calib",5.30654493213554,-0.0861975800977404,-0.0128497966335335,0.716074229531082
"110",0.088,16,"lasso",4.35095935395009,-0.068349547238763,0.0049982362254439,-0.239511348654368
"111",0.088,16,"logit",4.67690180660795,-0.0741422789258639,-0.00079449546165708,0.0864311040034949
"112",0.088,16,"bart",4.75067412736425,-0.0752855497041691,-0.00193776623996228,0.160203424759793
"113",0.088,17,"none",4.07497507925501,-0.0640195493015277,0.00932823416267917,-0.515495623349448
"114",0.088,17,"rake",4.32534859730206,-0.0686751005468009,0.00467268291740595,-0.265122105302397
"115",0.088,17,"strat",4.50710023572249,-0.0715985808527279,0.00174920261147894,-0.0833704668819708
"116",0.088,17,"calib",3.42822357617539,-0.0539651515198146,0.0193826319443923,-1.16224712642907
"117",0.088,17,"lasso",3.98366182185289,-0.0625229217683769,0.01082486169583,-0.606808880751571
"118",0.088,17,"logit",4.28894841989389,-0.0683769487423061,0.00497083472190075,-0.301522282710571
"119",0.088,17,"bart",4.59368003149499,-0.0732781501131382,6.96333510686598e-05,0.00320932889053083
"120",0.088,18,"none",3.99680198305438,-0.0629731166531078,0.0103746668110991,-0.593668719550082
"121",0.088,18,"rake",4.08697420798861,-0.0656847029445025,0.00766308051970438,-0.503496494615847
"122",0.088,18,"strat",4.2727881644678,-0.068115382446257,0.00523240101794989,-0.317682538136665
"123",0.088,18,"calib",3.30194790323277,-0.0517341648274507,0.0216136186367562,-1.28852279937169
"124",0.088,18,"lasso",4.30142204977745,-0.0684760825482205,0.00487170091598631,-0.289048652827014
"125",0.088,18,"logit",3.65775303926649,-0.0584681388189935,0.0148796446452134,-0.932717663337966
"126",0.088,18,"bart",4.09183024232939,-0.064751914689762,0.00859586877444489,-0.498640460275074
"127",0.088,19,"none",4.27107032984231,-0.0675120279341959,0.00583575553001091,-0.319400372762153
"128",0.088,19,"rake",3.73601726371522,-0.0588933715696898,0.014454411894517,-0.854453438889236
"129",0.088,19,"strat",4.50915593562602,-0.0715952371911937,0.00175254627301313,-0.0813147669784406
"130",0.088,19,"calib",5.02139957266309,-0.0820104058695866,-0.00866262240537972,0.430928870058629
"131",0.088,19,"lasso",4.43601424443264,-0.0707709573004909,0.00257682616371592,-0.154456458171818
"132",0.088,19,"logit",3.98982966383838,-0.0631874801643346,0.0101603032998723,-0.600641038766084
"133",0.088,19,"bart",3.8055807394018,-0.0593247698043631,0.0140230136598438,-0.784889963202657
"134",0.088,20,"none",4.13762504119045,-0.0649886646565613,0.00835911880764553,-0.452845661414011
"135",0.088,20,"rake",3.75448302084595,-0.0590213640760355,0.0143264193881713,-0.835987681758509
"136",0.088,20,"strat",4.40194795087645,-0.0693692782716292,0.00397850519257763,-0.188522751728013
"137",0.088,20,"calib",3.8925328774063,-0.0617431040474091,0.0116046794167977,-0.697937825198161
"138",0.088,20,"lasso",4.36695277201162,-0.0690969722045247,0.00425081125968219,-0.223517930592835
"139",0.088,20,"logit",3.40915956720764,-0.0530371252874618,0.020310658176745,-1.18131113539682
"140",0.088,20,"bart",4.39124639422394,-0.0688722450430937,0.0044755384211131,-0.199224308380519
"141",0.088,21,"none",3.91120944041563,-0.0613829428188915,0.0119648406453154,-0.679261262188827
"142",0.088,21,"rake",4.21573178616364,-0.0670648928654299,0.00628289059877699,-0.374738916440822
"143",0.088,21,"strat",4.07783786975512,-0.0641402698212344,0.00920751364297247,-0.512632832849341
