"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.5,1,"none",4.22733925019358,-0.0667572495385035,0.00659053392570336,-0.36313145241088
"2",0.5,1,"rake",4.22991984141392,-0.0673303468672528,0.0060174365969541,-0.360550861190544
"3",0.5,1,"strat",4.3183522657724,-0.0684340319659969,0.00491375149820995,-0.272118436832063
"4",0.5,1,"calib",3.51581305559777,-0.0558298562528821,0.0175179272113248,-1.07465764700669
"5",0.5,1,"lasso",4.29321207434156,-0.0678453854987142,0.00550239796549261,-0.297258628262896
"6",0.5,1,"logit",4.3998380263302,-0.0700294033247932,0.00331838013941367,-0.190632676274259
"7",0.5,1,"bart",4.19320623562462,-0.0660774204346609,0.00727036302954598,-0.397264466979843
"8",0.5,2,"none",4.2572621816473,-0.067198201977343,0.00614958148686381,-0.333208520957157
"9",0.5,2,"rake",4.3920655060182,-0.0700454312879182,0.0033023521762887,-0.198405196586264
"10",0.5,2,"strat",4.44689253612355,-0.0705596544941804,0.00278812897002648,-0.143578166480912
"11",0.5,2,"calib",3.90112556441445,-0.0628961708897852,0.0104516125744217,-0.689345138190006
"12",0.5,2,"lasso",4.269645161286,-0.0673758415797366,0.00597194188447024,-0.32082554131846
"13",0.5,2,"logit",4.31908738949937,-0.0684654416983905,0.00488234176581635,-0.271383313105085
"14",0.5,2,"bart",4.53724969114426,-0.071935564093591,0.00141221937061588,-0.0532210114602041
"15",0.5,3,"none",4.22949351293297,-0.0668105130098658,0.00653727045434106,-0.360977189671488
"16",0.5,3,"rake",4.59131808500151,-0.0736608045232817,-0.000313021059074797,0.000847382397052954
"17",0.5,3,"strat",4.78598698552363,-0.0765610332645554,-0.0032132498003485,0.195516282919175
"18",0.5,3,"calib",3.79462825924074,-0.0605783805813221,0.0127694028828847,-0.79584244336372
"19",0.5,3,"lasso",4.39479974251626,-0.0700186852440728,0.00332909822013402,-0.195670960088203
"20",0.5,3,"logit",4.75154994753158,-0.0761075944358658,-0.00275981097165891,0.161079244927124
"21",0.5,3,"bart",4.44058839930881,-0.0712815034677019,0.00206627999650495,-0.149882303295648
"22",0.5,4,"none",4.190089357637,-0.0660879307569306,0.00725985270727625,-0.400381344967456
"23",0.5,4,"rake",4.0275700546449,-0.0639417239517859,0.00940605951242098,-0.562900647959559
"24",0.5,4,"strat",4.27813032988991,-0.0676820403742474,0.00566574308995946,-0.312340372714547
"25",0.5,4,"calib",3.44942433283876,-0.0547519988639645,0.0185957846002424,-1.1410463697657
"26",0.5,4,"lasso",4.21410500566391,-0.0663984045335101,0.00694937893069679,-0.37636569694055
"27",0.5,4,"logit",4.30901717320498,-0.0684251514571911,0.0049226320070157,-0.281453529399482
"28",0.5,4,"bart",4.02544533583601,-0.0631617541472324,0.0101860293169744,-0.565025366768451
"29",0.5,5,"none",4.21145762837988,-0.0666272572092383,0.00672052625496854,-0.379013074224582
"30",0.5,5,"rake",4.25518523281158,-0.0678453023860022,0.00550248107820464,-0.335285469792883
"31",0.5,5,"strat",4.39805836744988,-0.0699966536649807,0.00335112979922617,-0.192412335154581
"32",0.5,5,"calib",3.74223796675201,-0.0595410052918793,0.0138067781723275,-0.848232735852447
"33",0.5,5,"lasso",4.27157174522413,-0.0678703344063233,0.00547744905788358,-0.31889895738033
"34",0.5,5,"logit",4.5241394298409,-0.0722861982442019,0.00106158522000491,-0.0663312727635645
"35",0.5,5,"bart",4.34687620814799,-0.0690020075335459,0.00434577593066099,-0.243594494456473
"36",0.5,6,"none",4.22174597092729,-0.0666648027381619,0.00668298072604497,-0.368724731677168
"37",0.5,6,"rake",4.46708172679963,-0.0713724507914735,0.00197533267273331,-0.123388975804827
"38",0.5,6,"strat",4.55392182993524,-0.0725500061570148,0.000797777307192063,-0.0365488726692238
"39",0.5,6,"calib",3.06643177866345,-0.0481649830407735,0.0251828004234333,-1.52403892394101
"40",0.5,6,"lasso",4.22857024112595,-0.0668129518266974,0.00653483163750948,-0.361900461478506
"41",0.5,6,"logit",4.46615552191494,-0.0710571646568152,0.00229061880739165,-0.12431518068952
"42",0.5,6,"bart",4.73651506788265,-0.0755560056076226,-0.00220822214341579,0.146044365278195
"43",0.5,7,"none",4.20387601567117,-0.0663349353511271,0.00701284811307974,-0.386594686933288
"44",0.5,7,"rake",3.99402433624036,-0.0631220717673506,0.0102257116968562,-0.596446366364096
"45",0.5,7,"strat",4.0724254906105,-0.0641622893234878,0.00918549414071908,-0.518045211993956
"46",0.5,7,"calib",3.40803457257016,-0.0558980821773478,0.0174497012868591,-1.1824361300343
"47",0.5,7,"lasso",4.39637462029905,-0.0695898837907088,0.00375789967349807,-0.194096082305406
"48",0.5,7,"logit",4.11345663201057,-0.0650199238418584,0.0083278596223485,-0.47701407059389
"49",0.5,7,"bart",3.9224896010529,-0.0615267577004125,0.0118210257637944,-0.667981101551557
"50",0.5,8,"none",4.21169588030947,-0.0662936782615536,0.0070541052026533,-0.378774822294988
"51",0.5,8,"rake",4.26180934648465,-0.0676791198209694,0.00566866364323748,-0.328661356119809
"52",0.5,8,"strat",4.41910321124585,-0.069989625680849,0.00335815778335788,-0.171367491358609
"53",0.5,8,"calib",3.8136555431875,-0.0600846051880128,0.013263178276194,-0.776815159416959
"54",0.5,8,"lasso",4.33306910457592,-0.068749887238347,0.00459789622585985,-0.257401598028538
"55",0.5,8,"logit",4.65567638137688,-0.0742113788399103,-0.000863595375703435,0.0652056787724202
"56",0.5,8,"bart",4.14433239806014,-0.0651786074160591,0.00816917604814774,-0.446138304544324
