"","prop_sampled","sim_num","method","(Intercept)","age","age_sq"
"1",0.015,1,"none",0.589923805320058,0.304978179086008,0.151819051821582
"2",0.015,1,"rake",0.0103722854978883,0.00148781766926834,0.000187867913298729
"3",0.015,1,"strat",0.00635611031726294,0.000707898768196761,6.49465785120364e-05
"4",0.015,1,"calib",0.0782025044971055,0.0381910686261297,0.0212484702800854
"5",0.015,1,"lasso",0.366947349438326,0.171855508767914,0.0792192589977508
"6",0.015,1,"logit",0.937449467158689,0.459671744284078,0.182212200777467
"7",0.015,1,"bart",0.0383769256925606,0.00568935442477971,0.000640241507409653
"8",0.015,2,"none",0.947582168198308,0.613206188626372,0.377477314675927
"9",0.015,2,"rake",0.443528236359044,0.789993054430917,0.815897137496052
"10",0.015,2,"strat",0.601918325953446,0.318503147398193,0.15812486797842
"11",0.015,2,"calib",0.435104937622515,0.216534508298504,0.103694342346575
"12",0.015,2,"lasso",0.981222317330348,0.685865574758446,0.436740358630901
"13",0.015,2,"logit",0.00122117867711167,0.000390057787955751,0.000141245039114756
"14",0.015,2,"bart",0.627929174125098,0.361615583762241,0.210023607675298
"15",0.015,3,"none",0.328984858393774,0.660027045820047,0.98615214539813
"16",0.015,3,"rake",0.424152970227793,0.856244169032881,0.684085896985642
"17",0.015,3,"strat",0.24714490490858,0.527869192917597,0.863583315272109
"18",0.015,3,"calib",0.579133792026747,0.311563046594894,0.167887552150218
"19",0.015,3,"lasso",0.161998272438369,0.347830552498307,0.601093961592895
"20",0.015,3,"logit",0.293057507590359,0.538222219935945,0.824986801203121
"21",0.015,3,"bart",0.41365314405573,0.695923454452706,0.971223976715942
"22",0.015,4,"none",0.0947119645807007,0.0304549276800949,0.0107733167432689
"23",0.015,4,"rake",0.00187099756328416,5.79925881717571e-05,1.32430123496697e-06
"24",0.015,4,"strat",1.30808335379652e-06,6.27504976913309e-09,1.76320486705907e-11
"25",0.015,4,"calib",0.00229437283275893,0.000501497492455947,0.000137444755036548
"26",0.015,4,"lasso",0.0213337798703246,0.00387377552488677,0.000733115227052461
"27",0.015,4,"logit",0.0487193616405709,0.0110520379635456,0.00240343335829982
"28",0.015,4,"bart",6.58676365571065e-07,1.7188292540691e-09,2.60498726730335e-12
"29",0.015,5,"none",0.36017802241051,0.611818434592253,0.863329144384248
"30",0.015,5,"rake",0.412192868054759,0.679746380167352,0.949699764387582
"31",0.015,5,"strat",0.162976545211977,0.317579775336738,0.501832688073747
"32",0.015,5,"calib",0.105483443587396,0.0272659072443392,0.00732116989839914
"33",0.015,5,"lasso",0.44266113335367,0.728733961655526,0.992925534787161
"34",0.015,5,"logit",0.000418084754734026,1.09142885895613e-05,3.6599741763767e-07
"35",0.015,5,"bart",0.853111636347848,0.577307894361306,0.394927653442384
"36",0.015,6,"none",0.41150265207034,0.163319206665906,0.0590245785213895
"37",0.015,6,"rake",0.194573480822689,0.0403349296532615,0.00526757843978484
"38",0.015,6,"strat",0.327009202674767,0.123749741141005,0.0416356023185027
"39",0.015,6,"calib",0.0198874877826932,0.108075393221282,0.319196251487343
"40",0.015,6,"lasso",0.842653254208668,0.361888359016846,0.115753079485556
"41",0.015,6,"logit",0.215743387716298,0.55873681758078,0.971193271258464
"42",0.015,6,"bart",0.86430295940497,0.812965039021655,0.566681963632127
"43",0.015,7,"none",0.0246486388693603,0.10093020734994,0.259505369909896
"44",0.015,7,"rake",0.118907926761093,0.33556372198545,0.681415408264101
"45",0.015,7,"strat",0.283975774183001,0.675425508330955,0.878495584311887
"46",0.015,7,"calib",0.00419589988180964,0.000118054873888648,2.16825621331883e-06
"47",0.015,7,"lasso",0.0219776937973849,0.0912820610395241,0.239047510992836
"48",0.015,7,"logit",0.000395605183742631,0.00450423853613322,0.0288743143471518
"49",0.015,7,"bart",0.498609789127771,0.968233620507829,0.596538318009876
"50",0.015,8,"none",0.984037308544429,0.572530829776971,0.305971093755371
"51",0.015,8,"rake",0.518292144195899,0.178458710548787,0.0462623765624527
"52",0.015,8,"strat",0.0350302255465459,0.00367273907357576,0.00026722111652841
"53",0.015,8,"calib",0.0365316272978593,0.0813080399089479,0.140596020709823
"54",0.015,8,"lasso",0.798553901651729,0.815502001071606,0.515236671108395
"55",0.015,8,"logit",2.72790707631152e-16,5.87914715267022e-22,3.01287152548538e-28
"56",0.015,8,"bart",0.00475692286982668,0.000387741726241326,2.54415346729929e-05
"57",0.015,9,"none",0.138984369523006,0.39618252187722,0.750781129473675
"58",0.015,9,"rake",0.000136146519422554,0.00125251595686971,0.00727705985833473
"59",0.015,9,"strat",0.0492758118968785,0.185984941752278,0.447155345310592
"60",0.015,9,"calib",0.499160896894456,0.193433453082323,0.0700912374978082
"61",0.015,9,"lasso",0.0548858300501072,0.199452321082539,0.478117654041179
"62",0.015,9,"logit",0.16203673000333,0.284595639856325,0.393726990372025
"63",0.015,9,"bart",0.229650759556596,0.531158818035907,0.880576338874674
"64",0.015,10,"none",0.936350573688906,0.483913095059792,0.214041546671982
"65",0.015,10,"rake",0.82437330739848,0.527751932310732,0.141021573148898
"66",0.015,10,"strat",0.547413372165504,0.802345222888952,0.274260639565351
"67",0.015,10,"calib",0.107867546188743,0.0308103507050457,0.00841768519428783
"68",0.015,10,"lasso",0.844532359720633,0.410791050846262,0.162404264727558
"69",0.015,10,"logit",1.65021254947611e-08,2.44508710758536e-07,4.23170512544903e-06
"70",0.015,10,"bart",0.94217711116327,0.333169762674281,0.0630776764635085
"71",0.015,11,"none",0.00683666861938471,0.0010024131809432,0.000172844801238605
"72",0.015,11,"rake",0.234618460873488,0.0395217975575957,0.00436980333400376
"73",0.015,11,"strat",0.00118329637493173,0.000120393268008204,1.40759274158433e-05
"74",0.015,11,"calib",0.00622245065654099,0.00118603974286858,0.000289268946219643
"75",0.015,11,"lasso",0.00430333236017406,0.000432487189772706,4.83592310375685e-05
"76",0.015,11,"logit",5.24282090484206e-06,4.32774556804405e-06,5.16481088843172e-06
"77",0.015,11,"bart",0.551812966914424,0.291413809705283,0.158748478641995
"78",0.015,12,"none",0.164573077565024,0.0469671002397026,0.0130855829065338
"79",0.015,12,"rake",5.57799861639852e-07,4.01065063827891e-09,2.18728833871252e-11
"80",0.015,12,"strat",0.220504793432089,0.0692017330568102,0.0197281635344654
"81",0.015,12,"calib",0.561468370856414,0.83683065632384,0.938825182125268
"82",0.015,12,"lasso",0.160935292636803,0.0515361788464401,0.0162919522204459
"83",0.015,12,"logit",0.810440751797868,0.967546545417582,0.908645731954812
"84",0.015,12,"bart",0.268833384258928,0.496504326155771,0.749725777830245
"85",0.015,13,"none",0.10136372490503,0.0337307256278729,0.0119026712592015
"86",0.015,13,"rake",0.269704600266196,0.569273878878672,0.934815633081463
"87",0.015,13,"strat",0.110604984452966,0.0306701588457195,0.00806755711628547
"88",0.015,13,"calib",8.73589662199036e-05,2.67381228740172e-05,9.71133389925917e-06
"89",0.015,13,"lasso",0.526719278095076,0.247163948470446,0.105777483938575
"90",0.015,13,"logit",0.0673088087485582,0.0202920639513278,0.00863078151899031
"91",0.015,13,"bart",0.129855789067248,0.0433076179584866,0.0145245791240089
"92",0.015,14,"none",0.983207792513477,0.610428672307822,0.369738196093724
"93",0.015,14,"rake",0.0890398822035671,0.217115838298951,0.40522088075277
"94",0.015,14,"strat",0.572453534781519,0.928410365635985,0.767787599043623
"95",0.015,14,"calib",0.0068903623218833,0.00224545657921452,0.000967857991232849
"96",0.015,14,"lasso",0.221108832474873,0.420243050416352,0.649154178231168
"97",0.015,14,"logit",0.268242605776753,0.21446169177924,0.171437066855791
"98",0.015,14,"bart",0.0487376693798825,0.134327177340377,0.270873162275664
"99",0.015,15,"none",0.203207626488148,0.448309303254576,0.741126933590385
"100",0.015,15,"rake",0.0190469442042677,0.0738999882156171,0.203936184373668
"101",0.015,15,"strat",0.00873060522145148,0.000549671114801612,2.15233569464109e-05
"102",0.015,15,"calib",0.822308339328103,0.347878679907543,0.129531208848267
"103",0.015,15,"lasso",0.26356033532519,0.53543368642618,0.839909470183507
"104",0.015,15,"logit",1.54334943592759e-05,3.9672746725274e-05,8.25516222699561e-05
"105",0.015,15,"bart",0.193339048511865,0.493382539232011,0.925832750998221
"106",0.015,16,"none",0.762021619673321,0.822471593512211,0.502053652977853
"107",0.015,16,"rake",0.00017640857864752,0.0019611014977185,0.0138343145223506
"108",0.015,16,"strat",0.00914861738484366,0.052056406781991,0.192149712365341
"109",0.015,16,"calib",0.00846156194405442,0.00175049204345164,0.000455860521092394
"110",0.015,16,"lasso",0.278759922518524,0.646790971163727,0.895737029426923
"111",0.015,16,"logit",1.22729705015995e-06,1.27193051622965e-07,4.97115665782019e-08
"112",0.015,16,"bart",0.00164414114750176,0.0106674345641217,0.046719150678703
"113",0.015,17,"none",0.0882566407506847,0.0330780292368285,0.0137433670396157
"114",0.015,17,"rake",0.769779445115105,0.720126615243355,0.335734600245303
"115",0.015,17,"strat",0.0623691140101547,0.0176405066478587,0.00523907279765897
"116",0.015,17,"calib",0.044098044978965,0.0165917436996152,0.00654707226485718
"117",0.015,17,"lasso",0.0857747163111308,0.0287498107833099,0.0100754914888441
"118",0.015,17,"logit",0.0375442342771574,0.00774633802051898,0.00134736732252567
"119",0.015,17,"bart",0.146793693284683,0.0858320134198159,0.0570006485713717
"120",0.015,18,"none",0.81246297173769,0.440365449614048,0.226318880556641
"121",0.015,18,"rake",0.370767302567893,0.744809403778026,0.85066897217676
"122",0.015,18,"strat",0.431405301543108,0.793376765874285,0.844362215265974
"123",0.015,18,"calib",0.168767334350813,0.0815134937786936,0.0437963358470005
"124",0.015,18,"lasso",0.973979587763235,0.595445583778922,0.314304182471341
"125",0.015,18,"logit",0.0286722030566136,0.136150667042594,0.420783906548663
"126",0.015,18,"bart",0.14266175413786,0.348003693802171,0.625071780766163
"127",0.015,19,"none",0.514971612053998,0.884209043653404,0.782085886087484
"128",0.015,19,"rake",0.966043218048363,0.508698052374902,0.221028725250856
"129",0.015,19,"strat",0.315478009994847,0.604171946589256,0.915551329097366
"130",0.015,19,"calib",0.00168076780670653,0.00911019446753384,0.0276423268312249
"131",0.015,19,"lasso",0.447629440269666,0.960705198279468,0.548839535126285
"132",0.015,19,"logit",0.287698782681959,0.08143808324761,0.0217409483467929
"133",0.015,19,"bart",0.0359127651614747,0.0922563212689714,0.177968565184145
"134",0.015,20,"none",0.0578199987706968,0.153657909765596,0.299005119055201
"135",0.015,20,"rake",0.219654278830018,0.467488331428937,0.770038249548819
"136",0.015,20,"strat",0.0792587545066207,0.188476693126209,0.34690452213891
"137",0.015,20,"calib",0.694069253402353,0.907730697157209,0.568824204780134
"138",0.015,20,"lasso",0.0327287114098785,0.0994191625170301,0.214413634335384
"139",0.015,20,"logit",3.91038713862391e-13,3.48744296675015e-09,3.57197086517793e-06
"140",0.015,20,"bart",0.122333063390104,0.251867840230142,0.418391784954649
"141",0.015,21,"none",0.0115609503457332,0.0408971698552654,0.0983649023935702
"142",0.015,21,"rake",3.4546717827831e-10,2.31749534375761e-09,8.525715029033e-09
"143",0.015,21,"strat",2.44805230054308e-13,9.38840614665052e-13,1.95321070135977e-12
"144",0.015,21,"calib",0.0860579917793032,0.291440658041134,0.583440747794427
"145",0.015,21,"lasso",0.00580650273859982,0.0267442982645014,0.0779858634314798
"146",0.015,21,"logit",0.00166680600315314,0.0191982975431009,0.0857859307201054
"147",0.015,21,"bart",1.67507196190966e-14,1.14032507775972e-13,4.0771546537802e-13
"148",0.015,22,"none",0.0511590484569873,0.167063080432589,0.36379550817002
