"","prop_sampled","sim_num","method","(Intercept)","age","age_sq","Error age","Error age squared","Error Intercept"
"1",0.037,1,"none",1.83120167816531,0.0149256760836707,-0.000698262308921445,0.00806258253933984,-5.15193109822609e-05,-0.308704835779464
"2",0.037,1,"rake",5.70992838202789,-0.117348120659746,0.000404406864489427,-0.124211214204077,0.00105114986242861,3.57002186808311
"3",0.037,1,"strat",6.44717258288541,-0.139364286147722,0.00057064516294238,-0.146227379692053,0.00121738816088156,4.30726606894064
"4",0.037,1,"calib",-1.73847757031667,0.132987000093781,-0.00171947888646791,0.12612390654945,-0.00107273588852872,-3.87838408426144
"5",0.037,1,"lasso",3.47906139575692,-0.0408796118814431,-0.000234214932529531,-0.0477427054257739,0.000412528065409653,1.33915488181214
"6",0.037,1,"logit",6.69825477705779,-0.146342602237927,0.000616199636505505,-0.153205695782258,0.00126294263444469,4.55834826311301
"7",0.037,1,"bart",5.81674235062472,-0.117705632721671,0.000393317609215677,-0.124568726266002,0.00104006060715486,3.67683583667995
"8",0.037,2,"none",-0.433624309339184,0.0940707799680576,-0.00136009562894858,0.0872076864237268,-0.000713352631009395,-2.57353082328396
"9",0.037,2,"rake",-0.0713545395579179,0.0784145700906761,-0.00121004688788743,0.0715514765463453,-0.000563303889948242,-2.2112610535027
"10",0.037,2,"strat",0.11837920157025,0.0763688295910893,-0.00121762543384995,0.0695057360467584,-0.000570882435910764,-2.02152731237453
"11",0.037,2,"calib",-1.71208191114205,0.127311304561188,-0.00147464539006435,0.120448211016857,-0.000827902392125165,-3.85198842508683
"12",0.037,2,"lasso",0.233946865080456,0.0724612611572182,-0.00120139999661844,0.0655981676128873,-0.000554656998679251,-1.90595964886432
"13",0.037,2,"logit",-1.30559121927856,0.119180948939682,-0.00153823620363473,0.112317855395351,-0.000891493205695544,-3.44549773322334
"14",0.037,2,"bart",-0.692329475267239,0.102965651691783,-0.00143028276466691,0.0961025581474525,-0.000783539766727726,-2.83223598921202
"15",0.037,3,"none",-0.761113085830434,0.104596924893976,-0.00145577088378524,0.0977338313496451,-0.000809027885846055,-2.90101959977521
"16",0.037,3,"rake",-1.44434156281302,0.126798334901119,-0.00164011685673669,0.119935241356788,-0.00099337385879751,-3.5842480767578
"17",0.037,3,"strat",-2.23235311828109,0.151924439656667,-0.00182597661830014,0.145061346112336,-0.00117923362036096,-4.37225963222587
"18",0.037,3,"calib",-2.95893795476229,0.173570477581364,-0.00193267106067891,0.166707384037033,-0.00128592806273972,-5.09884446870707
"19",0.037,3,"lasso",-0.187647047281122,0.085621066321224,-0.00130181232600934,0.0787579727768932,-0.000655069328070158,-2.3275535612259
"20",0.037,3,"logit",-2.86565078846067,0.188360672953797,-0.00224775623054309,0.181497579409466,-0.0016010132326039,-5.00555730240545
"21",0.037,3,"bart",-1.33679523527035,0.123939926257151,-0.00160373651110432,0.11707683271282,-0.000956993513165138,-3.47670174921513
"22",0.037,4,"none",4.10886867305721,-0.055395679598672,-0.000157355885138853,-0.0622587731430029,0.000489387112800332,1.96896215911243
"23",0.037,4,"rake",5.16468222968855,-0.092085810174892,0.000148860290359122,-0.0989489037192229,0.000795603288298306,3.02477571574378
"24",0.037,4,"strat",4.64678974947958,-0.0717460193511655,-3.29870476447131e-05,-0.0786091128954963,0.000613755950294471,2.5068832355348
"25",0.037,4,"calib",-4.617182047283,0.251513244506549,-0.00279907445371401,0.244650150962218,-0.00215233145577483,-6.75708856122778
"26",0.037,4,"lasso",4.59664482552548,-0.0727734516652821,-1.72574237704769e-05,-0.079636545209613,0.000629485574168707,2.4567383115807
"27",0.037,4,"logit",5.08054044455101,-0.0856167296183721,7.15189256376391e-05,-0.0924798231627029,0.000718261923576823,2.94063393060623
"28",0.037,4,"bart",4.91870320230835,-0.0799079216661146,3.05134000793535e-05,-0.0867710152104455,0.000677256398018538,2.77879668836358
"29",0.037,5,"none",-1.65375935957213,0.139198988911769,-0.00175542088974699,0.132335895367438,-0.00110867789180781,-3.79366587351691
"30",0.037,5,"rake",-1.75221734800851,0.139570096876681,-0.00174309746515809,0.13270700333235,-0.0010963544672189,-3.89212386195329
"31",0.037,5,"strat",-1.13097978744486,0.122172829104,-0.00161700242842072,0.115309735559669,-0.000970259430481533,-3.27088630138964
"32",0.037,5,"calib",0.964793500171886,0.0453648888487507,-0.000966224262784593,0.0385017953044198,-0.000319481264845408,-1.17511301377289
"33",0.037,5,"lasso",-1.51717591908311,0.131849904645438,-0.00166741721800635,0.124986811101108,-0.00102067422006717,-3.65708243302789
"34",0.037,5,"logit",1.06799120256286,0.0503204961421584,-0.0010426328846604,0.0434574025978276,-0.000395889886721215,-1.07191531138192
"35",0.037,5,"bart",-1.46825602863562,0.135447371172622,-0.00173651524993954,0.128584277628292,-0.00108977225200036,-3.60816254258039
"36",0.037,6,"none",-1.07605078756425,0.112980866187917,-0.0014997578535986,0.106117772643587,-0.000853014855659416,-3.21595730150903
"37",0.037,6,"rake",-0.201663876585174,0.0840974023924765,-0.00127245922029749,0.0772343088481457,-0.000625716222358308,-2.34157039052995
"38",0.037,6,"strat",0.437295441888376,0.0617948888584948,-0.00107400027436488,0.0549317953141639,-0.000427257276425693,-1.7026110720564
"39",0.037,6,"calib",1.90284484579907,-0.00446743046763062,-0.000355652704254242,-0.0113305240119615,0.000291090293684942,-0.237061668145704
