"","prop_sampled","sim_num","method","(Intercept)","age","age_sq","Error age","Error age squared","Error Intercept"
"1",0.015,1,"none",-0.725242479071038,0.0949963495002445,-0.0013045700078284,0.0881332559559137,-0.00065782700988922,-2.86514899301581
"2",0.015,1,"rake",1.33814557105701,0.015576316496519,-0.000595199642721481,0.00871322295218814,5.15433552177033e-05,-0.80176094288777
"3",0.015,1,"strat",1.70771166809119,0.0114136411333902,-0.000604495283230264,0.00455054758905938,4.22477147089203e-05,-0.432194845853584
"4",0.015,1,"calib",-0.997239325815812,0.086769555934906,-0.00113214116771269,0.0799064623905752,-0.000485398169773506,-3.13714583976059
"5",0.015,1,"lasso",-0.950901860042211,0.102959847121336,-0.00137219072370778,0.0960967535770051,-0.000725447725768592,-3.09080837398699
"6",0.015,1,"logit",3.22416549771056,-0.0334711695871642,-0.000269528024159985,-0.0403342631314951,0.0003772149737792,1.08425898376578
"7",0.015,1,"bart",0.668587886441201,0.0502638614761526,-0.000949326384220721,0.0434007679318217,-0.000302583386281537,-1.47131862750358
"8",0.015,2,"none",-0.526748822372219,0.0795180028384878,-0.0011095388835816,0.072654909294157,-0.000462795885642418,-2.666655336317
"9",0.015,2,"rake",1.94177705824711,-0.00730329702899117,-0.000375187714271008,-0.014166390573322,0.000271555283668176,-0.198129455697665
"10",0.015,2,"strat",1.9262765666544,-0.00518819933801515,-0.000391489462950211,-0.012051292882346,0.000255253534988973,-0.213629947290378
"11",0.015,2,"calib",-2.965791489752,0.148623120023209,-0.00162017759313329,0.141760026478878,-0.000973434595194105,-5.10569800369678
"12",0.015,2,"lasso",0.599183887765898,0.0396255957628371,-0.000760807676391254,0.0327625022185062,-0.00011406467845207,-1.54072262617888
"13",0.015,2,"logit",2.16161639441598,-0.0102263148023282,-0.00039157347444932,-0.0170894083466591,0.000255169523489864,0.0217098804712039
"14",0.015,2,"bart",-0.633589482019608,0.0777459551913348,-0.00106241631626718,0.0708828616470039,-0.000415673318327992,-2.77349599596438
"15",0.015,3,"none",0.460938654564362,0.0663692797995446,-0.00115946951613722,0.0595061862552137,-0.000512726518198034,-1.67896785938042
"16",0.015,3,"rake",-1.01287320976688,0.111917330281625,-0.00151034243449682,0.105054236737294,-0.000863599436557637,-3.15277972371166
"17",0.015,3,"strat",-2.13237905199636,0.147875535465135,-0.00178932492932622,0.141012441920804,-0.00114258193138703,-4.27228556594114
"18",0.015,3,"calib",8.95998496597205,-0.224297579743043,0.00129551407267487,-0.231160673287374,0.00194225707061405,6.82007845202727
"19",0.015,3,"lasso",-0.741253201856111,0.107399750035944,-0.00150512783477437,0.100536656491613,-0.000858384836835189,-2.88115971580089
"20",0.015,3,"logit",-0.429602923476431,0.0919294041452952,-0.00133847921691507,0.0850663106009644,-0.000691736218975881,-2.56950943742121
"21",0.015,3,"bart",-0.937351308265657,0.11581893576067,-0.00158650744059564,0.10895584221634,-0.00093976444265646,-3.07725782221043
"22",0.015,4,"none",5.28661142207477,-0.092207585393599,0.000133893300292674,-0.0990706789379299,0.000780636298231859,3.14670490812999
"23",0.015,4,"rake",9.20195288279624,-0.221014236258565,0.0011691038476443,-0.227877329802896,0.00181584684558349,7.06204636885146
"24",0.015,4,"strat",8.31191541330601,-0.195852242871108,0.000999764771477163,-0.202715336415439,0.00164650776941635,6.17200889936123
"25",0.015,4,"calib",3.86972851173828,-0.058138866818901,-9.50303480371279e-05,-0.0650019603632318,0.000551712649902056,1.72982199779351
"26",0.015,4,"lasso",5.37053119642477,-0.0963336378928067,0.000175545036412141,-0.103196731437138,0.000822288034351326,3.23062468248
"27",0.015,4,"logit",9.60859515661239,-0.230123448752297,0.00121610618308875,-0.236986542296628,0.00186284918102794,7.46868864266761
"28",0.015,4,"bart",9.1525619858409,-0.215530137797592,0.00111615815138849,-0.222393231341923,0.00176290114932768,7.01265547189612
"29",0.015,5,"none",1.69673927932594,0.0151680730014117,-0.000646554710590452,0.00830497945708087,1.88287348732298e-07,-0.443167234618836
"30",0.015,5,"rake",1.41152480099495,0.0216403411515381,-0.000675282475868741,0.0147772476072073,-2.85394779295563e-05,-0.728381712949823
"31",0.015,5,"strat",0.351195903602583,0.0607491656152901,-0.00101614977449396,0.0538860720709593,-0.000369406776554774,-1.78871061034219
"32",0.015,5,"calib",-0.741075024248618,0.107005731731227,-0.00148145952757662,0.100142638186896,-0.000834716529637433,-2.88098153819339
"33",0.015,5,"lasso",1.26038971316963,0.0272294412673844,-0.000721501398377362,0.0203663477230535,-7.47584004381776e-05,-0.879516800775144
"34",0.015,5,"logit",6.45949162185062,-0.141163117199223,0.000611102414799946,-0.148026210743554,0.00125784541273913,4.31958510790584
"35",0.015,5,"bart",0.0774281482218509,0.0700205330819155,-0.00109259219296705,0.0631574395375847,-0.000445849195027867,-2.06247836572293
"36",0.015,6,"none",0.116995513478993,0.0735794914805364,-0.00117046677303297,0.0667163979362055,-0.000523723775093788,-2.02291100046578
"37",0.015,6,"rake",3.06105908748408,-0.0289386904747079,-0.000302539919284163,-0.0358017840190388,0.000344203078655022,0.9211525735393
"38",0.015,6,"strat",2.18887437852371,0.00650304022777205,-0.000638422703994097,-0.000360053316558796,8.32029394508737e-06,0.0489678645789349
"39",0.015,6,"calib",7.08691446049671,-0.15387679237561,0.00067447085821383,-0.160739885919941,0.00132121385615301,4.94700794655193
"40",0.015,6,"lasso",-0.753025485416638,0.110404250004463,-0.00154937933459786,0.103541156460132,-0.000902636336658673,-2.89293199936141
