"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.324,1,"none",4.22958492878461,-0.0666264135757347,0.00672136988847215,-0.360885773819853
"2",0.324,1,"rake",4.39059216151296,-0.0700838239657529,0.003263959498454,-0.199878541091503
"3",0.324,1,"strat",4.65135047848303,-0.0740139622444113,-0.000666178780204418,0.0608797758785684
"4",0.324,1,"calib",3.75220851096538,-0.0591311357384859,0.0142166477257209,-0.838262191639082
"5",0.324,1,"lasso",4.29560173006668,-0.067711943574034,0.00563583989017284,-0.294868972537778
"6",0.324,1,"logit",4.69468383187713,-0.0750484423075941,-0.00170065884338727,0.104213129272667
"7",0.324,1,"bart",4.27111225806846,-0.0673453605503423,0.0060024229138646,-0.319358444536001
"8",0.324,2,"none",4.13732172847393,-0.0650198708779491,0.00832791258625772,-0.453148974130533
"9",0.324,2,"rake",4.48433162288402,-0.0715656045034981,0.00178217896070873,-0.106139079720442
"10",0.324,2,"strat",4.43087880052665,-0.0702147300318585,0.00313305343234839,-0.159591902077812
"11",0.324,2,"calib",3.68602645972169,-0.0582491621323265,0.0150986213318803,-0.904444242882771
"12",0.324,2,"lasso",4.15651238409095,-0.0654963348397257,0.00785144862448117,-0.433958318513515
"13",0.324,2,"logit",4.34479087100756,-0.0689700034316702,0.00437778003253669,-0.245679831596902
"14",0.324,2,"bart",4.57692142271371,-0.0726181849464991,0.00072959851770775,-0.0135492798907464
"15",0.324,3,"none",4.08299616412437,-0.0641794495525447,0.00916833391166214,-0.507474538480086
"16",0.324,3,"rake",4.44776892417162,-0.0710523326548483,0.00229545080935856,-0.142701778432843
"17",0.324,3,"strat",4.60595493492596,-0.0733148825310021,3.29009332047242e-05,0.0154842323214988
"18",0.324,3,"calib",3.58525411238156,-0.0568641898129376,0.0164835936512693,-1.0052165902229
"19",0.324,3,"lasso",4.2741159321084,-0.0672618999118712,0.00608588355233565,-0.31635477049606
"20",0.324,3,"logit",4.56502764682928,-0.0729621842408033,0.000385599223403546,-0.0254430557751801
"21",0.324,3,"bart",4.68956813562603,-0.0747485744924163,-0.00140079102820946,0.0990974330215746
"22",0.324,4,"none",4.05905726552427,-0.0636827472035618,0.00966503626064505,-0.531413437080191
"23",0.324,4,"rake",4.47885314766511,-0.0715550682206178,0.00179271524358908,-0.111617554939349
"24",0.324,4,"strat",4.50215584096056,-0.0716336840037296,0.00171409946047728,-0.0883148616439033
"25",0.324,4,"calib",3.57635024903799,-0.0559861681914594,0.0173616152727475,-1.01412045356647
"26",0.324,4,"lasso",4.14263212647246,-0.0650828643311375,0.00826491913306933,-0.447838576131999
"27",0.324,4,"logit",4.34541456549954,-0.0689898636963393,0.00435791976786756,-0.24505613710492
"28",0.324,4,"bart",4.43791959136507,-0.0703020335815827,0.00304574988262415,-0.152551111239389
