"","prop_sampled","sim_num","method","(Intercept)","age"
"117",0.057,17,"lasso",3.80622349252438e-70,4.78118288535271e-61
"118",0.057,17,"logit",4.13766187301045e-75,8.18310489446197e-79
"119",0.057,17,"bart",1.27637135163368e-73,2.49096463339495e-73
"120",0.057,18,"none",1.93072791001708e-54,7.07051926034287e-46
"121",0.057,18,"rake",5.01397382248515e-71,6.20370784887427e-71
"122",0.057,18,"strat",3.20817983653495e-54,1.04092122858331e-49
"123",0.057,18,"calib",3.65548932107433e-131,2.86609002478563e-108
"124",0.057,18,"lasso",1.44079042077442e-58,4.55058021656816e-54
"125",0.057,18,"logit",1.24948403757395e-86,1.790589419015e-86
"126",0.057,18,"bart",1.22126885831616e-46,2.10446216677946e-41
"127",0.057,19,"none",8.8410212567892e-62,5.90283022765637e-52
"128",0.057,19,"rake",1.94863154325106e-71,7.77298103849508e-71
"129",0.057,19,"strat",7.47579147445017e-85,1.39278482581022e-82
"130",0.057,19,"calib",4.33501027327557e-76,3.63338588964637e-76
"131",0.057,19,"lasso",2.46135286602709e-55,1.02002283251521e-47
"132",0.057,19,"logit",1.30541364285984e-88,1.67028952427285e-87
"133",0.057,19,"bart",4.80688323091011e-78,1.27138508786667e-76
"134",0.057,20,"none",3.19209988483561e-53,1.84331093991423e-43
"135",0.057,20,"rake",1.51418775013247e-56,9.32760734186765e-53
"136",0.057,20,"strat",2.46016399622692e-49,1.95378149625198e-43
"137",0.057,20,"calib",9.66871695912799e-26,1.36577911641522e-22
"138",0.057,20,"lasso",2.94303240943798e-55,3.12592174342446e-46
"139",0.057,20,"logit",8.88008615231983e-60,8.99196452199637e-56
"140",0.057,20,"bart",2.43081805005581e-46,3.88190227859777e-39
"141",0.057,21,"none",9.63000060083574e-59,6.88175799597006e-50
"142",0.057,21,"rake",6.48981839959306e-69,3.18312254804561e-67
"143",0.057,21,"strat",4.09226485313765e-59,8.57928451179218e-54
"144",0.057,21,"calib",1.32097895340391e-58,3.18428409687862e-54
"145",0.057,21,"lasso",1.00387862862157e-54,3.55974809076537e-48
"146",0.057,21,"logit",5.34708360222825e-113,2.44346073302758e-118
"147",0.057,21,"bart",8.03566311102216e-57,2.79481493686755e-53
"148",0.057,22,"none",4.8346727032099e-53,2.00048669562817e-43
"149",0.057,22,"rake",1.8697539328185e-86,4.31250020781547e-85
"150",0.057,22,"strat",2.17162052039865e-63,3.88886372580699e-57
"151",0.057,22,"calib",1.6986752310372e-111,4.68754673338222e-113
"152",0.057,22,"lasso",2.23612929770819e-63,3.65347214888842e-55
"153",0.057,22,"logit",4.00451725676426e-179,6.33340483420561e-189
"154",0.057,22,"bart",4.51279476312568e-50,1.64618902929117e-41
"155",0.057,23,"none",2.56291129360425e-60,2.34700270638597e-50
"156",0.057,23,"rake",1.42811024707932e-83,1.77972410256561e-81
"157",0.057,23,"strat",4.37539961627187e-89,1.42085203989601e-87
"158",0.057,23,"calib",7.3814730244815e-65,1.02958215246301e-57
"159",0.057,23,"lasso",2.24684807514809e-67,5.16551118187621e-61
"160",0.057,23,"logit",7.12928497109438e-72,2.97434552285972e-72
"161",0.057,23,"bart",9.35028636648084e-86,1.87847128855665e-82
"162",0.057,24,"none",2.14685975631809e-64,5.4829181668978e-54
"163",0.057,24,"rake",1.44244878423653e-106,5.24347857927615e-107
"164",0.057,24,"strat",1.3521179611709e-70,3.47563547527338e-64
"165",0.057,24,"calib",2.32369896502963e-116,8.16733061489152e-93
"166",0.057,24,"lasso",1.40269396562845e-87,7.98771551638961e-81
"167",0.057,24,"logit",2.50506838281459e-144,6.31832102215704e-152
"168",0.057,24,"bart",1.93825722098239e-53,6.97809640697451e-46
"169",0.057,25,"none",2.94687399418595e-64,3.57271410263481e-54
"170",0.057,25,"rake",2.10493707344711e-117,8.29641747001535e-120
"171",0.057,25,"strat",5.11375641184808e-106,4.52374064903944e-105
"172",0.057,25,"calib",6.33130405215445e-79,3.29303998857702e-81
"173",0.057,25,"lasso",3.84103130876078e-74,3.1801247578315e-64
"174",0.057,25,"logit",2.4460974414392e-141,4.73879043838542e-146
"175",0.057,25,"bart",3.53227331719294e-99,9.96576515818137e-97
"176",0.057,26,"none",7.3349082024766e-62,3.85037564046262e-53
"177",0.057,26,"rake",1.17765532293103e-102,5.19639882480186e-105
"178",0.057,26,"strat",1.51612278751805e-111,6.72207686503446e-114
"179",0.057,26,"calib",2.2014059921109e-176,1.31065097777915e-152
"180",0.057,26,"lasso",8.16425977978464e-62,1.33899861627879e-54
"181",0.057,26,"logit",1.08701232507807e-228,1.32867662787484e-272
"182",0.057,26,"bart",2.43798346521494e-123,4.54639263171925e-126
"183",0.057,27,"none",2.78625431816425e-57,5.94985684888856e-48
"184",0.057,27,"rake",1.00164867708817e-88,1.50563786596134e-89
"185",0.057,27,"strat",2.37781266196566e-98,1.37190502388357e-97
"186",0.057,27,"calib",1.05474249707895e-104,2.64820122659307e-82
"187",0.057,27,"lasso",1.93635135270572e-81,8.80480557051537e-75
"188",0.057,27,"logit",3.49830097941749e-75,1.59496405449927e-75
"189",0.057,27,"bart",2.06048422415947e-91,5.08998690174128e-91
"190",0.057,28,"none",1.93615312072001e-59,3.13547222762219e-50
"191",0.057,28,"rake",4.36705579196593e-58,5.04335465598554e-55
"192",0.057,28,"strat",7.71352731100685e-54,2.05112382014995e-47
"193",0.057,28,"calib",1.45417606012681e-63,5.31770464026116e-65
"194",0.057,28,"lasso",6.86163769804524e-64,2.13018164686799e-54
"195",0.057,28,"logit",1.11135489782719e-83,3.10772846379979e-84
"196",0.057,28,"bart",7.68372829326705e-44,1.52388533917793e-35
"197",0.057,29,"none",3.11326215990574e-59,7.63106860500369e-50
"198",0.057,29,"rake",8.08524021168752e-83,8.57786293883218e-84
"199",0.057,29,"strat",1.32341183362948e-87,1.29528616823357e-86
"200",0.057,29,"calib",8.3416948944006e-62,4.63901188895894e-57
"201",0.057,29,"lasso",1.62743811682197e-70,3.28634934270902e-61
"202",0.057,29,"logit",4.28043215768296e-148,2.91580789402951e-157
"203",0.057,29,"bart",1.75791329373766e-84,1.38933205025476e-83
"204",0.057,30,"none",1.29503237639771e-51,4.3243419531539e-43
"205",0.057,30,"rake",1.61912735116243e-79,1.58345081014086e-77
"206",0.057,30,"strat",5.08860481209595e-57,2.77887518475285e-51
"207",0.057,30,"calib",4.25088304147092e-81,4.76475206428445e-81
"208",0.057,30,"lasso",1.41178085116337e-59,7.42635704312204e-53
"209",0.057,30,"logit",2.7670030822e-118,6.54615700327336e-122
"210",0.057,30,"bart",4.27111841560673e-49,1.17596587954368e-42
"211",0.057,31,"none",1.86999454918535e-51,1.24066078866455e-43
"212",0.057,31,"rake",1.09028012274119e-81,6.19558707495551e-83
"213",0.057,31,"strat",2.49613619644915e-57,1.85990523356773e-52
"214",0.057,31,"calib",2.35050810521344e-76,2.54331696506422e-77
"215",0.057,31,"lasso",2.13891288981503e-85,3.84121391656025e-84
"216",0.057,31,"logit",1.8784966663738e-120,1.5097962308483e-131
"217",0.057,31,"bart",9.50318605161241e-80,2.66661656492986e-78
"218",0.057,32,"none",3.2365841305057e-60,9.23569501442108e-50
"219",0.057,32,"rake",1.12647452518831e-76,1.57019660753791e-72
"220",0.057,32,"strat",1.60951271298983e-55,7.8429470715476e-48
"221",0.057,32,"calib",2.54663489227762e-62,4.52503765307662e-55
"222",0.057,32,"lasso",2.37488772071144e-59,9.61320721309619e-51
"223",0.057,32,"logit",5.05706732186887e-119,1.16621145702179e-105
"224",0.057,32,"bart",1.64080133228894e-75,1.44213530714638e-69
"225",0.057,33,"none",1.45160262119967e-45,2.98917470602299e-37
"226",0.057,33,"rake",3.67809569294587e-100,5.0410030351748e-101
"227",0.057,33,"strat",4.93819149588044e-38,4.89980192621293e-33
"228",0.057,33,"calib",1.73912138943247e-69,1.13548284790698e-68
"229",0.057,33,"lasso",1.15713738760391e-50,9.48059717202633e-43
"230",0.057,33,"logit",5.25185987529354e-265,6.41010310161966e-313
"231",0.057,33,"bart",8.33422342839725e-83,1.43057435268733e-81
"232",0.057,34,"none",5.61631007469184e-55,3.03309953833972e-47
"233",0.057,34,"rake",7.27753709824245e-108,1.77139882977169e-113
"234",0.057,34,"strat",3.68463881670023e-110,6.72385297241615e-114
"235",0.057,34,"calib",1.57839589007364e-128,7.4537283674995e-137
"236",0.057,34,"lasso",1.39635814985274e-80,1.20355875383193e-74
"237",0.057,34,"logit",3.69296478734964e-141,1.22327800880407e-155
"238",0.057,34,"bart",2.84083877552272e-116,3.97046796614543e-121
"239",0.057,35,"none",1.80043854448911e-49,8.23988355133785e-41
"240",0.057,35,"rake",1.38161319019891e-70,8.44931186346545e-72
"241",0.057,35,"strat",4.56123574765644e-61,1.83593738358338e-55
"242",0.057,35,"calib",2.3742238006389e-87,3.78951229236232e-84
"243",0.057,35,"lasso",7.16824417718492e-59,1.65842057067829e-50
"244",0.057,35,"logit",1.9863377010722e-121,8.90277086464181e-133
"245",0.057,35,"bart",3.4034307330565e-40,5.95212233956771e-34
"246",0.057,36,"none",1.54508684490354e-48,4.37671916374921e-40
"247",0.057,36,"rake",5.14456605874999e-85,1.97420210924034e-84
"248",0.057,36,"strat",1.36696439243957e-93,2.09655841685436e-91
"249",0.057,36,"calib",7.13108949220255e-70,1.56188685248026e-64
"250",0.057,36,"lasso",3.75996660505312e-49,5.95972373087439e-43
"251",0.057,36,"logit",6.0960554659082e-150,1.69949217047097e-168
"252",0.057,36,"bart",2.37445885292667e-83,3.81924297340449e-81
"253",0.057,37,"none",1.03496120543409e-52,5.7640601894961e-44
"254",0.057,37,"rake",8.95033864723962e-74,1.98845131911477e-73
"255",0.057,37,"strat",2.01343467781394e-58,9.6718586149223e-53
"256",0.057,37,"calib",2.71438096365477e-46,4.7913189202846e-46
"257",0.057,37,"lasso",8.30856808051673e-59,1.29192455711141e-51
"258",0.057,37,"logit",1.01631746142056e-80,3.50298586061563e-80
"259",0.057,37,"bart",1.54401806720118e-44,3.14666622417036e-38
"260",0.057,38,"none",4.65513454590558e-51,3.53203677293611e-42
"261",0.057,38,"rake",1.94632753366136e-68,1.09161744627314e-67
"262",0.057,38,"strat",9.36700089935607e-70,1.61166253440898e-67
"263",0.057,38,"calib",1.05903233300166e-50,9.61779136532651e-48
"264",0.057,38,"lasso",1.86907632288296e-62,3.59518336111579e-55
"265",0.057,38,"logit",3.69363097463332e-78,9.71064234168873e-77
"266",0.057,38,"bart",7.33637563533459e-64,5.65352906496718e-61
"267",0.057,39,"none",4.59654303080399e-63,9.7415247456609e-54
"268",0.057,39,"rake",1.2127107735412e-93,4.34131972576795e-96
"269",0.057,39,"strat",2.81198538974044e-65,3.55513871397133e-60
"270",0.057,39,"calib",6.46778641703941e-54,2.52273583842972e-50
"271",0.057,39,"lasso",5.26990953583862e-70,6.90808238328403e-64
"272",0.057,39,"logit",1.91664165194318e-63,5.58096114008033e-72
"273",0.057,39,"bart",3.68550806716026e-93,2.05286133731545e-92
"274",0.057,40,"none",1.40451075954641e-58,2.71221618292657e-49
"275",0.057,40,"rake",1.14853111419603e-86,1.23967646929145e-85
"276",0.057,40,"strat",9.09407479462656e-62,6.86798299645074e-56
"277",0.057,40,"calib",5.1397960393726e-36,4.48646051371783e-27
"278",0.057,40,"lasso",1.94914331632274e-80,6.90432587342342e-73
"279",0.057,40,"logit",6.68213297786974e-89,5.73224220820164e-90
"280",0.057,40,"bart",9.06467558117493e-49,1.04264850702187e-42
"281",0.057,41,"none",1.00841599190055e-51,4.16980511689327e-43
"282",0.057,41,"rake",3.33527038865942e-68,6.18089416333595e-66
"283",0.057,41,"strat",1.74609874893448e-55,9.89741228281343e-50
"284",0.057,41,"calib",8.60333776100782e-82,3.34620560647063e-80
"285",0.057,41,"lasso",8.61382865409894e-63,3.9007484439222e-57
"286",0.057,41,"logit",5.68753623321792e-144,3.97630864988504e-170
"287",0.057,41,"bart",2.28245167695787e-65,7.63383927719666e-63
"288",0.057,42,"none",2.14524501868421e-52,1.28430530074805e-43
"289",0.057,42,"rake",1.56427365087638e-54,6.80947714026989e-52
"290",0.057,42,"strat",7.25626533274379e-62,9.10503506272453e-59
"291",0.057,42,"calib",4.15313244671266e-90,3.38808791337133e-88
"292",0.057,42,"lasso",3.8402936809448e-64,5.2647904718278e-55
"293",0.057,42,"logit",2.72610605195513e-41,5.81105870690377e-39
"294",0.057,42,"bart",2.88075389114434e-60,2.48477070352867e-57
"295",0.057,43,"none",2.76575437605183e-45,9.54298971557828e-38
"296",0.057,43,"rake",7.2117964055985e-79,4.29245625011381e-81
"297",0.057,43,"strat",6.57456174978385e-84,2.9978867886208e-85
"298",0.057,43,"calib",1.80744749332461e-58,2.55781266614209e-59
"299",0.057,43,"lasso",7.90058557086014e-45,3.94970996253225e-39
"300",0.057,43,"logit",8.92222541385234e-80,8.46664021631441e-83
"301",0.057,43,"bart",2.42691263267462e-76,2.91513716379558e-77
"302",0.057,44,"none",1.30684861819114e-68,2.39198342508577e-59
"303",0.057,44,"rake",1.03897950664991e-91,2.174497238852e-91
"304",0.057,44,"strat",7.92289204597587e-92,5.76038897060394e-90
"305",0.057,44,"calib",1.14753997201744e-88,2.87930554660304e-90
"306",0.057,44,"lasso",1.11062610920053e-76,1.5608089251533e-68
"307",0.057,44,"logit",1.96171349302995e-101,4.11875224902678e-98
"308",0.057,44,"bart",3.73069666227207e-57,4.07404663099265e-50
"309",0.057,45,"none",2.48708556931081e-57,1.96832696252314e-48
"310",0.057,45,"rake",1.31679867833654e-78,1.69463640260042e-78
"311",0.057,45,"strat",2.09383527965712e-85,1.83876628257254e-83
"312",0.057,45,"calib",1.2518308454891e-81,3.09213410406721e-81
"313",0.057,45,"lasso",2.73553008639766e-61,2.60702678616173e-54
"314",0.057,45,"logit",1.5633216107192e-117,1.09178796289524e-123
"315",0.057,45,"bart",8.28326947237289e-87,2.56927884381898e-84
"316",0.057,46,"none",2.73678252505542e-65,3.09413304160624e-56
"317",0.057,46,"rake",5.82702419699887e-85,5.34163875870143e-86
"318",0.057,46,"strat",1.44954651550444e-99,1.04359247800164e-99
"319",0.057,46,"calib",3.73238387350484e-48,2.35839413663406e-45
"320",0.057,46,"lasso",5.89724952736719e-72,5.21342043176372e-67
"321",0.057,46,"logit",8.63333507938719e-117,3.7123981855453e-121
"322",0.057,46,"bart",5.1145375230954e-46,9.35007651297957e-41
"323",0.057,47,"none",8.26997937518213e-62,5.19409670114887e-52
"324",0.057,47,"rake",8.05761146565298e-112,1.93748567277632e-114
"325",0.057,47,"strat",1.02217900884647e-66,9.50836616399759e-61
"326",0.057,47,"calib",8.30840711750961e-62,1.29138152565962e-54
"327",0.057,47,"lasso",6.44838702555705e-63,1.94258789052651e-56
"328",0.057,47,"logit",1.54440848927203e-118,3.2989407430617e-123
"329",0.057,47,"bart",3.35697869345057e-55,4.89249390353773e-47
"330",0.057,48,"none",1.45560293459586e-59,2.74358155325663e-51
"331",0.057,48,"rake",7.53973142367018e-96,2.19757512631805e-96
"332",0.057,48,"strat",5.86706871794035e-94,8.07934764777364e-94
"333",0.057,48,"calib",2.46178858985873e-45,4.07081402994691e-37
"334",0.057,48,"lasso",2.55533958661217e-64,1.1093514612868e-59
"335",0.057,48,"logit",1.67801176426797e-175,1.43045565113301e-185
"336",0.057,48,"bart",1.09340206717069e-90,8.58611046951535e-91
"337",0.057,49,"none",1.93428262448478e-61,5.3276246695199e-52
"338",0.057,49,"rake",4.86322316326158e-114,2.20213237779303e-115
"339",0.057,49,"strat",4.07138697240364e-115,2.82712139772883e-115
"340",0.057,49,"calib",2.06459354347587e-175,4.74667412575406e-166
"341",0.057,49,"lasso",6.85260997780587e-63,7.23711215215167e-57
"342",0.057,49,"logit",0,0
"343",0.057,49,"bart",5.34088691915931e-125,7.51367107241587e-127
"344",0.057,50,"none",1.29837653396275e-53,2.35548000799359e-44
"345",0.057,50,"rake",9.96271083389663e-67,1.34618598636162e-65
"346",0.057,50,"strat",2.51415947777066e-56,9.61769159690233e-50
"347",0.057,50,"calib",6.33606486282753e-85,4.53551870842622e-75
"348",0.057,50,"lasso",3.92317728556134e-58,4.61714268909326e-49
"349",0.057,50,"logit",1.227714412275e-59,1.86084378339312e-65
"350",0.057,50,"bart",1.66378503673753e-89,2.01401808613731e-88
"351",0.057,51,"none",2.67240858199487e-63,6.87218332157673e-53
"352",0.057,51,"rake",1.20386308949716e-88,2.22205955961216e-87
"353",0.057,51,"strat",1.49848726186992e-97,9.82316753153076e-95
"354",0.057,51,"calib",1.06108077663746e-111,9.40083882508332e-86
"355",0.057,51,"lasso",2.46102298260029e-95,1.35568397732633e-83
"356",0.057,51,"logit",1.03887426860825e-114,8.63354342564567e-115
"357",0.057,51,"bart",9.73549112492323e-51,1.35810932725876e-42
"358",0.057,52,"none",1.14344861980722e-51,5.68662649629176e-43
"359",0.057,52,"rake",6.24923989839275e-82,2.22884924478826e-83
"360",0.057,52,"strat",2.79218179609438e-95,6.17972413150398e-95
"361",0.057,52,"calib",3.43372344005441e-112,1.82189776010881e-120
"362",0.057,52,"lasso",8.18110953409583e-54,1.13332512433072e-46
"363",0.057,52,"logit",1.29620388172314e-101,2.33588358467763e-106
"364",0.057,52,"bart",3.56995714728121e-100,1.77017725176773e-101
"365",0.057,53,"none",9.41852455991262e-55,1.00971557185394e-45
"366",0.057,53,"rake",1.50814593053144e-107,3.96247057322161e-110
"367",0.057,53,"strat",6.9842393316138e-95,2.25298939470776e-94
"368",0.057,53,"calib",2.57106956658236e-43,6.13770123431038e-37
"369",0.057,53,"lasso",6.4993854391253e-71,2.62794448004645e-64
"370",0.057,53,"logit",7.00546562495062e-108,3.38574029481222e-107
"371",0.057,53,"bart",2.12433351565692e-91,5.87685689299985e-89
"372",0.057,54,"none",6.04322609536815e-52,3.95078391914795e-42
"373",0.057,54,"rake",1.35597345240478e-54,2.2705751577112e-52
"374",0.057,54,"strat",4.34437860682941e-58,3.77514496889699e-54
"375",0.057,54,"calib",7.22700123806703e-111,1.54987975422804e-115
"376",0.057,54,"lasso",2.88467231201563e-55,8.57175275197309e-46
"377",0.057,54,"logit",5.31060565333907e-77,1.25963784806773e-75
"378",0.057,54,"bart",1.26654405184231e-53,1.73438071239228e-49
"379",0.057,55,"none",9.38222223864241e-54,3.80822870831799e-45
"380",0.057,55,"rake",2.04418916921796e-66,3.40727851780595e-64
"381",0.057,55,"strat",4.17720497604521e-66,2.7584735997125e-63
"382",0.057,55,"calib",3.50915997132057e-76,9.47158007437893e-59
"383",0.057,55,"lasso",1.1429721945238e-58,2.14126106564143e-50
"384",0.057,55,"logit",6.43301619627453e-110,4.26671839147946e-113
"385",0.057,55,"bart",3.12503236144585e-41,3.72318094941156e-35
"386",0.057,56,"none",2.32381239722248e-60,2.75779431709549e-51
"387",0.057,56,"rake",5.76671028396304e-91,2.40617832342866e-92
"388",0.057,56,"strat",2.64599481018984e-66,5.98070352084434e-61
"389",0.057,56,"calib",2.05769883901676e-83,1.39630280946058e-69
"390",0.057,56,"lasso",9.41264338871022e-66,9.44883207595362e-58
"391",0.057,56,"logit",8.95139757670652e-74,1.70280308942917e-72
"392",0.057,56,"bart",2.36056839159393e-92,6.48866824102728e-92
"393",0.057,57,"none",9.35372738605213e-67,4.69898786810529e-57
"394",0.057,57,"rake",1.78612912288548e-75,1.97961564938851e-74
"395",0.057,57,"strat",6.17977773158057e-96,6.63198651761488e-96
"396",0.057,57,"calib",1.18569483653849e-62,4.70997914379248e-63
"397",0.057,57,"lasso",4.33393325973488e-77,2.35659445433242e-69
"398",0.057,57,"logit",4.5287235150847e-110,4.80252245249701e-116
"399",0.057,57,"bart",2.3127554492833e-98,9.13840148082044e-99
