"var","level","count_ukb_img","dist_ukb_img","count_ukb","dist_ukb","count_census","dist_census","count_hse16","dist_hse16","diff_ukb","diff_census","diff_hse"
"health_alc_weekly_total","16.644",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","16.6875",NA,NA,NA,NA,NA,NA,2,0.00049825610363727,NA,NA,NA
"health_alc_weekly_total","16.703",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","16.75",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","16.759",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","16.779",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","16.8415",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","16.96",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","16.99",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","160",NA,NA,1,1.98989135193218e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","162",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","168",NA,NA,1,1.98989135193218e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","169",NA,NA,1,1.98989135193218e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","17",363,0.0123835840753249,5295,0.0105364747084809,NA,NA,9,0.00224215246636771,0.00184710936684402,NA,0.0101414316089572
"health_alc_weekly_total","17.029",NA,NA,NA,NA,NA,NA,2,0.00049825610363727,NA,NA,NA
"health_alc_weekly_total","17.058",NA,NA,NA,NA,NA,NA,2,0.00049825610363727,NA,NA,NA
"health_alc_weekly_total","17.095",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.116",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.13",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.1725",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.23",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.25",NA,NA,NA,NA,NA,NA,4,0.000996512207274539,NA,NA,NA
"health_alc_weekly_total","17.259",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.2925",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.315",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.375",NA,NA,NA,NA,NA,NA,4,0.000996512207274539,NA,NA,NA
"health_alc_weekly_total","17.404",NA,NA,NA,NA,NA,NA,2,0.00049825610363727,NA,NA,NA
"health_alc_weekly_total","17.46",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.529",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.625",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.712",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.73",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.75",NA,NA,NA,NA,NA,NA,2,0.00049825610363727,NA,NA,NA
"health_alc_weekly_total","17.779",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.826",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","17.835",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","170",NA,NA,1,1.98989135193218e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","174",NA,NA,2,3.97978270386437e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","175",NA,NA,5,9.94945675966092e-06,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","177",NA,NA,1,1.98989135193218e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","178",NA,NA,1,1.98989135193218e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","179",NA,NA,1,1.98989135193218e-06,NA,NA,NA,NA,NA,NA,NA
"health_alc_weekly_total","18",525,0.0179101422577014,8304,0.0165240577864449,NA,NA,12,0.00298953662182362,0.0013860844712565,NA,0.0149206056358777
"health_alc_weekly_total","18.029",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.058",NA,NA,NA,NA,NA,NA,6,0.00149476831091181,NA,NA,NA
"health_alc_weekly_total","18.115",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.116",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.125",NA,NA,NA,NA,NA,NA,2,0.00049825610363727,NA,NA,NA
"health_alc_weekly_total","18.174",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.23",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.345",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.375",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.5",NA,NA,NA,NA,NA,NA,4,0.000996512207274539,NA,NA,NA
"health_alc_weekly_total","18.529",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
"health_alc_weekly_total","18.644",NA,NA,NA,NA,NA,NA,1,0.000249128051818635,NA,NA,NA
