"var","base_demo_sex","count_base","count_img","dist_base","dist_img","dist_diff"
"base_health_alc_weekly_total","81",19,1,3.78079356867115e-05,4.68757324333193e-05,9.06779674660776e-06
"base_health_alc_weekly_total","82",16,0,3.1838261630915e-05,0,-3.1838261630915e-05
"base_health_alc_weekly_total","83",16,1,3.1838261630915e-05,4.68757324333193e-05,1.50374708024043e-05
"base_health_alc_weekly_total","84",38,2,7.5615871373423e-05,9.37514648666385e-05,1.81355934932155e-05
"base_health_alc_weekly_total","85",15,0,2.98483702789828e-05,0,-2.98483702789828e-05
"base_health_alc_weekly_total","86",18,2,3.58180443347793e-05,9.37514648666385e-05,5.79334205318592e-05
"base_health_alc_weekly_total","87",18,0,3.58180443347793e-05,0,-3.58180443347793e-05
"base_health_alc_weekly_total","88",20,0,3.97978270386437e-05,0,-3.97978270386437e-05
"base_health_alc_weekly_total","89",14,0,2.78584789270506e-05,0,-2.78584789270506e-05
"base_health_alc_weekly_total","90",27,2,5.3727066502169e-05,9.37514648666385e-05,4.00243983644696e-05
"base_health_alc_weekly_total","91",6,0,1.19393481115931e-05,0,-1.19393481115931e-05
"base_health_alc_weekly_total","92",7,0,1.39292394635253e-05,0,-1.39292394635253e-05
"base_health_alc_weekly_total","93",9,0,1.79090221673897e-05,0,-1.79090221673897e-05
"base_health_alc_weekly_total","94",9,0,1.79090221673897e-05,0,-1.79090221673897e-05
"base_health_alc_weekly_total","95",11,0,2.1888804871254e-05,0,-2.1888804871254e-05
"base_health_alc_weekly_total","96",10,0,1.98989135193218e-05,0,-1.98989135193218e-05
"base_health_alc_weekly_total","97",4,0,7.95956540772874e-06,0,-7.95956540772874e-06
"base_health_alc_weekly_total","98",9,0,1.79090221673897e-05,0,-1.79090221673897e-05
"base_health_alc_weekly_total","99",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","100",41,1,8.15855454292196e-05,4.68757324333193e-05,-3.47098129959003e-05
"base_health_alc_weekly_total","101",3,0,5.96967405579655e-06,0,-5.96967405579655e-06
"base_health_alc_weekly_total","102",6,0,1.19393481115931e-05,0,-1.19393481115931e-05
"base_health_alc_weekly_total","103",9,0,1.79090221673897e-05,0,-1.79090221673897e-05
"base_health_alc_weekly_total","104",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","105",8,0,1.59191308154575e-05,0,-1.59191308154575e-05
"base_health_alc_weekly_total","106",8,0,1.59191308154575e-05,0,-1.59191308154575e-05
"base_health_alc_weekly_total","107",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","108",6,0,1.19393481115931e-05,0,-1.19393481115931e-05
"base_health_alc_weekly_total","109",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","110",4,0,7.95956540772874e-06,0,-7.95956540772874e-06
"base_health_alc_weekly_total","111",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","112",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","114",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","115",3,0,5.96967405579655e-06,0,-5.96967405579655e-06
"base_health_alc_weekly_total","116",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","117",3,0,5.96967405579655e-06,0,-5.96967405579655e-06
"base_health_alc_weekly_total","118",3,0,5.96967405579655e-06,0,-5.96967405579655e-06
"base_health_alc_weekly_total","119",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","120",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","121",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","122",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","123",6,0,1.19393481115931e-05,0,-1.19393481115931e-05
"base_health_alc_weekly_total","124",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","125",7,0,1.39292394635253e-05,0,-1.39292394635253e-05
"base_health_alc_weekly_total","126",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","129",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","130",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","131",3,0,5.96967405579655e-06,0,-5.96967405579655e-06
"base_health_alc_weekly_total","132",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","133",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","136",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","137",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","138",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
