"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"252",0.02,36,"bart",1807139.09562765,-4796.28629524817,519.80982225141,-27904.1400960581
"253",0.02,37,"none",1912609.80159068,-6391.84214635075,-1075.74602885117,77566.5658669739
"254",0.02,37,"rake",1914290.40296182,-6400.96698550205,-1084.87086800247,79247.1672381095
"255",0.02,37,"strat",1914692.73241196,-6442.14252007599,-1126.04640257642,79649.4966882558
"256",0.02,37,"calib",1976111.52330929,-7453.9642496178,-2137.86813211822,141068.287585583
"257",0.02,37,"lasso",1911733.11595822,-6439.44579390909,-1123.34967640951,76689.8802345158
"258",0.02,37,"logit",1945707.39965275,-7035.62916222948,-1719.53304472991,110664.163929048
"259",0.02,37,"bart",1949878.16088453,-6982.56287424894,-1666.46675674936,114834.925160822
"260",0.02,38,"none",1873250.00857083,-5819.07854128359,-502.982423784009,38206.7728471195
"261",0.02,38,"rake",1854165.34326979,-5615.19008540186,-299.093967902284,19122.1075460808
"262",0.02,38,"strat",1873621.13086963,-5836.64215872943,-520.546041229852,38577.8951459264
"263",0.02,38,"calib",2060152.4589961,-8722.15827590549,-3406.06215840591,225109.223272393
"264",0.02,38,"lasso",1834032.38889989,-5227.56675619768,88.5293613019012,-1010.84682381572
"265",0.02,38,"logit",1935951.26606291,-6937.23998810969,-1621.14387061011,100908.030339208
"266",0.02,38,"bart",1880456.69994297,-5870.32877576464,-554.232658265061,45413.4642192603
"267",0.02,39,"none",1898753.74342941,-6244.50575292986,-928.409635430277,63710.507705705
"268",0.02,39,"rake",1866657.57745855,-5793.68651377068,-477.590396271105,31614.3417348419
"269",0.02,39,"strat",1869119.64503898,-5793.28349345273,-477.187375953151,34076.4093152776
"270",0.02,39,"calib",1915566.76917873,-6480.02367583509,-1163.92755833552,80523.5334550273
"271",0.02,39,"lasso",1914984.03881809,-6454.13810337176,-1138.04198587218,79940.803094388
"272",0.02,39,"logit",1923447.99947961,-6594.32502837137,-1278.2289108718,88404.7637559059
"273",0.02,39,"bart",1877834.46449205,-5894.0875767916,-577.991459292022,42791.2287683426
"274",0.02,40,"none",1846374.50421017,-5441.21927925633,-125.123161756749,11331.2684864684
"275",0.02,40,"rake",1834913.06550708,-5343.26234208156,-27.1662245819844,-130.170216622064
"276",0.02,40,"strat",1860662.56048316,-5636.17861416527,-320.082496665695,25619.3247594561
"277",0.02,40,"calib",1826678.31334846,-5186.40714332999,129.688974169588,-8364.92237524223
"278",0.02,40,"lasso",1882192.94768475,-6010.61820888366,-694.522091384079,47149.7119610447
"279",0.02,40,"logit",1897353.44823772,-6202.74217492232,-886.646057422739,62310.2125140175
"280",0.02,40,"bart",1821696.437566,-5041.22417603159,274.871941467988,-13346.7981577087
"281",0.02,41,"none",1921833.65988341,-6596.77053077309,-1280.67441327351,86790.4241597066
"282",0.02,41,"rake",1957636.31860691,-7108.43560175278,-1792.3394842532,122593.082883208
