"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.075,1,"none",1890540.82779393,-6105.59821467547,-789.50209717589,55497.5920702266
"2",0.075,1,"rake",1842356.0572198,-5438.16516377409,-122.069046274511,7312.82149609132
"3",0.075,1,"strat",1870161.08870128,-5807.57320398483,-491.477086485255,35117.8529775701
"4",0.075,1,"calib",1929486.66974629,-6754.62730517003,-1438.53118767045,94443.4340225877
"5",0.075,1,"lasso",1885052.09841985,-6008.78503167278,-692.688914173201,50008.8626961487
"6",0.075,1,"logit",1721953.35000754,-3643.11399400863,1672.98212349095,-113089.885716168
"7",0.075,1,"bart",1885836.68723814,-6029.41640556335,-713.320288063775,50793.4515144383
"8",0.075,2,"none",1873070.83023889,-5842.94541183854,-526.849294338962,38027.5945151872
"9",0.075,2,"rake",1861865.90858996,-5713.82979967294,-397.733682173358,26822.6728662562
"10",0.075,2,"strat",1845201.41532092,-5431.27426100238,-115.178143502798,10158.1795972118
"11",0.075,2,"calib",1937327.32597127,-6806.28470392546,-1490.18858642588,102284.090247567
"12",0.075,2,"lasso",1857617.39475597,-5634.20475904491,-318.108641545331,22574.1590322678
"13",0.075,2,"logit",1855763.56700672,-5647.39095347169,-331.294835972114,20720.3312830189
"14",0.075,2,"bart",1841887.49300895,-5362.63641066366,-46.540293164081,6844.25728524057
"15",0.075,3,"none",1883429.18230551,-6010.97521118254,-694.879093682963,48385.9465818023
"16",0.075,3,"rake",1872560.84727956,-5860.91630877808,-544.820191278501,37517.6115558506
"17",0.075,3,"strat",1893696.17431369,-6150.57881973532,-834.482702235738,58652.9385899797
"18",0.075,3,"calib",1847554.17566568,-5507.19812474003,-191.102007240449,12510.9399419737
"19",0.075,3,"lasso",1887858.117684,-6067.50351478579,-751.407397286214,52814.8819602961
"20",0.075,3,"logit",1861496.35995019,-5709.92742485699,-393.831307357407,26453.1242264849
"21",0.075,3,"bart",1850041.44634144,-5461.34921639091,-145.25309889133,14998.2106177378
"22",0.075,4,"none",1864513.6836473,-5716.47142121756,-400.375303717983,29470.4479235979
"23",0.075,4,"rake",1875915.10267369,-5909.98568807886,-593.889570579284,40871.8669499799
"24",0.075,4,"strat",1855890.30092348,-5574.77065021706,-258.674532717482,20847.0651997742
"25",0.075,4,"calib",1927920.41721419,-6642.47323303303,-1326.37711553345,92877.18149048
"26",0.075,4,"lasso",1872723.56554397,-5877.56438334776,-561.468265848182,37680.3298202613
"27",0.075,4,"logit",1891615.35061876,-6144.75016374019,-828.654046240615,56572.1148950574
"28",0.075,4,"bart",1827619.35753585,-5157.51993898269,158.576178516888,-7423.87818785245
"29",0.075,5,"none",1875847.52740989,-5896.76081211739,-580.664694617813,40804.2916861882
"30",0.075,5,"rake",1860042.41169639,-5697.17819184988,-381.082074350296,24999.1759726808
"31",0.075,5,"strat",1837983.30481901,-5331.28309442623,-15.1869769266505,2940.06909530051
"32",0.075,5,"calib",1868433.48045932,-5901.70371375474,-585.60759625516,33390.2447356181
"33",0.075,5,"lasso",1872928.01753088,-5857.82945444377,-541.733336944193,37884.7818071751
"34",0.075,5,"logit",1859929.67715169,-5624.53387969289,-308.437762193313,24886.4414279817
"35",0.075,5,"bart",1826851.64330998,-5139.55265024613,176.543467253453,-8191.59241372626
"36",0.075,6,"none",1884601.29314289,-6006.63516825297,-690.539050753395,49558.0574191888
"37",0.075,6,"rake",1795369.55931574,-4760.73635746301,555.359760036573,-39673.6764079684
"38",0.075,6,"strat",1837909.60607247,-5319.67672549121,-3.5806079916274,2866.37034876435
"39",0.075,6,"calib",1851378.66193431,-5521.66018547177,-205.564067972188,16335.4262106051
"40",0.075,6,"lasso",1890809.98915055,-6109.68209233547,-793.585974835891,55766.753426844
"41",0.075,6,"logit",1728644.74711275,-3746.41081040459,1569.68530709499,-106398.488610954
"42",0.075,6,"bart",1835224.68086973,-5239.3054652805,76.7906522190797,181.445146020968
"43",0.075,7,"none",1875495.44720005,-5871.08342960168,-554.987312102097,40452.2114763455
"44",0.075,7,"rake",1839227.52944287,-5341.93772897446,-25.8416114748807,4184.29371916666
"45",0.075,7,"strat",1876362.65060876,-5891.14996601984,-575.053848520263,41319.4148850543
"46",0.075,7,"calib",1869708.85975129,-5852.16386404459,-536.067746545009,34665.6240275807
"47",0.075,7,"lasso",1868647.69865969,-5762.31655507126,-446.22043757168,33604.4629359867
"48",0.075,7,"logit",1859061.06748436,-5652.03969866609,-335.943581166512,24017.8317606503
"49",0.075,7,"bart",1896458.53579574,-6188.24069330731,-872.144575807728,61415.3000720374
"50",0.075,8,"none",1874534.67398225,-5866.54260815064,-550.446490651062,39491.4382585399
"51",0.075,8,"rake",1832556.6980873,-5270.03763830335,46.0584791962283,-2486.53763640812
"52",0.075,8,"strat",1853004.88163673,-5549.09424982568,-232.998132326098,17961.6459130207
"53",0.075,8,"calib",1807708.15495859,-4876.66703292429,439.429084575293,-27335.0807651207
"54",0.075,8,"lasso",1866716.29285232,-5750.83034620866,-434.734228709077,31673.0571286164
