"","prop_sampled","sim_num","method","(Intercept)","age"
"80",0.02,12,"strat",3.59025426694138e-216,1.05945381699311e-25
"81",0.02,12,"calib",1.0644534986035e-228,5.83848055282308e-44
"82",0.02,12,"lasso",3.67105444323116e-209,1.01103439022512e-36
"83",0.02,12,"logit",2.0805444209468e-198,2.95169238029562e-23
"84",0.02,12,"bart",2.44557346156153e-225,9.16061811594128e-30
"85",0.02,13,"none",1.11443172524988e-217,1.33243921907307e-34
"86",0.02,13,"rake",5.7273832447701e-239,1.28773577044357e-41
"87",0.02,13,"strat",1.14410233886425e-242,1.12282114527634e-39
"88",0.02,13,"calib",1.68763774734451e-239,2.57878043297315e-48
"89",0.02,13,"lasso",3.96280878686243e-214,1.04035673170864e-30
"90",0.02,13,"logit",1.27298280158454e-232,3.621992858799e-34
"91",0.02,13,"bart",5.10527128078741e-250,5.41528276295155e-43
"92",0.02,14,"none",1.68735108230918e-202,3.29468634468667e-27
"93",0.02,14,"rake",1.44087326529232e-237,2.44421128364393e-36
"94",0.02,14,"strat",1.04035315318708e-230,2.42163886303906e-30
"95",0.02,14,"calib",2.14782843667513e-108,3.08921752705242e-06
"96",0.02,14,"lasso",3.01974663571197e-239,8.9659538742126e-44
"97",0.02,14,"logit",8.19723919765386e-216,1.33868197280693e-52
"98",0.02,14,"bart",5.6796660092566e-236,1.39679228902665e-31
"99",0.02,15,"none",1.91040053662942e-206,5.25505036034818e-34
"100",0.02,15,"rake",1.5637103511824e-226,5.25720194795951e-32
"101",0.02,15,"strat",2.07309633061804e-227,1.01273444514692e-38
"102",0.02,15,"calib",1.57862035392228e-234,2.10370718650792e-41
"103",0.02,15,"lasso",6.27077351149798e-208,2.08703858393124e-32
"104",0.02,15,"logit",0,3.97157446776681e-115
"105",0.02,15,"bart",7.75187105243495e-239,2.01189005245686e-41
"106",0.02,16,"none",3.53682963274081e-199,3.21033909804403e-32
"107",0.02,16,"rake",5.4576425697406e-234,6.80843410144047e-46
"108",0.02,16,"strat",6.00465691617258e-218,9.76351824125497e-36
"109",0.02,16,"calib",5.203076358799e-243,1.32453168726447e-44
"110",0.02,16,"lasso",3.7101027301751e-204,5.46023005501821e-30
"111",0.02,16,"logit",5.17585868278377e-225,1.08582972226938e-42
"112",0.02,16,"bart",3.77382039294135e-246,1.20972620202061e-47
"113",0.02,17,"none",1.04345436507249e-206,1.17628608106299e-33
"114",0.02,17,"rake",1.58754047085067e-226,4.24778362794939e-32
"115",0.02,17,"strat",1.80021944151201e-225,2.34063992931501e-36
"116",0.02,17,"calib",2.49184982018505e-249,5.32544095390569e-44
"117",0.02,17,"lasso",5.03501102844196e-207,6.72894008570766e-30
"118",0.02,17,"logit",1.74882225973197e-249,5.65844633234647e-44
"119",0.02,17,"bart",2.91647090954481e-228,1.73102441524713e-38
"120",0.02,18,"none",3.53397461026276e-201,5.53309015820388e-33
"121",0.02,18,"rake",2.90713218903904e-204,1.0027529280522e-26
"122",0.02,18,"strat",6.19998070913769e-230,1.42106442545906e-45
"123",0.02,18,"calib",5.45399582268634e-133,7.82505766119175e-09
"124",0.02,18,"lasso",1.42588448182377e-231,2.44232196583697e-38
"125",0.02,18,"logit",5.66421856565513e-206,4.90773051374899e-30
"126",0.02,18,"bart",4.71717619512979e-226,4.33387680842304e-40
"127",0.02,19,"none",3.80515953752861e-202,1.79160788157647e-30
"128",0.02,19,"rake",3.11902873399806e-248,5.24824337719075e-38
"129",0.02,19,"strat",3.80874245654771e-234,5.7763261189395e-38
"130",0.02,19,"calib",4.26144134376361e-215,7.29406282274174e-49
"131",0.02,19,"lasso",2.57036099149117e-215,4.57116557319265e-36
"132",0.02,19,"logit",4.80779172147016e-214,1.23981467532579e-32
"133",0.02,19,"bart",2.02038051174868e-247,7.41512932932861e-45
"134",0.02,20,"none",3.90700095023183e-210,1.77884276529486e-37
"135",0.02,20,"rake",4.31035072731927e-238,6.90067337323238e-41
"136",0.02,20,"strat",4.80058200321817e-243,2.45023946316004e-41
"137",0.02,20,"calib",9.46002219129046e-243,9.02160966087733e-46
"138",0.02,20,"lasso",4.3600011173391e-237,5.92238480731489e-43
"139",0.02,20,"logit",5.81606186113026e-212,2.03864435538969e-43
"140",0.02,20,"bart",2.50913860349194e-240,1.11501144658109e-36
"141",0.02,21,"none",6.36627416636448e-213,1.85016291782227e-35
"142",0.02,21,"rake",7.22500118613818e-246,3.40238250278116e-39
"143",0.02,21,"strat",6.43860898071696e-244,1.21873565742358e-37
"144",0.02,21,"calib",1.89344754903767e-255,1.45020404646562e-47
"145",0.02,21,"lasso",2.01042854506781e-214,1.71487133046428e-34
"146",0.02,21,"logit",3.39293407072395e-216,1.5675528306234e-29
"147",0.02,21,"bart",1.01596640768645e-238,3.1647516740531e-37
"148",0.02,22,"none",6.4399095753206e-213,2.46911398404397e-43
"149",0.02,22,"rake",9.21356168912094e-242,2.74733798538762e-52
"150",0.02,22,"strat",8.08763559755301e-252,1.75896401794078e-59
"151",0.02,22,"calib",4.97403638566085e-191,2.95531909717937e-30
"152",0.02,22,"lasso",2.77322498475649e-205,9.79700888599324e-38
"153",0.02,22,"logit",4.22787700690657e-231,6.03854428205591e-45
"154",0.02,22,"bart",2.86901332653694e-254,1.72905062049472e-54
"155",0.02,23,"none",2.11880651499429e-208,1.07559996837198e-30
"156",0.02,23,"rake",3.4275580509059e-230,1.6656201562706e-31
"157",0.02,23,"strat",9.02024283311336e-241,2.63257124756315e-40
"158",0.02,23,"calib",1.50303692351963e-245,1.57137438956743e-43
"159",0.02,23,"lasso",9.7907518289858e-254,1.49899461434152e-45
"160",0.02,23,"logit",1.52571267586406e-227,2.21651565516838e-29
"161",0.02,23,"bart",1.06715993021935e-235,2.73752022906929e-40
"162",0.02,24,"none",1.0426210854798e-212,3.58149395217115e-33
"163",0.02,24,"rake",3.59364240136827e-215,1.28651765950569e-32
"164",0.02,24,"strat",3.80971488233444e-245,4.7018696941836e-40
"165",0.02,24,"calib",3.1385383233542e-189,4.60749468500423e-29
"166",0.02,24,"lasso",1.02524167298429e-220,3.1304356979804e-34
"167",0.02,24,"logit",3.37961911409239e-260,1.95235526114619e-52
"168",0.02,24,"bart",3.35680163182523e-248,4.9140776402943e-41
"169",0.02,25,"none",2.02240344000938e-211,1.49955646670977e-32
"170",0.02,25,"rake",1.76718368248987e-211,1.52597917204151e-24
"171",0.02,25,"strat",8.41299096553552e-230,7.84866336780106e-28
"172",0.02,25,"calib",8.95491022114086e-222,1.0922289728317e-34
"173",0.02,25,"lasso",4.09405346465368e-215,8.62155024735826e-29
"174",0.02,25,"logit",2.11992366629207e-218,3.77510682054501e-39
"175",0.02,25,"bart",2.75156417635666e-237,2.75813414821779e-34
"176",0.02,26,"none",8.19885045463015e-196,7.99383583737853e-28
"177",0.02,26,"rake",2.77130039980896e-221,9.14871586348548e-26
"178",0.02,26,"strat",2.95384226825869e-225,1.89013722812462e-32
"179",0.02,26,"calib",3.8853058185672e-242,3.17334327622546e-33
"180",0.02,26,"lasso",1.09789808234326e-201,8.3185137453958e-25
"181",0.02,26,"logit",2.02928835763261e-219,0.495790492351898
"182",0.02,26,"bart",1.52943824684468e-249,4.21921979050586e-41
"183",0.02,27,"none",1.63909759025318e-196,6.11969149355341e-30
"184",0.02,27,"rake",2.44040116385985e-209,4.77049927717371e-34
"185",0.02,27,"strat",1.71879215796093e-206,1.6825123381967e-31
"186",0.02,27,"calib",4.52327678722083e-228,2.30112663511485e-40
"187",0.02,27,"lasso",1.11000833564232e-228,1.4564909676705e-43
"188",0.02,27,"logit",9.49503607147066e-218,1.49720659434145e-34
"189",0.02,27,"bart",3.16888243976515e-244,2.12763120454584e-48
"190",0.02,28,"none",2.46852606631192e-197,8.84985552102081e-35
"191",0.02,28,"rake",1.35186799714431e-224,8.86384035946583e-43
"192",0.02,28,"strat",3.82649211126817e-236,2.30485941729344e-48
"193",0.02,28,"calib",2.60318781300354e-204,5.16708893023441e-34
"194",0.02,28,"lasso",3.46423219977117e-187,1.93825486427616e-30
"195",0.02,28,"logit",1.55605734646587e-226,1.74912472118175e-43
"196",0.02,28,"bart",1.03299025326832e-223,4.72220918766238e-41
"197",0.02,29,"none",5.4127785320958e-207,1.12873440935861e-34
"198",0.02,29,"rake",4.97095683578856e-225,9.03929145183718e-39
"199",0.02,29,"strat",1.03584238244655e-224,9.95479147844997e-30
"200",0.02,29,"calib",5.46076287008878e-260,5.3910296888778e-53
"201",0.02,29,"lasso",1.49601383381903e-215,7.69523884845499e-35
"202",0.02,29,"logit",1.87456851076532e-186,9.69871132459341e-28
"203",0.02,29,"bart",4.30895595273885e-218,5.21196877358833e-29
"204",0.02,30,"none",4.19581359717056e-195,4.42579150681837e-27
"205",0.02,30,"rake",6.06562095077159e-231,2.95416833125062e-34
"206",0.02,30,"strat",6.21467908032595e-227,2.28990220980561e-36
"207",0.02,30,"calib",1.79333271723094e-174,6.99931861187995e-09
"208",0.02,30,"lasso",1.35729620833531e-202,6.07823972391134e-27
"209",0.02,30,"logit",1.70228625666888e-248,2.83881100669425e-42
"210",0.02,30,"bart",2.94365830893154e-241,5.60129335944841e-41
"211",0.02,31,"none",7.55972646506516e-216,3.09533264916597e-35
"212",0.02,31,"rake",3.6748971943555e-229,4.16543708781319e-35
"213",0.02,31,"strat",9.41561645611953e-226,1.39263005375457e-38
"214",0.02,31,"calib",1.85609520279414e-248,1.0597652032196e-50
"215",0.02,31,"lasso",7.46660608120103e-228,1.72184557075479e-36
"216",0.02,31,"logit",1.28079262539775e-222,6.58413424329861e-32
"217",0.02,31,"bart",1.34409489216689e-241,2.49877342538489e-42
"218",0.02,32,"none",2.78602321528859e-214,2.37034304092713e-33
"219",0.02,32,"rake",1.36503937078967e-232,1.90412714410612e-32
"220",0.02,32,"strat",1.22893264932915e-230,1.72594955241184e-31
"221",0.02,32,"calib",7.48749321919898e-239,3.55048394409548e-39
"222",0.02,32,"lasso",2.21487519715597e-213,6.8627248847886e-34
"223",0.02,32,"logit",2.28957635703232e-205,3.42516333915678e-28
"224",0.02,32,"bart",8.22348897677632e-238,2.09084091172394e-32
"225",0.02,33,"none",5.27779017392627e-203,3.37683896633483e-27
"226",0.02,33,"rake",1.23436037393532e-241,1.08133935184701e-41
"227",0.02,33,"strat",1.68207655086229e-240,9.20646489569351e-34
"228",0.02,33,"calib",1.26340121213065e-276,1.57735815879589e-51
"229",0.02,33,"lasso",3.60877891220416e-229,4.34931564311784e-34
"230",0.02,33,"logit",1.33772704761765e-257,1.05663200276205e-42
"231",0.02,33,"bart",1.16225830477502e-243,6.64049066858503e-36
"232",0.02,34,"none",4.78627453473753e-198,5.16110008550916e-30
"233",0.02,34,"rake",3.99348234765409e-218,4.0833800075333e-34
"234",0.02,34,"strat",7.07980299713592e-214,4.08531731138628e-31
"235",0.02,34,"calib",2.59525263455534e-212,2.09246099061376e-22
"236",0.02,34,"lasso",2.37259162586848e-208,1.08054424576616e-31
"237",0.02,34,"logit",1.26807812123652e-224,2.27391856972474e-34
"238",0.02,34,"bart",7.62483911016382e-236,1.03997435735693e-33
"239",0.02,35,"none",6.93508638127407e-205,7.49876414583242e-38
"240",0.02,35,"rake",2.72657720350036e-249,9.26376171905524e-54
"241",0.02,35,"strat",1.29628826783978e-237,8.59190323443262e-51
"242",0.02,35,"calib",2.136229964014e-241,2.25901999925443e-48
"243",0.02,35,"lasso",9.6931537236461e-238,7.40977408712051e-45
"244",0.02,35,"logit",6.93452831889479e-255,2.67339478683173e-16
"245",0.02,35,"bart",1.68893225148808e-257,4.88550139300166e-64
"246",0.02,36,"none",3.55545085374192e-207,2.02194066766346e-31
"247",0.02,36,"rake",1.87399933395019e-217,9.35650218149922e-30
"248",0.02,36,"strat",2.97225768344086e-224,1.58224894151917e-32
"249",0.02,36,"calib",5.5161717800355e-245,1.49969150007913e-40
"250",0.02,36,"lasso",4.97800386202459e-206,8.64587613401587e-28
"251",0.02,36,"logit",2.96475781775098e-195,4.91036413840871e-19
"252",0.02,36,"bart",4.13748271991475e-226,9.24014132374638e-27
"253",0.02,37,"none",5.99379449067154e-193,2.73881266640111e-30
"254",0.02,37,"rake",7.556851587295e-222,3.37148439397836e-38
"255",0.02,37,"strat",3.84508130982256e-211,1.3122997031166e-35
"256",0.02,37,"calib",4.00172862670405e-232,6.15500673224623e-58
"257",0.02,37,"lasso",8.10299360915197e-210,3.27930176875011e-35
"258",0.02,37,"logit",2.10386328890643e-202,1.51561024339594e-35
"259",0.02,37,"bart",7.16118797828592e-234,2.28599426432476e-46
"260",0.02,38,"none",5.00392802576825e-195,6.5024943751787e-28
"261",0.02,38,"rake",2.88274546679825e-251,2.56757279887014e-42
"262",0.02,38,"strat",1.48035994718716e-226,3.56716397367438e-35
"263",0.02,38,"calib",4.06393306357174e-176,3.16223862061197e-37
"264",0.02,38,"lasso",4.45357225681336e-204,2.9737713213562e-26
"265",0.02,38,"logit",1.37634839235174e-309,1.48347726288739e-76
"266",0.02,38,"bart",1.01497021447567e-245,8.85885474148619e-42
"267",0.02,39,"none",3.3881042174257e-213,1.26081810319257e-36
"268",0.02,39,"rake",5.69820949202575e-236,1.54892934138276e-38
"269",0.02,39,"strat",2.5619584808679e-238,4.0682995395284e-38
"270",0.02,39,"calib",1.96787222614332e-249,1.89121567510434e-51
"271",0.02,39,"lasso",5.39730357166802e-255,1.2869756496712e-53
"272",0.02,39,"logit",4.6949440196955e-253,1.07464231206659e-52
"273",0.02,39,"bart",7.82481860365113e-239,1.08075566976656e-39
"274",0.02,40,"none",1.29954804341528e-209,3.17329191126818e-29
"275",0.02,40,"rake",1.91241695783152e-245,4.64305423044738e-38
"276",0.02,40,"strat",8.35571404480221e-234,1.74929294281985e-35
"277",0.02,40,"calib",2.37847406642254e-240,7.56760119162031e-39
"278",0.02,40,"lasso",7.42049650379207e-245,1.28405935894049e-44
"279",0.02,40,"logit",1.12204818012569e-206,2.78049639743984e-30
"280",0.02,40,"bart",6.88687758472147e-245,1.39860392674312e-33
"281",0.02,41,"none",3.04787111802312e-196,1.25344079749473e-32
"282",0.02,41,"rake",5.8336442716546e-242,1.3750620252532e-51
"283",0.02,41,"strat",5.42345524786322e-224,1.12800168774186e-39
"284",0.02,41,"calib",1.27351226455272e-241,1.32373505942249e-50
"285",0.02,41,"lasso",2.75517834485825e-229,1.74538284248957e-46
"286",0.02,41,"logit",1.08188049262403e-228,2.3438990068664e-55
"287",0.02,41,"bart",8.50876246947286e-240,2.26062965782955e-37
"288",0.02,42,"none",2.479998023026e-204,1.48665498616156e-31
"289",0.02,42,"rake",6.54666613970591e-234,1.59354395468082e-40
"290",0.02,42,"strat",3.13510700252249e-231,2.87516333141854e-35
"291",0.02,42,"calib",1.33026274605298e-236,2.30505987392594e-32
"292",0.02,42,"lasso",1.56114968857982e-201,2.02094436570351e-29
"293",0.02,42,"logit",1.31504925039884e-256,1.38679285494224e-49
"294",0.02,42,"bart",5.16511687791057e-242,5.17133649822705e-42
"295",0.02,43,"none",3.25646977703176e-225,1.7122332626496e-38
"296",0.02,43,"rake",1.02584282934562e-253,4.89449986618829e-45
"297",0.02,43,"strat",1.94135286021256e-245,1.2006777351085e-39
"298",0.02,43,"calib",2.28740449912336e-275,1.25805135914574e-54
"299",0.02,43,"lasso",3.63310336107679e-266,5.16924821369424e-51
"300",0.02,43,"logit",9.86833680977004e-274,6.53538847189467e-51
"301",0.02,43,"bart",1.21020046446904e-259,2.88126998307324e-47
"302",0.02,44,"none",3.56733075564829e-204,5.33734121352964e-31
"303",0.02,44,"rake",6.244128393127e-204,9.46311425020416e-15
"304",0.02,44,"strat",1.69921936464014e-217,1.37940629267235e-32
"305",0.02,44,"calib",6.11551689916197e-239,7.14908346158056e-37
"306",0.02,44,"lasso",7.31509683009038e-208,4.35055255802187e-29
"307",0.02,44,"logit",1.5399229326313e-215,1.61915320206499e-25
"308",0.02,44,"bart",2.42086884394983e-204,4.78286608542489e-18
"309",0.02,45,"none",5.47622824758906e-198,8.30585302024521e-30
"310",0.02,45,"rake",4.51338037012489e-232,4.75865861578418e-39
"311",0.02,45,"strat",1.09017091286703e-221,2.81500373209332e-32
"312",0.02,45,"calib",5.0235970243439e-252,1.03538699964506e-51
"313",0.02,45,"lasso",3.53333936844444e-196,6.69756810142708e-29
"314",0.02,45,"logit",3.58881210434597e-225,2.03681187047898e-30
"315",0.02,45,"bart",1.09630414743175e-242,1.91272886675304e-39
"316",0.02,46,"none",6.49434662717875e-211,3.52149383314986e-37
"317",0.02,46,"rake",1.32145624977825e-241,4.6835844049467e-44
"318",0.02,46,"strat",2.48498117717786e-243,2.1871508882865e-48
"319",0.02,46,"calib",2.88604052797487e-229,2.56343546716851e-44
"320",0.02,46,"lasso",3.49195459556327e-219,3.26540580030544e-40
"321",0.02,46,"logit",1.69605034281072e-233,7.90156317852831e-46
"322",0.02,46,"bart",2.14864106011695e-247,1.37952524226173e-49
"323",0.02,47,"none",4.3863022500425e-188,8.42803985456761e-23
"324",0.02,47,"rake",1.59579766874317e-198,1.19601415518014e-18
"325",0.02,47,"strat",9.86844375364283e-217,6.6645508068857e-24
"326",0.02,47,"calib",3.94945376210749e-192,2.92589087728826e-25
"327",0.02,47,"lasso",1.58449550679596e-203,5.88300930494633e-26
"328",0.02,47,"logit",3.29838861789237e-165,1.13433264787178e-10
"329",0.02,47,"bart",1.50431329200527e-211,2.41140131403221e-23
"330",0.02,48,"none",5.94657496907114e-201,2.18368186965181e-30
"331",0.02,48,"rake",3.56705798017561e-222,1.21963170265788e-35
"332",0.02,48,"strat",2.3405644476848e-220,8.19186477963211e-32
"333",0.02,48,"calib",1.4948749755227e-239,2.3981954321586e-36
"334",0.02,48,"lasso",8.94602168467037e-182,1.80643815562607e-23
"335",0.02,48,"logit",5.17794065643868e-224,1.02480532856923e-34
"336",0.02,48,"bart",1.01962309726707e-236,1.70935072227629e-46
"337",0.02,49,"none",9.01079768128547e-192,1.92210739700779e-29
"338",0.02,49,"rake",3.88578525314162e-218,1.97905951341125e-27
"339",0.02,49,"strat",3.56462935621841e-222,6.38523084311384e-40
"340",0.02,49,"calib",7.48871744983531e-235,1.54924906657222e-37
"341",0.02,49,"lasso",7.44994103977363e-208,1.35675952385264e-35
"342",0.02,49,"logit",6.49620680443882e-230,2.62181048007791e-27
"343",0.02,49,"bart",1.28303403716078e-239,1.04508061105602e-45
"344",0.02,50,"none",1.02827317878581e-197,2.73155363157981e-28
"345",0.02,50,"rake",4.76212055938353e-220,8.7225573018151e-32
"346",0.02,50,"strat",9.2883779230635e-235,3.02783660525884e-38
"347",0.02,50,"calib",4.24692552646608e-205,1.76904897099851e-32
"348",0.02,50,"lasso",7.72899318713472e-223,9.35142134210798e-34
"349",0.02,50,"logit",1.65721150351834e-220,9.9324724327042e-32
"350",0.02,50,"bart",1.08523476911692e-226,2.82142038974402e-40
"351",0.02,51,"none",9.25214130892083e-212,8.03086255089579e-34
"352",0.02,51,"rake",1.665727129689e-247,1.29955377966641e-40
"353",0.02,51,"strat",4.94599131460852e-240,1.22411201262592e-35
"354",0.02,51,"calib",1.55545218436855e-229,1.77042398008649e-51
"355",0.02,51,"lasso",7.1582355807653e-226,2.32737241012396e-38
"356",0.02,51,"logit",5.36815174662982e-259,1.33381664472951e-42
"357",0.02,51,"bart",1.58517686008797e-242,1.81887412431224e-36
"358",0.02,52,"none",1.10120790897312e-219,1.03043165104223e-39
"359",0.02,52,"rake",2.36653667722488e-239,6.66179489569235e-45
"360",0.02,52,"strat",3.48485441423184e-229,1.72674700603694e-39
"361",0.02,52,"calib",4.56866830689212e-244,8.61519622043417e-57
"362",0.02,52,"lasso",7.41289470318892e-214,2.84547729835812e-29
"363",0.02,52,"logit",1.67838770367464e-231,4.98379246844809e-43
"364",0.02,52,"bart",2.71441344364586e-234,4.22270855248131e-40
"365",0.02,53,"none",4.7964686774217e-198,5.53814810972906e-28
"366",0.02,53,"rake",2.08535137829548e-233,2.98348831101473e-34
"367",0.02,53,"strat",1.52702797487378e-228,1.77295084801897e-36
"368",0.02,53,"calib",8.26200867513709e-239,8.76979065191077e-33
"369",0.02,53,"lasso",1.92184422903241e-198,9.43729793479018e-28
"370",0.02,53,"logit",9.80081758971735e-200,5.50957078409647e-29
"371",0.02,53,"bart",1.37088429027727e-244,4.65898243437922e-44
"372",0.02,54,"none",3.01828938760947e-188,6.96007395768517e-27
"373",0.02,54,"rake",1.64960958937161e-197,2.12039281793829e-22
"374",0.02,54,"strat",3.97195418281395e-200,1.58908351017137e-23
"375",0.02,54,"calib",4.19772950286472e-221,2.8675348287071e-31
"376",0.02,54,"lasso",3.55054703082549e-177,1.26915792113896e-17
"377",0.02,54,"logit",1.43917807858682e-195,1.53132109323609e-23
"378",0.02,54,"bart",1.3186676011524e-218,1.23853933244316e-28
"379",0.02,55,"none",4.20435522113292e-195,1.12900144396319e-24
"380",0.02,55,"rake",9.90920473357113e-234,1.80916987883847e-38
"381",0.02,55,"strat",1.55613367352387e-227,1.35714388565862e-31
"382",0.02,55,"calib",1.38970957902503e-239,1.31990729842808e-26
"383",0.02,55,"lasso",1.62053309279953e-223,1.23648541646927e-32
"384",0.02,55,"logit",6.19254381453177e-225,1.82289113710499e-30
"385",0.02,55,"bart",2.68107702118691e-244,3.00645270280179e-38
"386",0.02,56,"none",1.51157250605904e-192,1.49987650075342e-25
"387",0.02,56,"rake",4.48706451950527e-214,9.65614912345519e-29
"388",0.02,56,"strat",1.07558306682454e-214,3.97314300085634e-26
"389",0.02,56,"calib",1.69082506848564e-173,9.50107503558677e-18
"390",0.02,56,"lasso",2.90997061086167e-192,1.06786164361703e-24
"391",0.02,56,"logit",2.57312964931097e-215,2.88889286166874e-26
"392",0.02,56,"bart",6.16179165389364e-219,6.85196239429142e-33
"393",0.02,57,"none",4.68440798206325e-201,2.70487750065217e-30
"394",0.02,57,"rake",4.49754321454668e-243,1.194471543119e-50
"395",0.02,57,"strat",6.01361545034692e-227,4.58931138199269e-38
"396",0.02,57,"calib",2.90409310572519e-239,2.1921876476393e-46
"397",0.02,57,"lasso",2.33236771925281e-227,1.12890227592446e-42
"398",0.02,57,"logit",4.68172991122095e-240,1.28993308141236e-44
"399",0.02,57,"bart",3.44958419146499e-238,1.93865750940363e-34
