"","prop_sampled","sim_num","method","(Intercept)","age"
"1",0.25,1,"none",0,0
"2",0.25,1,"rake",0,0
"3",0.25,1,"strat",0,0
"4",0.25,1,"calib",0,0
"5",0.25,1,"lasso",0,0
"6",0.25,1,"logit",0,4.80014418873521e-319
"7",0.25,1,"bart",0,0
"8",0.25,2,"none",0,0
"9",0.25,2,"rake",0,0
"10",0.25,2,"strat",0,0
"11",0.25,2,"calib",0,0
"12",0.25,2,"lasso",0,0
"13",0.25,2,"logit",0,0
"14",0.25,2,"bart",0,0
"15",0.25,3,"none",0,0
"16",0.25,3,"rake",0,0
"17",0.25,3,"strat",0,0
"18",0.25,3,"calib",0,0
"19",0.25,3,"lasso",0,0
"20",0.25,3,"logit",0,0
"21",0.25,3,"bart",0,0
"22",0.25,4,"none",0,0
"23",0.25,4,"rake",0,0
"24",0.25,4,"strat",0,0
"25",0.25,4,"calib",0,0
"26",0.25,4,"lasso",0,0
"27",0.25,4,"logit",0,0
"28",0.25,4,"bart",0,0
"29",0.25,5,"none",0,0
"30",0.25,5,"rake",0,0
"31",0.25,5,"strat",0,0
"32",0.25,5,"calib",0,0
"33",0.25,5,"lasso",0,0
"34",0.25,5,"logit",0,0
"35",0.25,5,"bart",0,0
"36",0.25,6,"none",0,0
"37",0.25,6,"rake",0,0
"38",0.25,6,"strat",0,0
"39",0.25,6,"calib",0,0
"40",0.25,6,"lasso",0,0
"41",0.25,6,"logit",0,0
"42",0.25,6,"bart",0,0
"43",0.25,7,"none",0,0
"44",0.25,7,"rake",0,0
"45",0.25,7,"strat",0,0
"46",0.25,7,"calib",0,0
"47",0.25,7,"lasso",0,0
"48",0.25,7,"logit",0,0
"49",0.25,7,"bart",0,0
"50",0.25,8,"none",0,0
"51",0.25,8,"rake",0,0
"52",0.25,8,"strat",0,0
"53",0.25,8,"calib",0,0
"54",0.25,8,"lasso",0,0
"55",0.25,8,"logit",0,0
"56",0.25,8,"bart",0,0
"57",0.25,9,"none",0,0
"58",0.25,9,"rake",0,0
"59",0.25,9,"strat",0,0
"60",0.25,9,"calib",0,0
"61",0.25,9,"lasso",0,0
"62",0.25,9,"logit",0,0
"63",0.25,9,"bart",0,0
"64",0.25,10,"none",0,0
"65",0.25,10,"rake",0,0
"66",0.25,10,"strat",0,0
"67",0.25,10,"calib",0,0
"68",0.25,10,"lasso",0,0
"69",0.25,10,"logit",0,0
"70",0.25,10,"bart",0,0
"71",0.25,11,"none",0,0
"72",0.25,11,"rake",0,0
"73",0.25,11,"strat",0,0
"74",0.25,11,"calib",0,0
"75",0.25,11,"lasso",0,0
"76",0.25,11,"logit",0,1.21660918152543e-265
"77",0.25,11,"bart",0,0
"78",0.25,12,"none",0,0
"79",0.25,12,"rake",0,0
"80",0.25,12,"strat",0,0
"81",0.25,12,"calib",0,0
"82",0.25,12,"lasso",0,0
"83",0.25,12,"logit",0,0
"84",0.25,12,"bart",0,0
"85",0.25,13,"none",0,0
"86",0.25,13,"rake",0,0
"87",0.25,13,"strat",0,0
"88",0.25,13,"calib",0,0
"89",0.25,13,"lasso",0,0
"90",0.25,13,"logit",0,2.76676761671098e-322
"91",0.25,13,"bart",0,0
"92",0.25,14,"none",0,0
"93",0.25,14,"rake",0,0
"94",0.25,14,"strat",0,0
"95",0.25,14,"calib",0,0
"96",0.25,14,"lasso",0,0
"97",0.25,14,"logit",0,0
"98",0.25,14,"bart",0,0
"99",0.25,15,"none",0,0
"100",0.25,15,"rake",0,0
"101",0.25,15,"strat",0,0
"102",0.25,15,"calib",0,0
"103",0.25,15,"lasso",0,0
"104",0.25,15,"logit",0,0
"105",0.25,15,"bart",0,0
"106",0.25,16,"none",0,0
"107",0.25,16,"rake",0,0
"108",0.25,16,"strat",0,0
"109",0.25,16,"calib",0,0
"110",0.25,16,"lasso",0,0
"111",0.25,16,"logit",0,0
"112",0.25,16,"bart",0,0
"113",0.25,17,"none",0,0
"114",0.25,17,"rake",0,0
"115",0.25,17,"strat",0,0
"116",0.25,17,"calib",0,0
"117",0.25,17,"lasso",0,0
"118",0.25,17,"logit",0,0
"119",0.25,17,"bart",0,0
"120",0.25,18,"none",0,0
"121",0.25,18,"rake",0,0
"122",0.25,18,"strat",0,0
"123",0.25,18,"calib",0,0
"124",0.25,18,"lasso",0,0
"125",0.25,18,"logit",0,0
"126",0.25,18,"bart",0,0
"127",0.25,19,"none",0,0
"128",0.25,19,"rake",0,0
"129",0.25,19,"strat",0,0
"130",0.25,19,"calib",0,0
"131",0.25,19,"lasso",0,0
"132",0.25,19,"logit",0,6.80548526996865e-268
"133",0.25,19,"bart",0,0
"134",0.25,20,"none",0,0
"135",0.25,20,"rake",0,0
"136",0.25,20,"strat",0,0
"137",0.25,20,"calib",0,0
"138",0.25,20,"lasso",0,0
"139",0.25,20,"logit",0,1.13608471525602e-207
"140",0.25,20,"bart",0,0
"141",0.25,21,"none",0,0
"142",0.25,21,"rake",0,0
"143",0.25,21,"strat",0,0
"144",0.25,21,"calib",0,0
"145",0.25,21,"lasso",0,0
"146",0.25,21,"logit",0,0
"147",0.25,21,"bart",0,0
"148",0.25,22,"none",0,0
"149",0.25,22,"rake",0,0
"150",0.25,22,"strat",0,0
"151",0.25,22,"calib",0,0
"152",0.25,22,"lasso",0,0
"153",0.25,22,"logit",0,0
"154",0.25,22,"bart",0,0
"155",0.25,23,"none",0,0
"156",0.25,23,"rake",0,0
"157",0.25,23,"strat",0,0
"158",0.25,23,"calib",0,0
"159",0.25,23,"lasso",0,0
"160",0.25,23,"logit",0,0
"161",0.25,23,"bart",0,0
"162",0.25,24,"none",0,0
"163",0.25,24,"rake",0,0
"164",0.25,24,"strat",0,0
"165",0.25,24,"calib",0,0
"166",0.25,24,"lasso",0,0
"167",0.25,24,"logit",0,0
"168",0.25,24,"bart",0,0
"169",0.25,25,"none",0,0
"170",0.25,25,"rake",0,0
"171",0.25,25,"strat",0,0
"172",0.25,25,"calib",0,0
"173",0.25,25,"lasso",0,0
"174",0.25,25,"logit",0,0
"175",0.25,25,"bart",0,0
"176",0.25,26,"none",0,0
"177",0.25,26,"rake",0,0
"178",0.25,26,"strat",0,0
"179",0.25,26,"calib",0,0
"180",0.25,26,"lasso",0,0
"181",0.25,26,"logit",0,7.11888204603544e-263
"182",0.25,26,"bart",0,0
"183",0.25,27,"none",0,0
"184",0.25,27,"rake",0,0
"185",0.25,27,"strat",0,0
"186",0.25,27,"calib",0,0
"187",0.25,27,"lasso",0,0
"188",0.25,27,"logit",0,0
"189",0.25,27,"bart",0,0
"190",0.25,28,"none",0,0
"191",0.25,28,"rake",0,0
"192",0.25,28,"strat",0,0
"193",0.25,28,"calib",0,0
"194",0.25,28,"lasso",0,0
"195",0.25,28,"logit",0,0
"196",0.25,28,"bart",0,0
"197",0.25,29,"none",0,0
"198",0.25,29,"rake",0,0
"199",0.25,29,"strat",0,0
"200",0.25,29,"calib",0,0
"201",0.25,29,"lasso",0,0
"202",0.25,29,"logit",0,0
"203",0.25,29,"bart",0,0
"204",0.25,30,"none",0,0
"205",0.25,30,"rake",0,0
"206",0.25,30,"strat",0,0
"207",0.25,30,"calib",0,0
"208",0.25,30,"lasso",0,0
"209",0.25,30,"logit",0,0
"210",0.25,30,"bart",0,0
"211",0.25,31,"none",0,0
"212",0.25,31,"rake",0,0
"213",0.25,31,"strat",0,0
"214",0.25,31,"calib",0,0
"215",0.25,31,"lasso",0,1.18575755001899e-322
"216",0.25,31,"logit",0,0
"217",0.25,31,"bart",0,0
"218",0.25,32,"none",0,0
"219",0.25,32,"rake",0,0
"220",0.25,32,"strat",0,0
"221",0.25,32,"calib",0,0
"222",0.25,32,"lasso",0,0
"223",0.25,32,"logit",0,0
"224",0.25,32,"bart",0,0
"225",0.25,33,"none",0,0
"226",0.25,33,"rake",0,0
"227",0.25,33,"strat",0,0
"228",0.25,33,"calib",0,0
"229",0.25,33,"lasso",0,0
"230",0.25,33,"logit",0,0
"231",0.25,33,"bart",0,0
"232",0.25,34,"none",0,0
"233",0.25,34,"rake",0,0
"234",0.25,34,"strat",0,0
"235",0.25,34,"calib",0,0
"236",0.25,34,"lasso",0,0
"237",0.25,34,"logit",0,0
"238",0.25,34,"bart",0,0
"239",0.25,35,"none",0,0
"240",0.25,35,"rake",0,0
"241",0.25,35,"strat",0,0
"242",0.25,35,"calib",0,0
"243",0.25,35,"lasso",0,0
"244",0.25,35,"logit",0,0
"245",0.25,35,"bart",0,0
"246",0.25,36,"none",0,0
"247",0.25,36,"rake",0,0
"248",0.25,36,"strat",0,0
"249",0.25,36,"calib",0,0
"250",0.25,36,"lasso",0,0
"251",0.25,36,"logit",0,0
"252",0.25,36,"bart",0,0
"253",0.25,37,"none",0,0
"254",0.25,37,"rake",0,0
"255",0.25,37,"strat",0,0
"256",0.25,37,"calib",0,0
"257",0.25,37,"lasso",0,0
"258",0.25,37,"logit",0,0
"259",0.25,37,"bart",0,0
"260",0.25,38,"none",0,0
"261",0.25,38,"rake",0,0
"262",0.25,38,"strat",0,0
"263",0.25,38,"calib",0,0
"264",0.25,38,"lasso",0,0
"265",0.25,38,"logit",0,0
"266",0.25,38,"bart",0,0
"267",0.25,39,"none",0,0
"268",0.25,39,"rake",0,0
"269",0.25,39,"strat",0,0
"270",0.25,39,"calib",0,0
"271",0.25,39,"lasso",0,0
"272",0.25,39,"logit",0,0
"273",0.25,39,"bart",0,0
"274",0.25,40,"none",0,0
"275",0.25,40,"rake",0,0
"276",0.25,40,"strat",0,0
"277",0.25,40,"calib",0,0
"278",0.25,40,"lasso",0,0
"279",0.25,40,"logit",0,3.68064285467299e-277
"280",0.25,40,"bart",0,0
"281",0.25,41,"none",0,0
"282",0.25,41,"rake",0,0
"283",0.25,41,"strat",0,0
"284",0.25,41,"calib",0,0
"285",0.25,41,"lasso",0,0
"286",0.25,41,"logit",0,0
"287",0.25,41,"bart",0,0
"288",0.25,42,"none",0,0
"289",0.25,42,"rake",0,0
"290",0.25,42,"strat",0,0
"291",0.25,42,"calib",0,0
"292",0.25,42,"lasso",0,0
"293",0.25,42,"logit",0,0
"294",0.25,42,"bart",0,0
"295",0.25,43,"none",0,0
"296",0.25,43,"rake",0,0
"297",0.25,43,"strat",0,0
"298",0.25,43,"calib",0,0
"299",0.25,43,"lasso",0,0
"300",0.25,43,"logit",0,0
"301",0.25,43,"bart",0,0
"302",0.25,44,"none",0,0
"303",0.25,44,"rake",0,0
"304",0.25,44,"strat",0,0
"305",0.25,44,"calib",0,0
"306",0.25,44,"lasso",0,0
"307",0.25,44,"logit",0,0
"308",0.25,44,"bart",0,0
"309",0.25,45,"none",0,0
"310",0.25,45,"rake",0,0
"311",0.25,45,"strat",0,0
"312",0.25,45,"calib",0,0
"313",0.25,45,"lasso",0,0
"314",0.25,45,"logit",0,0
"315",0.25,45,"bart",0,0
"316",0.25,46,"none",0,0
"317",0.25,46,"rake",0,0
"318",0.25,46,"strat",0,0
"319",0.25,46,"calib",0,0
"320",0.25,46,"lasso",0,0
"321",0.25,46,"logit",0,0
"322",0.25,46,"bart",0,0
"323",0.25,47,"none",0,0
"324",0.25,47,"rake",0,0
"325",0.25,47,"strat",0,0
"326",0.25,47,"calib",0,0
"327",0.25,47,"lasso",0,0
"328",0.25,47,"logit",0,0
"329",0.25,47,"bart",0,0
"330",0.25,48,"none",0,0
"331",0.25,48,"rake",0,0
"332",0.25,48,"strat",0,0
"333",0.25,48,"calib",0,0
