"","prop_sampled","sim_num","method","(Intercept)","age"
"1",0.1,1,"none",0,6.17103729446564e-154
"2",0.1,1,"rake",0,6.7842449650031e-160
"3",0.1,1,"strat",0,3.4460236595623e-180
"4",0.1,1,"calib",0,8.62050171857453e-236
"5",0.1,1,"lasso",0,1.00127322979189e-124
"6",0.1,1,"logit",0,6.11070012887703e-148
"7",0.1,1,"bart",0,2.16162133396931e-217
"8",0.1,2,"none",0,1.06504420692412e-156
"9",0.1,2,"rake",0,2.53983896203267e-175
"10",0.1,2,"strat",0,1.277904942739e-186
"11",0.1,2,"calib",0,4.5444130379674e-173
"12",0.1,2,"lasso",0,4.3231334390178e-162
"13",0.1,2,"logit",0,5.72979152441846e-166
"14",0.1,2,"bart",0,2.72984316775866e-190
"15",0.1,3,"none",0,1.03127850776548e-146
"16",0.1,3,"rake",0,2.69850053454451e-184
"17",0.1,3,"strat",0,5.07425119456012e-173
"18",0.1,3,"calib",0,2.11999055622452e-192
"19",0.1,3,"lasso",0,6.02542875678576e-166
"20",0.1,3,"logit",0,2.29616637391016e-149
"21",0.1,3,"bart",0,7.73755501795388e-166
"22",0.1,4,"none",0,4.10656992094598e-140
"23",0.1,4,"rake",0,7.42448543562315e-156
"24",0.1,4,"strat",0,1.34712631274376e-174
"25",0.1,4,"calib",0,8.16129869026777e-204
"26",0.1,4,"lasso",0,1.42162009280907e-138
"27",0.1,4,"logit",0,0
"28",0.1,4,"bart",0,7.26930163188181e-167
"29",0.1,5,"none",0,1.67808683709514e-161
"30",0.1,5,"rake",0,2.25739483356836e-190
"31",0.1,5,"strat",0,6.48587793450203e-201
"32",0.1,5,"calib",0,1.69046158676481e-121
"33",0.1,5,"lasso",0,3.37337764831466e-176
"34",0.1,5,"logit",0,2.82534757947646e-196
"35",0.1,5,"bart",0,4.11954913452357e-204
"36",0.1,6,"none",0,2.30741039911869e-137
"37",0.1,6,"rake",0,7.37188761833578e-166
"38",0.1,6,"strat",0,7.86581352617316e-172
"39",0.1,6,"calib",0,1.02560093172754e-169
"40",0.1,6,"lasso",0,2.71705128395481e-139
"41",0.1,6,"logit",0,5.30190052184574e-140
"42",0.1,6,"bart",0,1.4381299678206e-154
"43",0.1,7,"none",0,1.94388550502248e-160
"44",0.1,7,"rake",0,1.35124158202886e-191
"45",0.1,7,"strat",0,3.03129613256501e-205
"46",0.1,7,"calib",0,1.55334239601043e-190
"47",0.1,7,"lasso",0,3.04809639586455e-177
"48",0.1,7,"logit",0,8.0994203207857e-198
"49",0.1,7,"bart",0,1.73256283631113e-193
"50",0.1,8,"none",0,3.79662992587738e-140
"51",0.1,8,"rake",0,2.09414786848941e-141
"52",0.1,8,"strat",0,4.25871004628879e-176
"53",0.1,8,"calib",0,1.10328740090159e-168
"54",0.1,8,"lasso",0,4.8373828912918e-133
"55",0.1,8,"logit",0,5.19262317905922e-131
"56",0.1,8,"bart",0,8.28219031792915e-172
"57",0.1,9,"none",0,1.74380456367659e-142
"58",0.1,9,"rake",0,3.81155531537704e-179
"59",0.1,9,"strat",0,5.81273848541714e-179
"60",0.1,9,"calib",0,6.25194470547589e-142
"61",0.1,9,"lasso",0,5.52554745685542e-142
"62",0.1,9,"logit",0,6.3910303246215e-66
"63",0.1,9,"bart",0,1.67335950722198e-188
"64",0.1,10,"none",0,6.67009173005425e-138
"65",0.1,10,"rake",0,7.52906333310621e-144
"66",0.1,10,"strat",0,2.78387765445373e-167
"67",0.1,10,"calib",0,1.0622211848815e-102
"68",0.1,10,"lasso",0,7.18018589579303e-175
"69",0.1,10,"logit",0,1.86958743968969e-113
"70",0.1,10,"bart",0,4.65282509814957e-193
"71",0.1,11,"none",0,1.40141674232659e-144
"72",0.1,11,"rake",0,3.02601851749074e-144
"73",0.1,11,"strat",0,7.99899911218488e-155
"74",0.1,11,"calib",0,6.22560280283887e-177
"75",0.1,11,"lasso",0,7.02797488613154e-162
"76",0.1,11,"logit",0,1.2057699544241e-141
"77",0.1,11,"bart",0,3.20844651469833e-178
"78",0.1,12,"none",0,1.40526261485485e-151
"79",0.1,12,"rake",0,1.41414109119077e-178
"80",0.1,12,"strat",0,2.7468007422719e-193
"81",0.1,12,"calib",0,1.64186983450027e-141
"82",0.1,12,"lasso",0,3.23360041740835e-171
"83",0.1,12,"logit",0,1.12874505742368e-172
"84",0.1,12,"bart",0,8.9273871387361e-195
"85",0.1,13,"none",0,5.35236229266274e-147
"86",0.1,13,"rake",0,1.91148938317688e-119
"87",0.1,13,"strat",0,5.75572265566957e-165
"88",0.1,13,"calib",0,6.45687741731635e-238
"89",0.1,13,"lasso",0,1.08069875104283e-151
"90",0.1,13,"logit",0,1.09355105573371e-75
"91",0.1,13,"bart",0,5.05587443237183e-195
"92",0.1,14,"none",0,8.62272338460576e-157
"93",0.1,14,"rake",0,2.55684637320791e-178
"94",0.1,14,"strat",0,8.84748168524265e-202
"95",0.1,14,"calib",0,1.8377966540781e-251
"96",0.1,14,"lasso",0,3.57194693909443e-173
"97",0.1,14,"logit",0,3.41300742252755e-217
"98",0.1,14,"bart",0,1.69536137777786e-198
"99",0.1,15,"none",0,9.64516401795038e-164
"100",0.1,15,"rake",0,5.27109133313826e-199
"101",0.1,15,"strat",0,7.21332504693998e-196
"102",0.1,15,"calib",0,1.39782703912848e-200
"103",0.1,15,"lasso",0,2.24272930814927e-170
"104",0.1,15,"logit",0,2.61214624051158e-193
"105",0.1,15,"bart",0,5.09471137697242e-197
"106",0.1,16,"none",0,1.08481659092104e-152
"107",0.1,16,"rake",0,9.20498413168452e-181
"108",0.1,16,"strat",0,1.27544887595198e-201
"109",0.1,16,"calib",0,1.10183909284016e-213
"110",0.1,16,"lasso",0,6.80268459272681e-167
