"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.05,1,"none",1910958.19172367,-6376.21895129681,-1060.12283379723,75914.9559999595
"2",0.05,1,"rake",1917889.91406104,-6536.51502032703,-1220.41890282745,82846.6783373337
"3",0.05,1,"strat",1902886.15329401,-6265.84612247459,-949.750004975014,67842.917570309
"4",0.05,1,"calib",1969189.35937374,-7243.75623294319,-1927.66011544361,134146.123650029
"5",0.05,1,"lasso",1913590.20814769,-6427.84926281509,-1111.75314531551,78546.972423987
"6",0.05,1,"logit",2010852.29014838,-7837.15826330926,-2521.06214580968,175809.054424674
"7",0.05,1,"bart",1892566.76084404,-6071.15173038899,-755.055612889406,57523.5251203303
"8",0.05,2,"none",1891973.20029078,-6122.54654331171,-806.450425812134,56929.9645670762
"9",0.05,2,"rake",1861541.62108799,-5693.73515304141,-377.639035541833,26498.3853642864
"10",0.05,2,"strat",1896743.53889453,-6210.37172317637,-894.275605676795,61700.3031708233
"11",0.05,2,"calib",1827005.0108265,-5176.54888391898,139.5472335806,-8038.22489720117
"12",0.05,2,"lasso",1881099.08529645,-6013.08806337129,-696.991945871708,46055.8495727449
"13",0.05,2,"logit",1861794.23235721,-5701.7717019661,-385.67558446652,26750.9966334994
"14",0.05,2,"bart",1925382.71353822,-6607.77280011921,-1291.67668261963,90339.4778145165
"15",0.05,3,"none",1908839.36844086,-6379.86712848636,-1063.77101098678,73796.1327171547
"16",0.05,3,"rake",1861622.52102254,-5703.02972744038,-386.933609940796,26579.2852988308
"17",0.05,3,"strat",1888472.39066128,-6088.85142237812,-772.755304878539,53429.1549375709
"18",0.05,3,"calib",1879560.1187486,-5887.59769466165,-571.501577162072,44516.8830248895
"19",0.05,3,"lasso",1879114.58885774,-5951.38135142564,-635.285233926061,44071.3531340382
"20",0.05,3,"logit",1865655.93720138,-5791.25959959849,-475.163482098907,30612.701477679
"21",0.05,3,"bart",1890843.19847834,-6091.02538950205,-774.929272002469,55799.96275463
"22",0.05,4,"none",1867109.93120565,-5698.86434554532,-382.768228045744,32066.6954819474
"23",0.05,4,"rake",1874106.49604446,-5864.18837734936,-548.092259849785,39063.2603207566
"24",0.05,4,"strat",1873182.73388588,-5797.7490362588,-481.652918759216,38139.4981621699
"25",0.05,4,"calib",1896369.3562303,-6150.42775532546,-834.331637825881,61326.1205065916
"26",0.05,4,"lasso",1860002.16872685,-5626.88350045771,-310.787382958133,24958.9330031462
"27",0.05,4,"logit",1817785.00885031,-5035.40554266291,280.690574836666,-17258.2268734002
"28",0.05,4,"bart",1886952.96779098,-6004.32058908376,-688.224471584177,51909.7320672772
"29",0.05,5,"none",1898801.16609481,-6197.39095516533,-881.29483766575,63757.9303711001
"30",0.05,5,"rake",1884262.51312864,-5980.96665603014,-664.87053853056,49219.2774049349
"31",0.05,5,"strat",1879149.97069703,-5897.07721383823,-580.981096338648,44106.7349733219
"32",0.05,5,"calib",1873093.568427,-5815.34422199749,-499.248104497915,38050.3327032933
"33",0.05,5,"lasso",1874442.97678224,-5839.97060873314,-523.874491233565,39399.7410585296
"34",0.05,5,"logit",1875695.35411591,-5856.64048074643,-540.544363246849,40652.1183922056
"35",0.05,5,"bart",1900436.01545162,-6215.10490648832,-899.008788988744,65392.7797279118
"36",0.05,6,"none",1855214.49556388,-5549.60101892983,-233.504901430249,20171.2598401776
"37",0.05,6,"rake",1804178.27573843,-4820.89967058501,495.196446914568,-30864.9599852737
"38",0.05,6,"strat",1811609.81507837,-4893.79394810685,422.302169392734,-23433.4206453343
"39",0.05,6,"calib",1854449.19226988,-5597.09999020739,-281.003872707811,19405.9565461774
"40",0.05,6,"lasso",1851053.93688277,-5476.96280445796,-160.866686958383,16010.701159067
"41",0.05,6,"logit",1777423.85278469,-4448.44599757346,867.650119926123,-57619.3829390111
"42",0.05,6,"bart",1810946.14259715,-4855.41364952068,460.682467978901,-24097.093126555
"43",0.05,7,"none",1889643.07412826,-6060.2170865271,-744.12096902752,54599.8384045556
"44",0.05,7,"rake",1891415.39665424,-6116.60887008705,-800.512752587471,56372.1609305332
"45",0.05,7,"strat",1898886.52155762,-6208.25484638947,-892.158728889892,63843.2858339152
"46",0.05,7,"calib",1876686.57192369,-5906.49421889228,-590.398101392702,41643.3361999821
"47",0.05,7,"lasso",1877724.22551855,-5895.22364118158,-579.127523682003,42680.9897948394
"48",0.05,7,"logit",1893571.9664956,-6157.03942285,-840.943305350418,58528.7307718939
"49",0.05,7,"bart",1906924.69404778,-6298.9277930671,-982.831675567521,71881.4583240694
"50",0.05,8,"none",1880928.65692912,-5962.55504424571,-646.458926746126,45885.4212054159
"51",0.05,8,"rake",1851370.41581336,-5590.05106969074,-273.954952191166,16327.1800896539
"52",0.05,8,"strat",1893958.61505448,-6176.20922316131,-860.113105661734,58915.3793307729
"53",0.05,8,"calib",1873541.42696781,-5891.03079680877,-574.934679309186,38498.1912441074
"54",0.05,8,"lasso",1876601.20964847,-5890.51600559405,-574.41988809447,41557.9739247598
"55",0.05,8,"logit",1865592.23097015,-5809.023126808,-492.927009308419,30548.9952464446
"56",0.05,8,"bart",1888710.68661804,-6060.69665300044,-744.600535500861,53667.4508943306
"57",0.05,9,"none",1882397.46025549,-5986.58998853459,-670.493871035011,47354.224531783
"58",0.05,9,"rake",1856916.26543735,-5620.29671890283,-304.200601403247,21873.0297136409
"59",0.05,9,"strat",1871747.13159301,-5827.79457214233,-511.69845464275,36703.895869304
"60",0.05,9,"calib",1880063.18471534,-5968.62306709757,-652.526949597996,45019.9489916328
"61",0.05,9,"lasso",1890466.02225778,-6108.71804422566,-792.621926726078,55422.7865340745
"62",0.05,9,"logit",1892539.5303957,-6160.52253546694,-844.426417967356,57496.294671989
"63",0.05,9,"bart",1830553.28959718,-5222.06922989175,94.0268876078271,-4489.9461265225
"64",0.05,10,"none",1868795.47366711,-5802.46477448099,-486.368656981409,33752.2379434071
"65",0.05,10,"rake",1843549.86090437,-5462.5649748836,-146.468857384017,8506.62518066191
"66",0.05,10,"strat",1800220.59724296,-4763.94157475351,552.154542746071,-34822.6384807425
"67",0.05,10,"calib",1870445.24257309,-5871.61094401765,-555.514826518068,35402.0068493877
"68",0.05,10,"lasso",1880627.36197657,-5963.18118397468,-647.085066475101,45584.1262528684
"69",0.05,10,"logit",1819236.98689987,-5049.05721704597,267.038900453611,-15806.2488238397
"70",0.05,10,"bart",1816013.46697163,-4956.01712148422,360.078996015356,-19029.7687520739
"71",0.05,11,"none",1890900.66517564,-6096.15745900312,-780.061341503541,55857.429451932
"72",0.05,11,"rake",1834727.80802181,-5306.67017128569,9.42594621388525,-315.427701893961
"73",0.05,11,"strat",1882560.74755057,-5994.24784855536,-678.151731055779,47517.5118268621
"74",0.05,11,"calib",1808592.89593695,-4970.02475927745,346.071358222127,-26450.3397867582
"75",0.05,11,"lasso",1891263.24113836,-6104.43984958572,-788.343732086139,56220.0054146526
"76",0.05,11,"logit",1750894.05561437,-4071.23040634326,1244.86571115632,-84149.1801093379
"77",0.05,11,"bart",1884574.32573397,-6020.51809487872,-704.421977379142,49531.0900102688
"78",0.05,12,"none",1849648.02155442,-5436.59853598108,-120.502418481506,14604.7858307185
"79",0.05,12,"rake",1814876.98245337,-5002.03415061179,314.061966887785,-20166.253270335
"80",0.05,12,"strat",1802891.9308005,-4749.41792539046,566.678192109121,-32151.3049232028
"81",0.05,12,"calib",1862313.94277546,-5718.87237205715,-402.776254557574,27270.7070517493
"82",0.05,12,"lasso",1848910.39174918,-5460.65350999746,-144.557392497883,13867.1560254702
"83",0.05,12,"logit",1811925.99568488,-4933.06781875404,383.028298745537,-23117.2400388219
"84",0.05,12,"bart",1766304.60303042,-4202.61122613054,1113.48489136904,-68738.6326932891
"85",0.05,13,"none",1891799.25240478,-6083.54899042857,-767.452872928988,56756.0166810779
"86",0.05,13,"rake",1857043.16265564,-5616.71217483687,-300.61605733729,21999.9269319382
"87",0.05,13,"strat",1868761.58177168,-5755.66364240723,-439.567524907653,33718.3460479779
"88",0.05,13,"calib",1827870.75931977,-5081.65100108965,234.445116409926,-7172.47640393325
"89",0.05,13,"lasso",1891240.34788933,-6076.52055609614,-760.424438596559,56197.1121656212
"90",0.05,13,"logit",1801452.37597839,-4773.02175866848,543.074358831099,-33590.8597453199
"91",0.05,13,"bart",1882709.47529617,-5921.81476231939,-605.718644819812,47666.2395724677
"92",0.05,14,"none",1888184.00022821,-6044.37137637449,-728.275258874914,53140.7645045023
"93",0.05,14,"rake",1873278.70502997,-5865.68659639018,-549.590478890599,38235.4693062622
"94",0.05,14,"strat",1900126.44660934,-6217.45504134754,-901.358923847957,65083.2108856298
"95",0.05,14,"calib",1837463.96963463,-5460.28034352456,-144.184226024985,2420.73391092452
"96",0.05,14,"lasso",1876910.06171521,-5862.32272267947,-546.226605179892,41866.825991506
"97",0.05,14,"logit",1806790.61267883,-4876.31585073802,439.780266761557,-28252.6230448734
"98",0.05,14,"bart",1888148.07416299,-6021.29140881368,-705.195291314105,53104.8384392862
"99",0.05,15,"none",1912251.81725839,-6425.75978501336,-1109.66366751378,77208.5815346844
"100",0.05,15,"rake",1890625.233325,-6160.84148368472,-844.745366185143,55581.9976012942
"101",0.05,15,"strat",1911424.86711254,-6437.54952022879,-1121.45340272921,76381.6313888351
"102",0.05,15,"calib",1886559.61327547,-6063.52498377541,-747.428866275835,51516.3775517601
"103",0.05,15,"lasso",1906032.11074479,-6367.7742332611,-1051.67811576152,70988.8750210814
"104",0.05,15,"logit",1927658.84047574,-6734.40943061844,-1418.31331311886,92615.6047520372
"105",0.05,15,"bart",1888940.32386233,-6056.18246452693,-740.086347027348,53897.0881386257
"106",0.05,16,"none",1856603.85419099,-5566.3714062367,-250.275288737117,21560.618467286
"107",0.05,16,"rake",1782144.94515272,-4490.53423427277,825.561883226809,-52898.2905709867
"108",0.05,16,"strat",1806666.57788783,-4821.76280000547,494.333317494111,-28376.6578358782
"109",0.05,16,"calib",1804170.56026692,-4656.12114083169,659.974976667891,-30872.6754567863
"110",0.05,16,"lasso",1807299.05456413,-4848.07159556724,468.024521932337,-27744.1811595783
"111",0.05,16,"logit",1768623.49633581,-4304.13510675568,1011.9610107439,-66419.7393879008
"112",0.05,16,"bart",1821596.21583956,-5025.22148854113,290.874628958451,-13447.0198841461
"113",0.05,17,"none",1881205.84211941,-5921.68269454569,-605.586577046111,46162.6063957019
"114",0.05,17,"rake",1906098.3180271,-6321.39311310174,-1005.29699560216,71055.0823033941
"115",0.05,17,"strat",1907042.95041606,-6303.42621562894,-987.33009812936,71999.7146923493
"116",0.05,17,"calib",1890723.48788499,-5976.60262128974,-660.50650379016,55680.2521612842
"117",0.05,17,"lasso",1882589.19423791,-6002.05760956818,-685.961492068597,47545.9585142047
"118",0.05,17,"logit",1915150.30931397,-6398.71896118959,-1082.62284369001,80107.0735902637
"119",0.05,17,"bart",1892854.50764033,-6075.84790335787,-759.751785858295,57811.2719166242
"120",0.05,18,"none",1920669.41771251,-6531.80736467283,-1215.71124717325,85626.1819888039
"121",0.05,18,"rake",1913291.15951644,-6445.78071005837,-1129.68459255879,78247.9237927382
"122",0.05,18,"strat",1930053.56285904,-6672.99178112955,-1356.89566362997,95010.3271353296
"123",0.05,18,"calib",1892394.5126877,-6019.19625372007,-703.100136220495,57351.2769639918
"124",0.05,18,"lasso",1922693.10290244,-6565.12266555084,-1249.02654805126,87649.8671787337
"125",0.05,18,"logit",1915063.53196903,-6444.89878748039,-1128.80266998081,80020.2962453286
"126",0.05,18,"bart",1924178.68056658,-6583.49457867798,-1267.3984611784,89135.4448428701
"127",0.05,19,"none",1881442.36890848,-5941.50054965728,-625.404432157704,46399.1331847706
"128",0.05,19,"rake",1885383.51718972,-5994.61267491275,-678.516557413175,50340.2814660114
"129",0.05,19,"strat",1851817.3915121,-5521.99575063764,-205.899633138057,16774.1557883944
"130",0.05,19,"calib",1791495.3381789,-4663.01883620534,653.077281294241,-43547.8975448022
"131",0.05,19,"lasso",1897793.86562497,-6179.03140444515,-862.93528694557,62750.6299012643
"132",0.05,19,"logit",1860028.99269653,-5633.44952623624,-317.353408736659,24985.7569728245
"133",0.05,19,"bart",1828574.21362195,-5155.75945206945,160.336665430133,-6469.02210175362
"134",0.05,20,"none",1906415.05167292,-6341.3042620798,-1025.20814458022,71371.8159492176
"135",0.05,20,"rake",1914160.3917346,-6469.32734755393,-1153.23123005435,79117.1560108918
"136",0.05,20,"strat",1900523.206984,-6240.17433467296,-924.078217173376,65479.9712602969
"137",0.05,20,"calib",1914841.50098448,-6577.20310200788,-1261.1069845083,79798.2652607756
"138",0.05,20,"lasso",1907787.9829971,-6352.2435813464,-1036.14746384682,72744.7472733925
"139",0.05,20,"logit",1841201.57897597,-5363.38956148132,-47.29344398174,6158.34325225931
"140",0.05,20,"bart",1894571.82741894,-6169.48140384295,-853.385286343372,59528.5916952293
"141",0.05,21,"none",1914405.41390542,-6432.3597016333,-1116.26358413372,79362.1781817162
"142",0.05,21,"rake",1900916.88327793,-6265.4793083239,-949.383190824321,65873.6475542244
"143",0.05,21,"strat",1886666.03329103,-6020.87424660952,-704.778129109941,51622.7975673247
"144",0.05,21,"calib",1938351.12837734,-6857.42539263905,-1541.32927513947,103307.89265363
"145",0.05,21,"lasso",1949999.80223759,-7007.59813091366,-1691.50201341408,114956.566513883
"146",0.05,21,"logit",1901362.91322274,-6251.75177846831,-935.655660968732,66319.6774990368
"147",0.05,21,"bart",1894232.61903709,-6132.88263491862,-816.786517419041,59189.383313383
"148",0.05,22,"none",1872446.27644544,-5839.45552167817,-523.359404178589,37403.0407217317
"149",0.05,22,"rake",1848239.18111946,-5504.52970595055,-188.433588450969,13195.9453957574
"150",0.05,22,"strat",1845518.173865,-5438.67983005001,-122.583712550427,10474.9381412962
"151",0.05,22,"calib",1954035.15450274,-6923.32317628915,-1607.22705878957,118991.918779033
"152",0.05,22,"lasso",1875105.81718396,-5859.15225940725,-543.056141907668,40062.5814602585
"153",0.05,22,"logit",1865551.48692624,-5741.99415534302,-425.898037843439,30508.2512025351
"154",0.05,22,"bart",1853274.74395055,-5540.77406758027,-224.677950080689,18231.5082268447
"155",0.05,23,"none",1877128.42189224,-5926.95209774699,-610.855980247413,42085.1861685365
"156",0.05,23,"rake",1836672.33274754,-5294.5973121608,21.4988053387788,1629.09702382958
"157",0.05,23,"strat",1850502.15830613,-5509.47633668727,-193.380219187692,15458.9225824275
"158",0.05,23,"calib",1870646.90096754,-5683.86970401476,-367.773586515183,35603.6652438315
"159",0.05,23,"lasso",1866779.49241615,-5732.91436186731,-416.818244367729,31736.2566924465
"160",0.05,23,"logit",1857194.27049647,-5636.74525441825,-320.649136918671,22151.0347727668
"161",0.05,23,"bart",1872361.9779468,-5861.08911421987,-544.992996720292,37318.7422230956
"162",0.05,24,"none",1871777.44216454,-5774.88549786011,-458.789380360534,36734.2064408325
"163",0.05,24,"rake",1869933.31139828,-5810.14722329809,-494.051105798514,34890.0756745692
"164",0.05,24,"strat",1870581.76808961,-5765.65024129116,-449.554123791577,35538.5323659028
"165",0.05,24,"calib",1932064.15335546,-6517.10331935643,-1201.00720185685,97020.9176317523
"166",0.05,24,"lasso",1887317.14647342,-5995.0670713125,-678.97095381292,52273.9107497174
