"","prop_sampled","sim_num","method","(Intercept)","age"
"1",0.01,1,"none",5.0292236554945e-93,3.71017567183466e-13
"2",0.01,1,"rake",4.93252087888791e-109,2.32786748294986e-19
"3",0.01,1,"strat",2.00908876070554e-110,4.32921699352771e-18
"4",0.01,1,"calib",5.42934400004695e-115,5.80191319839065e-30
"5",0.01,1,"lasso",5.2638477970097e-77,9.59813940137257e-10
"6",0.01,1,"logit",1.17480283690733e-108,9.72095776484388e-17
"7",0.01,1,"bart",1.98916982277896e-107,2.63001474858557e-14
"8",0.01,2,"none",1.60630412825252e-93,3.39306578359228e-14
"9",0.01,2,"rake",5.40504208505841e-100,3.45486323109639e-16
"10",0.01,2,"strat",1.36206285785296e-106,6.46870002888773e-16
"11",0.01,2,"calib",1.01350228108913e-93,1.04083035089706e-13
"12",0.01,2,"lasso",5.2982410958732e-94,6.37190815297145e-15
"13",0.01,2,"logit",5.03775117645959e-91,3.17636267781755e-11
"14",0.01,2,"bart",6.95267717782607e-106,4.79941540588856e-17
"15",0.01,3,"none",1.90619432992523e-102,2.9872001335921e-16
"16",0.01,3,"rake",8.79001335006709e-117,3.59125972781335e-25
"17",0.01,3,"strat",3.480407389131e-113,1.38190596090166e-19
"18",0.01,3,"calib",8.63979761831513e-122,1.58155332627878e-29
"19",0.01,3,"lasso",1.60435220735383e-103,6.19140395478573e-19
"20",0.01,3,"logit",1.1763641892949e-147,1.5266361294302e-14
"21",0.01,3,"bart",1.02043649040677e-117,2.30456226653676e-19
"22",0.01,4,"none",5.06228726297792e-94,2.52368064515463e-10
"23",0.01,4,"rake",7.27996360670847e-115,7.41305419801512e-10
"24",0.01,4,"strat",8.10306823974828e-110,4.23930185283546e-12
"25",0.01,4,"calib",1.77221724716486e-107,8.08862224323888e-10
"26",0.01,4,"lasso",7.77636193142262e-108,3.01083476949896e-11
"27",0.01,4,"logit",2.69469520043518e-112,9.62901767841511e-14
"28",0.01,4,"bart",4.51170135298045e-123,1.9590028839907e-16
"29",0.01,5,"none",4.26080498205041e-101,1.92297989492954e-17
"30",0.01,5,"rake",2.20525029722219e-119,3.03173718006393e-23
"31",0.01,5,"strat",3.33934341418454e-113,7.95539447407521e-22
"32",0.01,5,"calib",4.87994229106352e-120,3.82836560513739e-29
"33",0.01,5,"lasso",1.11105281031248e-112,6.70558953361576e-21
"34",0.01,5,"logit",6.73900648531218e-101,1.99483787313125e-28
"35",0.01,5,"bart",7.76650440856234e-129,1.24980597704994e-24
"36",0.01,6,"none",1.50256624325144e-97,3.18517712332178e-15
"37",0.01,6,"rake",1.27621977417433e-113,2.47242811043501e-17
"38",0.01,6,"strat",3.85173356403158e-121,8.05303884766846e-19
"39",0.01,6,"calib",5.25040520422047e-108,5.07849497064835e-22
"40",0.01,6,"lasso",3.64664482337886e-94,1.29899278737557e-14
"41",0.01,6,"logit",2.06038185415473e-114,5.52848270864176e-14
"42",0.01,6,"bart",1.91244528938695e-115,7.83823329562906e-19
"43",0.01,7,"none",1.86375503063527e-99,2.16719993973595e-16
"44",0.01,7,"rake",2.7112695706262e-111,3.2745480041895e-21
"45",0.01,7,"strat",1.29946586301216e-104,1.43692598090847e-20
