"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.25,1,"none",1876130.39136354,-5877.26152730044,-561.165409800861,41087.1556398303
"2",0.25,1,"rake",1851471.95599051,-5553.73899118785,-237.642873688275,16428.7202668083
"3",0.25,1,"strat",1844582.36762947,-5446.53526475217,-130.439147252589,9539.1319057669
"4",0.25,1,"calib",1872308.6317564,-5860.07383438551,-543.977716885935,37265.3960326989
"5",0.25,1,"lasso",1862665.77999967,-5680.2477741984,-364.151656698824,27622.5442759611
"6",0.25,1,"logit",1690669.79175195,-3136.18379973995,2179.91231775962,-144373.443971755
"7",0.25,1,"bart",1866095.63234761,-5778.37047207664,-462.274354577063,31052.3966239083
"8",0.25,2,"none",1882085.31980817,-5965.78552644871,-649.689408949135,47042.0840844591
"9",0.25,2,"rake",1880214.61311783,-5971.59814212942,-655.502024629839,45171.3773941249
"10",0.25,2,"strat",1850846.24745037,-5538.60432058686,-222.508203087278,15803.0117266602
"11",0.25,2,"calib",1892701.51939043,-6171.96027193757,-855.864154437995,57658.2836667253
"12",0.25,2,"lasso",1869831.767611,-5799.79128552294,-483.695168023364,34788.5318872971
"13",0.25,2,"logit",1880968.15301194,-5961.40208121811,-645.305963718534,45924.9172882293
"14",0.25,2,"bart",1858070.55715456,-5655.24523135741,-339.149113857833,23027.3214308582
"15",0.25,3,"none",1872646.49492793,-5824.37152762172,-508.275410122142,37603.2592042277
"16",0.25,3,"rake",1858590.91986182,-5656.88809975829,-340.791982258712,23547.6841381111
"17",0.25,3,"strat",1864312.2488898,-5702.35963921371,-386.263521714131,29269.0131660895
"18",0.25,3,"calib",1889165.23273152,-6106.26409617557,-790.167978675993,54121.9970078105
"19",0.25,3,"lasso",1872472.92464924,-5824.49240808699,-508.396290587406,37429.6889255387
"20",0.25,3,"logit",1835978.9816187,-5330.71224156668,-14.6161240671026,935.745894990396
"21",0.25,3,"bart",1860990.02009069,-5706.84707056225,-390.750953062667,25946.7843669881
"22",0.25,4,"none",1876391.71903268,-5887.31225431436,-571.216136814777,41348.4833089786
"23",0.25,4,"rake",1859874.14073536,-5678.25225450731,-362.156137007735,24830.9050116516
"24",0.25,4,"strat",1871039.86308332,-5816.47409757523,-500.377980075649,35996.6273596161
"25",0.25,4,"calib",1854774.20486325,-5597.718597359,-281.622479859418,19730.9691395448
"26",0.25,4,"lasso",1879470.76289612,-5935.4684367671,-619.372319267517,44427.5271724095
"27",0.25,4,"logit",1833778.62139945,-5297.02501953108,19.0710979685027,-1264.61432425561
"28",0.25,4,"bart",1877668.13875171,-5967.8753836049,-651.779266105324,42624.9030280048
"29",0.25,5,"none",1884963.9557432,-6034.87612954108,-718.780012041498,49920.7200194933
"30",0.25,5,"rake",1858559.69884856,-5670.90541120053,-354.80929370095,23516.4631248589
"31",0.25,5,"strat",1841804.2851897,-5428.35329118716,-112.257173687577,6761.04946599598
"32",0.25,5,"calib",1886142.47697861,-6082.16652226807,-766.070404768487,51099.241254908
"33",0.25,5,"lasso",1885053.15306608,-6037.85296600497,-721.756848505387,50009.9173423785
"34",0.25,5,"logit",1796253.65414357,-4745.63417047794,570.461947021638,-38789.5815801371
"35",0.25,5,"bart",1858117.70759531,-5679.97133360601,-363.875216106432,23074.471871603
"36",0.25,6,"none",1879794.42777726,-5920.89740492608,-604.801287426498,44751.1920535543
"37",0.25,6,"rake",1857058.36694526,-5600.74625739837,-284.650139898788,22015.1312215496
"38",0.25,6,"strat",1836204.24139667,-5302.8385721098,13.2575453897834,1161.00567296497
"39",0.25,6,"calib",1865016.90677328,-5731.70453507347,-415.608417573889,29973.6710495737
"40",0.25,6,"lasso",1882893.71873224,-5976.59252260865,-660.496405109074,47850.4830085333
"41",0.25,6,"logit",1836856.88004951,-5302.19847940859,13.8976380909926,1813.6443258028
"42",0.25,6,"bart",1846684.24213441,-5466.56234544499,-150.46622794541,11641.0064107052
"43",0.25,7,"none",1873051.45316558,-5847.46350579287,-531.367388293293,38008.2174418734
"44",0.25,7,"rake",1845470.69594577,-5477.41872313869,-161.322605639109,10427.4602220668
"45",0.25,7,"strat",1832675.13523984,-5294.22346383108,21.8726536684953,-2368.10048386501
"46",0.25,7,"calib",1829916.31517324,-5281.57661248674,34.5195050128395,-5126.92055046652
"47",0.25,7,"lasso",1877501.63810773,-5909.39196817598,-593.295850676401,42458.4023840195
"48",0.25,7,"logit",1807793.127346,-4887.81806174736,428.278055752221,-27250.1083777065
"49",0.25,7,"bart",1854646.61867038,-5534.50129339432,-218.40517589474,19603.3829466775
"50",0.25,8,"none",1888229.18901786,-6068.30499015687,-752.208872657294,53185.9532941552
"51",0.25,8,"rake",1880111.63010555,-5995.06942624723,-678.973308747655,45068.3943818449
"52",0.25,8,"strat",1873057.03266566,-5889.79854867195,-573.702431172366,38013.7969419518
"53",0.25,8,"calib",1885294.33102528,-6044.45416517878,-728.358047679206,50251.0953015755
"54",0.25,8,"lasso",1890959.75285167,-6110.10399351,-794.007876010422,55916.5171279681
"55",0.25,8,"logit",1817474.80850475,-5056.53710601703,259.559011482547,-17568.4272189531
"56",0.25,8,"bart",1869333.06404595,-5836.15738672024,-520.061269220658,34289.8283222471
"57",0.25,9,"none",1897381.62999871,-6196.98075919456,-880.884641694984,62338.3942750024
"58",0.25,9,"rake",1872449.33609382,-5867.4625347036,-551.366417204016,37406.1003701128
"59",0.25,9,"strat",1886818.01012478,-6035.61980479454,-719.523687294965,51774.7744010759
"60",0.25,9,"calib",1891067.56819821,-6150.8923475632,-834.796230063623,56024.3324745086
