"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.04,1,"none",1811634.92307967,-4960.59600401891,355.500113480667,-23408.3126440397
"2",0.04,1,"rake",1780916.35507673,-4531.989395824,784.106721675575,-54126.8806469771
"3",0.04,1,"strat",1798848.7542246,-4774.74085293469,541.355264564888,-36194.4814991062
"4",0.04,1,"calib",1936971.62917793,-6898.47602471545,-1582.37990721587,101928.393454225
"5",0.04,1,"lasso",1810591.49059697,-4971.34028281744,344.755834682143,-24451.7451267382
"6",0.04,1,"logit",1799147.9351845,-4812.93558105341,503.160536446172,-35895.3005392042
"7",0.04,1,"bart",1758102.22316338,-4134.91134101804,1181.18477648154,-76941.0125603264
"8",0.04,2,"none",1885481.00786192,-5971.97996814994,-655.883850650363,50437.7721382098
"9",0.04,2,"rake",1830233.73265323,-5261.16883338286,54.9272841167185,-4809.50307047903
"10",0.04,2,"strat",1860568.25376354,-5627.84495016695,-311.748832667369,25525.0180398347
"11",0.04,2,"calib",1921560.65578769,-6498.14740127136,-1182.05128377178,86517.4200639888
"12",0.04,2,"lasso",1849295.05417514,-5476.79597735402,-160.699859854443,14251.8184514309
"13",0.04,2,"logit",1858727.2834408,-5646.42385382347,-330.327736323889,23684.0477170898
"14",0.04,2,"bart",1870507.16459395,-5730.52930154269,-414.433184043114,35463.9288702419
"15",0.04,3,"none",1875482.22026508,-5877.83319960178,-561.7370821022,40438.9845413738
"16",0.04,3,"rake",1874205.13555287,-5878.47147492549,-562.375357425914,39161.8998291662
"17",0.04,3,"strat",1890849.3934946,-6084.54234492242,-768.446227422845,55806.1577708973
"18",0.04,3,"calib",1941902.12537454,-6859.7477153441,-1543.65159784452,106858.889650833
"19",0.04,3,"lasso",1861531.35083807,-5738.39510703149,-422.298989531909,26488.1151143645
"20",0.04,3,"logit",1803158.57729222,-4884.02278486764,432.07333263194,-31884.6584314867
"21",0.04,3,"bart",1925598.4440795,-6588.42049205248,-1272.3243745529,90555.2083557975
"22",0.04,4,"none",1882719.4911309,-5944.31267122778,-628.216553728204,47676.2554071974
"23",0.04,4,"rake",1898165.62595355,-6225.78171850526,-909.685601005677,63122.3902298403
"24",0.04,4,"strat",1899998.31460685,-6218.68242023376,-902.586302734177,64955.0788831396
"25",0.04,4,"calib",1896785.64057384,-6094.31835341023,-778.222235910646,61742.4048501297
"26",0.04,4,"lasso",1895571.09486025,-6152.74905762995,-836.652940130374,60527.8591365402
"27",0.04,4,"logit",1827429.80882691,-5190.10110595147,125.99501154811,-7613.42689680029
"28",0.04,4,"bart",1854698.04739372,-5507.32063048328,-191.224512983705,19654.811670016
"29",0.04,5,"none",1847492.40718259,-5474.78242175458,-158.686304254998,12449.171458889
"30",0.04,5,"rake",1816248.96687012,-5071.21382090187,244.882296597711,-18794.2688535815
"31",0.04,5,"strat",1819302.84097334,-5040.4162062853,275.679911214275,-15740.3947503672
"32",0.04,5,"calib",1847199.26256467,-5501.79654048681,-185.700422987232,12156.0268409683
"33",0.04,5,"lasso",1830030.07914802,-5227.88834282982,88.207774669756,-5013.15657568723
"34",0.04,5,"logit",1806199.2594217,-4965.20283077005,350.893286729528,-28843.9763020058
"35",0.04,5,"bart",1848067.04224288,-5458.06604573316,-141.96992823358,13023.8065191789
"36",0.04,6,"none",1866223.72711274,-5696.01933469492,-379.923217195336,31180.4913890294
"37",0.04,6,"rake",1875691.51473238,-5865.25190629628,-549.155788796696,40648.2790086735
"38",0.04,6,"strat",1874496.26717251,-5791.84118125748,-475.745063757896,39453.0314488036
"39",0.04,6,"calib",1812433.30553835,-4840.48107763069,475.615039868887,-22609.9301853569
"40",0.04,6,"lasso",1864534.55615325,-5638.42037471235,-322.324257212772,29491.3204295419
"41",0.04,6,"logit",1901727.56902095,-6407.08010837209,-1090.98399087251,66684.3332972424
"42",0.04,6,"bart",1864407.1884975,-5617.02877901068,-300.9326615111,29363.9527737941
"43",0.04,7,"none",1893677.26012062,-6101.05048482541,-784.954367325834,58634.0243969108
"44",0.04,7,"rake",1874005.48903862,-5881.57166663754,-565.475549137961,38962.253314913
"45",0.04,7,"strat",1851573.25024182,-5478.76973298388,-162.673615484302,16530.0145181182
"46",0.04,7,"calib",1923054.05136614,-6715.28196208095,-1399.18584458137,88010.8156424377
