"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"1",0.01,1,"none",1869818.52182815,-5796.12988087714,-480.033763377563,34775.2861044426
"2",0.01,1,"rake",1910512.67140015,-6415.55136611264,-1099.45524861306,75469.4356764415
"3",0.01,1,"strat",1888792.29955819,-6065.32308524559,-749.226967746007,53749.063834487
"4",0.01,1,"calib",2057079.01694209,-8490.51246038161,-3174.41634288203,222035.781218382
"5",0.01,1,"lasso",1894458.51380523,-6143.37384372853,-827.277726228955,59415.2780815281
"6",0.01,1,"logit",1866908.98956089,-5805.91684291247,-489.820725412887,31865.753837188
"7",0.01,1,"bart",1838315.12468796,-5288.56397247318,27.5321450263973,3271.88896425045
"8",0.01,2,"none",1889401.78927524,-6090.41480577875,-774.318688279166,54358.5535515307
"9",0.01,2,"rake",1904013.54616213,-6311.19326565197,-995.097148152392,68970.3104384241
"10",0.01,2,"strat",1876564.93318922,-5864.81267934718,-548.7165618476,41521.6974655099
"11",0.01,2,"calib",1867095.4802018,-5869.29031939676,-553.194201897181,32052.2444780921
"12",0.01,2,"lasso",1904158.15281998,-6307.91842274907,-991.822305249492,69114.9170962761
"13",0.01,2,"logit",1883345.52304101,-5649.78099406046,-333.68487656088,48302.287317303
"14",0.01,2,"bart",1896257.78408909,-6134.19222600095,-818.096108501367,61214.5483653813
"15",0.01,3,"none",1882620.41444114,-5959.90867534825,-643.812557848671,47577.1787174346
"16",0.01,3,"rake",1961114.31663234,-7177.43560782225,-1861.33949032267,126071.080908639
"17",0.01,3,"strat",1889527.40884868,-6062.69591334112,-746.599795841538,54484.173124972
"18",0.01,3,"calib",1966751.79034395,-7207.85053797371,-1891.75442047413,131708.554620244
"19",0.01,3,"lasso",1936898.58386175,-6704.25754846596,-1388.16143096638,101855.348138043
"20",0.01,3,"logit",1683637.69488204,-3196.96161758455,2119.13449991503,-151405.54084167
"21",0.01,3,"bart",1871013.58608872,-5783.95144145689,-467.855323957313,35970.3503650154
"22",0.01,4,"none",1792127.86823292,-4656.3021554003,659.793962099281,-42915.3674907822
"23",0.01,4,"rake",1710202.87184052,-3536.23226327525,1779.86385422433,-124840.363883184
"24",0.01,4,"strat",1775086.48322265,-4409.93046217433,906.165655325251,-59956.7525010596
"25",0.01,4,"calib",1702296.36976594,-3486.54764399822,1829.54847350136,-132746.865957764
"26",0.01,4,"lasso",1757179.96630306,-4175.57785018857,1140.51826731101,-77863.2694206464
"27",0.01,4,"logit",1799266.77139948,-4760.78259382741,555.313523672166,-35776.4643242282
"28",0.01,4,"bart",1795597.68448873,-4689.57516920397,626.52094829561,-39445.5512349722
"29",0.01,5,"none",1911800.04372865,-6401.94511182333,-1085.84899432375,76756.808004942
"30",0.01,5,"rake",1916234.51182082,-6495.37184715404,-1179.27572965446,81191.2760971137
"31",0.01,5,"strat",1923910.07433533,-6547.80321127771,-1231.70709377813,88866.8386116284
"32",0.01,5,"calib",2035202.36784165,-8100.80749002108,-2784.7113725215,200159.132117946
"33",0.01,5,"lasso",1903603.00556191,-6329.80709730015,-1013.71097980057,68559.769838203
"34",0.01,5,"logit",2142065.68022981,-10059.3193035871,-4743.22318608749,307022.444506103
"35",0.01,5,"bart",1893732.260564,-6043.4848664228,-727.388748923217,58689.0248402981
"36",0.01,6,"none",1876880.70067535,-6026.0207955288,-709.924678029216,41837.4649516479
"37",0.01,6,"rake",1841424.55963121,-5475.38895724972,-159.292839750137,6381.32390750642
"38",0.01,6,"strat",1838708.1993555,-5424.32771782537,-108.231600325787,3664.96363179316
"39",0.01,6,"calib",1931252.73495564,-6913.82509488711,-1597.72897738753,96209.4992319364
