"","prop_sampled","sim_num","method","(Intercept)","age_sq"
"1",0.037,1,"none",3.0532332478405e-31,1.00185291952683e-20
"2",0.037,1,"rake",3.88769958556809e-12,4.25942955572372e-11
"3",0.037,1,"strat",6.54183338243976e-65,6.82339573859062e-66
"4",0.037,1,"calib",8.18457987396388e-25,7.63364106472163e-17
"5",0.037,1,"lasso",7.46263668857421e-42,1.4712711925082e-38
"6",0.037,1,"logit",2.75654346957648e-51,4.73121652651665e-49
"7",0.037,1,"bart",4.76782315781837e-27,1.59217785220121e-16
"8",0.037,2,"none",3.49644972281234e-40,4.66864992859452e-27
"9",0.037,2,"rake",3.70848605942937e-42,3.06531821728015e-45
"10",0.037,2,"strat",6.12639503513653e-81,2.33402541296361e-80
"11",0.037,2,"calib",1.27834459144256e-40,2.7172916558938e-38
"12",0.037,2,"lasso",4.04523013863154e-68,4.64205166001757e-72
"13",0.037,2,"logit",2.17350614759587e-52,6.35221354638134e-49
"14",0.037,2,"bart",1.60251896168854e-11,5.52782606249888e-13
"15",0.037,3,"none",8.77093176344232e-37,2.37480955200049e-24
"16",0.037,3,"rake",1.00481259211944e-25,1.07350086946606e-24
"17",0.037,3,"strat",7.09955591965683e-42,1.75087405047238e-34
"18",0.037,3,"calib",1.72467581044322e-15,8.28534586767853e-10
"19",0.037,3,"lasso",1.20935542932551e-23,1.11898849259868e-17
"20",0.037,3,"logit",8.94292738730729e-39,3.06595622196464e-34
"21",0.037,3,"bart",1.36637325841429e-19,5.02579423674861e-15
"22",0.037,4,"none",2.3718734856796e-37,2.73734614720854e-24
"23",0.037,4,"rake",9.73358802122598e-10,2.05923399422575e-06
"24",0.037,4,"strat",1.61849587831405e-42,5.74906062828704e-35
"25",0.037,4,"calib",3.23894329720883e-12,8.19742449512448e-07
"26",0.037,4,"lasso",1.49133590323689e-35,2.33290596873344e-31
"27",0.037,4,"logit",6.72199332752258e-35,2.03672598883486e-27
"28",0.037,4,"bart",1.11153875388718e-11,1.56771892445173e-09
"29",0.037,5,"none",8.58168383796975e-46,2.42082349089816e-33
"30",0.037,5,"rake",3.285251856415e-47,7.38042098971441e-44
"31",0.037,5,"strat",4.03104283258207e-42,2.27189620330165e-39
"32",0.037,5,"calib",1.14684435236935e-46,8.16766673222258e-36
"33",0.037,5,"lasso",5.90316706271579e-43,5.0197685105874e-46
"34",0.037,5,"logit",1.39546621653028e-47,3.30994850876199e-47
"35",0.037,5,"bart",3.42284513051847e-38,4.21592362036499e-26
