"","prop_sampled","sim_num","method","(Intercept)","age_sq","Error age squared","Error Intercept"
"1",0.024,1,"none",2.10778755391531,-0.000508050010242331,8.35744034132471e-05,-0.242666043658683
"2",0.024,1,"rake",1.1732013773729,-0.000262743055371626,0.000328881358283952,-1.1772522202011
"3",0.024,1,"strat",2.28085493061526,-0.000569699172670672,2.19252409849064e-05,-0.0695986669587372
"4",0.024,1,"calib",1.41571742203891,-0.000297482842306167,0.000294141571349411,-0.93473617553509
"5",0.024,1,"lasso",1.65446011868051,-0.000413837557196154,0.000177786856459425,-0.695993478893483
"6",0.024,1,"logit",1.86299060912501,-0.000438742073898837,0.000152882339756741,-0.487462988448988
"7",0.024,1,"bart",2.09000123383854,-0.000497702163338547,9.39222503170318e-05,-0.260452363735453
"8",0.024,2,"none",1.75297517086963,-0.000390218189729645,0.000201406223925934,-0.597478426704368
"9",0.024,2,"rake",2.22721940877399,-0.000509432005757294,8.21924078982845e-05,-0.12323418880001
"10",0.024,2,"strat",1.62407398888199,-0.000352656769393152,0.000238967644262426,-0.726379608692007
"11",0.024,2,"calib",1.74877801857834,-0.00036962930708797,0.000221995106567608,-0.60167557899566
"12",0.024,2,"lasso",1.84894002745733,-0.000427968799918396,0.000163655613737183,-0.501513570116666
"13",0.024,2,"logit",1.85807324961628,-0.000420468202356048,0.00017115621129953,-0.492380347957717
"14",0.024,2,"bart",1.73360814834337,-0.000383134693953844,0.000208489719701735,-0.616845449230631
"15",0.024,3,"none",2.14448371619267,-0.000493008433769916,9.86159798856628e-05,-0.205969881381331
"16",0.024,3,"rake",1.13239713525315,-0.000244599244983575,0.000347025168672003,-1.21805646232085
"17",0.024,3,"strat",1.67102851804022,-0.000337000827367237,0.000254623586288341,-0.679425079533776
"18",0.024,3,"calib",0.692320754355916,-0.000127047930475489,0.000464576483180089,-1.65813284321808
"19",0.024,3,"lasso",1.05026643165753,-0.000177018626676617,0.000414605786978961,-1.30018716591647
"20",0.024,3,"logit",2.01914953916136,-0.000457319414199725,0.000134304999455853,-0.331304058412639
"21",0.024,3,"bart",4.33112124387934,-0.000793203054072125,-0.000201578640416546,1.98066764630534
"22",0.024,4,"none",1.65544443426923,-0.000370167972441112,0.000221456441214466,-0.695009163304767
"23",0.024,4,"rake",0.935189549710893,-0.000206284259153016,0.000385340154502563,-1.4152640478631
"24",0.024,4,"strat",1.22001293325807,-0.000244578574937943,0.000347045838717635,-1.13044066431592
"25",0.024,4,"calib",1.42646598955793,-0.000326581681512077,0.000265042732143501,-0.923987608016062
"26",0.024,4,"lasso",1.49023543955801,-0.000312601362110317,0.000279023051545261,-0.860218158015988
"27",0.024,4,"logit",1.47302811707564,-0.000325629106749476,0.000265995306906102,-0.877425480498361
"28",0.024,4,"bart",1.76130716358736,-0.000395636648218978,0.0001959877654366,-0.589146433986633
"29",0.024,5,"none",2.1147049965176,-0.000491829434783835,9.97949788717436e-05,-0.235748601056394
"30",0.024,5,"rake",1.43360993079722,-0.000289572699723189,0.000302051713932389,-0.916843666776772
"31",0.024,5,"strat",2.7350103481852,-0.000663840836824409,-7.22164231688304e-05,0.384556750611206
"32",0.024,5,"calib",1.86729884246928,-0.000330297510123569,0.000261326903532009,-0.483154755104714
"33",0.024,5,"lasso",1.42128802698623,-0.000272235074070631,0.000319389339584948,-0.929165570587763
"34",0.024,5,"logit",2.56157461191446,-0.000613702425202364,-2.2078011546786e-05,0.211121014340463
"35",0.024,5,"bart",2.14390552593001,-0.00050015439703731,9.14700166182687e-05,-0.206548071643985
"36",0.024,6,"none",2.25119215597222,-0.000543487141256337,4.81372723992413e-05,-0.0992614416017781
"37",0.024,6,"rake",2.43685908592476,-0.000618620290877358,-2.69958772217792e-05,0.0864054883507657
"38",0.024,6,"strat",2.39971436405708,-0.000579221314174917,1.24030994806609e-05,0.0492607664830822
"39",0.024,6,"calib",3.47922825531549,-0.000897594637960296,-0.000305970224304718,1.12877465774149
"40",0.024,6,"lasso",2.56954079195328,-0.000660711899031607,-6.90874853760287e-05,0.219087194379279
"41",0.024,6,"logit",2.1414919020668,-0.000508007877059077,8.36165365965009e-05,-0.2089616955072
"42",0.024,6,"bart",2.29517344900351,-0.000552499778888863,3.91246347667154e-05,-0.0552801485704908
"43",0.024,7,"none",2.41778550612814,-0.000601562114212864,-9.93770055728591e-06,0.0673319085541424
"44",0.024,7,"rake",2.70053252557184,-0.000695734592661025,-0.000104110179005447,0.350078927997841
