"","prop_sampled","sim_num","method","(Intercept)","age_sq","Error age squared","Error Intercept"
"1",0.21,1,"none",2.10846883120007,-0.000510717272115133,8.09071415404452e-05,-0.241984766373927
"2",0.21,1,"rake",1.64881494106529,-0.000398780215633444,0.000192844198022134,-0.70163865650871
"3",0.21,1,"strat",2.23541644455699,-0.000545691957022086,4.59324566334924e-05,-0.115037153017008
"4",0.21,1,"calib",1.89024252462591,-0.000453059233443595,0.000138565180211984,-0.460211072948086
"5",0.21,1,"lasso",1.99918530205591,-0.000485775997668239,0.000105848415987339,-0.351268295518082
"6",0.21,1,"logit",2.11950632711477,-0.00052721355803727,6.44108556183079e-05,-0.230947270459227
"7",0.21,1,"bart",2.2649472844072,-0.000559949857160831,3.16745564947473e-05,-0.0855063131667966
"8",0.21,2,"none",2.22046688210836,-0.00053588583831199,5.57385753435885e-05,-0.129986715465639
"9",0.21,2,"rake",1.92365350772297,-0.000474084595812288,0.000117539817843291,-0.426800089851028
"10",0.21,2,"strat",2.32285869757345,-0.000564683256559676,2.69411570959023e-05,-0.0275949000005502
"11",0.21,2,"calib",1.89387646082342,-0.000440843408141099,0.000150781005514479,-0.456577136750573
"12",0.21,2,"lasso",1.71360464975587,-0.000405032059952255,0.000186592353703324,-0.63684894781813
"13",0.21,2,"logit",2.20343783737586,-0.000541062579642588,5.05618340129906e-05,-0.147015760198141
"14",0.21,2,"bart",2.32111202954947,-0.000567389399180793,2.4235014474785e-05,-0.0293415680245244
"15",0.21,3,"none",2.12680857826539,-0.000519989426165942,7.16349874896361e-05,-0.223645019308606
"16",0.21,3,"rake",1.83921202176606,-0.000452814235158266,0.000138810178497312,-0.511241575807936
"17",0.21,3,"strat",2.26485831961033,-0.000562802165433405,2.88222482221732e-05,-0.0855952779636673
"18",0.21,3,"calib",1.95810573253631,-0.00046633958525838,0.000125284828397199,-0.392347865037691
"19",0.21,3,"lasso",1.95514328458086,-0.000489677555439693,0.000101946858215885,-0.395310312993133
"20",0.21,3,"logit",2.01693281077289,-0.000492380802199076,9.92436114565028e-05,-0.333520786801106
"21",0.21,3,"bart",2.21528034957249,-0.000539314982102012,5.23094315535667e-05,-0.135173248001505
"22",0.21,4,"none",2.11739199511129,-0.000509874360889123,8.17500527664552e-05,-0.233061602462708
"23",0.21,4,"rake",1.41392849194668,-0.000334670049631319,0.00025695436402426,-0.936525105627321
"24",0.21,4,"strat",1.86106921494984,-0.000428096515540314,0.000163527898115264,-0.489384382624159
"25",0.21,4,"calib",1.65669683156987,-0.000372730204793464,0.000218894208862115,-0.693756766004131
