"","prop_sampled","sim_num","method","(Intercept)","age_sq"
"1",0.01,1,"none",3.70746499997942e-08,1.23771758672313e-05
"2",0.01,1,"rake",0.00151923033332027,0.000521879535511773
"3",0.01,1,"strat",8.09416535530946e-07,1.8523537420536e-05
"4",0.01,1,"calib",4.39335060613177e-09,7.41959083651979e-09
"5",0.01,1,"lasso",1.19256905494753e-07,4.19893233503184e-06
"6",0.01,1,"logit",9.36232988300748e-06,2.00336149432803e-05
"7",0.01,1,"bart",3.6518827946374e-06,3.75700454971011e-05
"8",0.01,2,"none",3.04538120258261e-12,8.59484614951652e-09
"9",0.01,2,"rake",5.99398032759489e-11,9.64861676330807e-12
"10",0.01,2,"strat",2.48129181140637e-16,3.13247722784272e-16
"11",0.01,2,"calib",1.21035614189644e-08,9.28219721978851e-09
"12",0.01,2,"lasso",2.92310643921739e-10,8.98200939204873e-11
"13",0.01,2,"logit",3.20934959258113e-11,3.02115245093208e-11
"14",0.01,2,"bart",2.47959216041686e-15,8.14946392702952e-15
"15",0.01,3,"none",1.71781700388507e-10,2.38477789635374e-07
"16",0.01,3,"rake",5.69206261802978e-12,3.5755387017914e-09
"17",0.01,3,"strat",2.83277231534276e-10,2.1314728625573e-07
"18",0.01,3,"calib",1.01933522071041e-17,3.64368268276953e-13
"19",0.01,3,"lasso",5.27666335974316e-09,3.1314096747784e-06
"20",0.01,3,"logit",2.96856294926039e-12,3.85040392178731e-12
"21",0.01,3,"bart",4.78206889776326e-19,2.0813043958721e-14
"22",0.01,4,"none",1.15732918631993e-15,8.99333206851621e-12
"23",0.01,4,"rake",8.976122511836e-07,2.7193318884036e-05
"24",0.01,4,"strat",3.42382036270889e-19,1.22595337737486e-17
"25",0.01,4,"calib",1.72333541498659e-09,1.75944770239098e-07
"26",0.01,4,"lasso",2.09356737265429e-10,5.3835250615496e-11
"27",0.01,4,"logit",4.56156545273146e-07,2.28699229318556e-06
"28",0.01,4,"bart",1.83285320589953e-11,7.56505664714608e-11
"29",0.01,5,"none",8.73125784295806e-12,1.37699175437653e-07
"30",0.01,5,"rake",0.000129757683000259,0.000241639790217289
"31",0.01,5,"strat",2.4112752293901e-11,1.28744665566827e-07
"32",0.01,5,"calib",1.59814485330383e-11,3.77328587143554e-09
"33",0.01,5,"lasso",5.85118376668711e-12,1.03786174439021e-10
"34",0.01,5,"logit",1.54844772437678e-06,1.42970926412815e-05
"35",0.01,5,"bart",6.13296630453282e-12,8.06044968925315e-09
"36",0.01,6,"none",2.12422784451416e-09,4.08847064952362e-07
"37",0.01,6,"rake",1.10406027191429e-06,2.47566503372143e-05
"38",0.01,6,"strat",1.49699847745045e-11,2.5008938801678e-10
"39",0.01,6,"calib",1.84199731952566e-05,0.000788179430805933
"40",0.01,6,"lasso",3.1888834324071e-08,1.5348472387428e-07
"41",0.01,6,"logit",0.0112655608141461,0.0598416807284546
"42",0.01,6,"bart",2.14377943241069e-10,7.92809931083552e-08
"43",0.01,7,"none",1.13388924009869e-10,2.41816211728565e-08
"44",0.01,7,"rake",2.16138895270375e-14,1.29084907112593e-13
"45",0.01,7,"strat",6.84740153051457e-10,3.02540280749351e-08
"46",0.01,7,"calib",1.29809917880027e-10,6.70092894547291e-09
"47",0.01,7,"lasso",1.85058782220194e-15,8.88970268789435e-16
"48",0.01,7,"logit",1.13369764032843e-17,5.85924193812622e-17
"49",0.01,7,"bart",6.98858122959576e-22,3.27119792639131e-20
"50",0.01,8,"none",1.32285607412945e-06,0.000225975970537899
"51",0.01,8,"rake",5.21122745797079e-09,5.07845654914816e-08
"52",0.01,8,"strat",3.63054470405319e-10,7.31893814372305e-08
"53",0.01,8,"calib",2.25287373788241e-11,2.21400547974462e-08
"54",0.01,8,"lasso",8.36760002364332e-11,6.30589262492553e-10
"55",0.01,8,"logit",2.08124750502155e-12,4.13892045474157e-12
"56",0.01,8,"bart",3.84814143615581e-11,1.2524823059052e-08
"57",0.01,9,"none",3.06758852786759e-08,5.74705603300776e-06
"58",0.01,9,"rake",4.63296363701939e-08,1.45056395970044e-07
"59",0.01,9,"strat",1.63617650062757e-08,1.18071576045959e-06
"60",0.01,9,"calib",1.98572954443622e-09,6.19155554012674e-08
"61",0.01,9,"lasso",5.2399687269585e-11,5.95920490298181e-10
"62",0.01,9,"logit",2.92809107353621e-12,1.20710125870674e-09
"63",0.01,9,"bart",1.58432386174848e-14,1.1565385914087e-11
"64",0.01,10,"none",2.20558062610693e-15,8.84962105375444e-12
"65",0.01,10,"rake",2.28185302978726e-09,2.68762974767844e-09
"66",0.01,10,"strat",5.80598803615907e-17,2.30425220502416e-14
"67",0.01,10,"calib",1.65521809984904e-14,7.18693536417293e-12
"68",0.01,10,"lasso",5.80960546563438e-13,1.9934977806814e-12
"69",0.01,10,"logit",3.32464635559443e-18,4.2146896477015e-17
"70",0.01,10,"bart",1.19066095520742e-22,1.77853519289756e-21
"71",0.01,11,"none",5.26857992014912e-09,8.43026740048344e-06
"72",0.01,11,"rake",4.49188422072148e-06,9.39887883079616e-05
"73",0.01,11,"strat",9.14120772991247e-10,1.49364695197316e-06
"74",0.01,11,"calib",1.14784670753394e-11,1.56715270974753e-08
"75",0.01,11,"lasso",9.3165437651999e-09,7.74952253642797e-07
"76",0.01,11,"logit",6.3799811840988e-14,4.90213116537111e-14
"77",0.01,11,"bart",1.35167029370928e-05,0.000471055599733341
"78",0.01,12,"none",5.07447786332102e-06,0.000396767148295008
"79",0.01,12,"rake",5.29414633569899e-06,2.27171091147465e-05
"80",0.01,12,"strat",0.00559269800129122,0.0611003735816737
"81",0.01,12,"calib",0.946613135997491,0.383258947416449
"82",0.01,12,"lasso",3.06551402700615e-08,9.70412230482557e-06
"83",0.01,12,"logit",8.65897623946794e-08,1.94059556525752e-07
"84",0.01,12,"bart",0.00431843088494382,0.051943531079451
"85",0.01,13,"none",2.04760830355073e-14,1.23363106211377e-10
"86",0.01,13,"rake",7.03376649938989e-16,3.63630395250572e-14
"87",0.01,13,"strat",1.21239449787788e-13,9.33467807102095e-11
"88",0.01,13,"calib",7.9520535243474e-25,4.16571600484498e-18
"89",0.01,13,"lasso",1.22809770549668e-16,6.863989869714e-16
"90",0.01,13,"logit",1.07914359724195e-11,2.25651898770418e-11
"91",0.01,13,"bart",2.07466635739554e-23,4.18127393152789e-23
"92",0.01,14,"none",2.89174155383921e-14,3.12866797661298e-10
"93",0.01,14,"rake",1.90956248614099e-09,6.77249879414709e-07
"94",0.01,14,"strat",2.1152543327681e-14,1.30939086685044e-11
"95",0.01,14,"calib",8.40872877661677e-09,2.08009947468481e-05
"96",0.01,14,"lasso",6.37204201541114e-10,8.25317930462561e-07
"97",0.01,14,"logit",2.62438132836715e-11,1.64041729823139e-10
"98",0.01,14,"bart",1.58287594846356e-22,9.22042419760852e-16
"99",0.01,15,"none",8.99968654846321e-09,3.34926653227227e-05
"100",0.01,15,"rake",3.16793774935533e-08,1.9267808662891e-05
"101",0.01,15,"strat",9.89107032994181e-11,1.38511951629178e-06
"102",0.01,15,"calib",3.92504174504188e-11,6.37305280532881e-07
"103",0.01,15,"lasso",3.35883909205013e-10,8.92562977783068e-08
"104",0.01,15,"logit",9.17926017456319e-08,1.28408786969687e-05
"105",0.01,15,"bart",1.71191776404469e-19,2.13579901001471e-12
"106",0.01,16,"none",3.62601210188689e-07,0.000195972438888836
"107",0.01,16,"rake",0.00686291981044482,0.0681463599593939
