"","prop_sampled","sim_num","method","(Intercept)","age_sq"
"1",0.024,1,"none",3.54568457474049e-24,1.59426574040124e-16
"2",0.024,1,"rake",4.85520375888853e-10,6.59488763711301e-08
"3",0.024,1,"strat",9.00650912702721e-26,4.09491197063458e-21
"4",0.024,1,"calib",8.04137503677815e-12,1.21053611922137e-07
"5",0.024,1,"lasso",1.80654360773797e-16,3.24577910074305e-14
"6",0.024,1,"logit",4.16576689627521e-21,5.66786644985431e-17
"7",0.024,1,"bart",3.42966880045705e-20,7.54207812636099e-13
"8",0.024,2,"none",3.80807569324219e-15,5.7566453840845e-09
"9",0.024,2,"rake",8.12164923833506e-28,6.96959941270181e-23
"10",0.024,2,"strat",1.96375876501987e-22,1.17233881370735e-16
"11",0.024,2,"calib",7.73090755869669e-14,1.99182192662991e-07
"12",0.024,2,"lasso",1.55410573618481e-20,3.55294093722527e-16
"13",0.024,2,"logit",1.35980615079662e-18,1.43289149801702e-14
"14",0.024,2,"bart",2.30604491671507e-13,1.65134679115215e-07
"15",0.024,3,"none",1.32207946199251e-22,8.1229526817288e-14
"16",0.024,3,"rake",1.59950992164913e-05,0.000433755686295276
"17",0.024,3,"strat",4.25192140450234e-15,2.21540450278116e-08
"18",0.024,3,"calib",0.0111109156201753,0.108039152413705
"19",0.024,3,"lasso",3.55597210763066e-06,0.00319575405954373
"20",0.024,3,"logit",2.79264015084452e-17,4.14314153222533e-13
"21",0.024,3,"bart",0.3499939354765,0.395893101979359
"22",0.024,4,"none",1.27200040399575e-13,3.76141711429557e-08
"23",0.024,4,"rake",5.11804402142697e-06,0.000207442985948599
"24",0.024,4,"strat",2.61555598756281e-07,0.000268088838628288
"25",0.024,4,"calib",1.7453416055159e-12,1.83335749853563e-08
"26",0.024,4,"lasso",4.77516709251353e-13,1.11013811838443e-08
"27",0.024,4,"logit",1.49308280911865e-09,3.06039314174297e-07
"28",0.024,4,"bart",7.02867024589447e-14,6.5767182693088e-08
"29",0.024,5,"none",5.97552782683668e-26,2.15669584485923e-16
"30",0.024,5,"rake",3.02717008519629e-13,9.70088795483805e-09
"31",0.024,5,"strat",7.10926626465076e-49,8.08114528925499e-46
"32",0.024,5,"calib",9.03690704372127e-16,1.56097138680946e-07
"33",0.024,5,"lasso",6.71985291606353e-11,2.24765222718017e-06
"34",0.024,5,"logit",7.29666741839352e-30,3.86905712458468e-28
"35",0.024,5,"bart",9.18859932056612e-25,2.97965358314594e-14
"36",0.024,6,"none",9.01704496496989e-29,1.13549314080616e-19
"37",0.024,6,"rake",1.57191409185545e-31,8.61764781469039e-33
"38",0.024,6,"strat",2.1366353804276e-33,1.88499152602112e-26
